country,year,variant,gender,age5yearinterval,population
214,1950,estimates,female,"Region, subregion, country or area *",Dominican Republic
214,1950,estimates,male,"Region, subregion, country or area *",Dominican Republic
214,1950,estimates,female,0_4,216.777
214,1950,estimates,male,0_4,222.667
214,1950,estimates,female,5_9,163.82
214,1950,estimates,male,5_9,167.33
214,1950,estimates,female,10_14,151.464
214,1950,estimates,male,10_14,150.81
214,1950,estimates,female,15_19,132.226
214,1950,estimates,male,15_19,128.517
214,1950,estimates,female,20_24,108.673
214,1950,estimates,male,20_24,104.309
214,1950,estimates,female,25_29,87.118
214,1950,estimates,male,25_29,85.225
214,1950,estimates,female,30_34,68.516
214,1950,estimates,male,30_34,71.142
214,1950,estimates,female,35_39,54.303
214,1950,estimates,male,35_39,59.894
214,1950,estimates,female,40_44,43.916
214,1950,estimates,male,40_44,50.398
214,1950,estimates,female,45_49,36.018
214,1950,estimates,male,45_49,41.91
214,1950,estimates,female,50_54,29.573
214,1950,estimates,male,50_54,34.224
214,1950,estimates,female,55_59,24.046
214,1950,estimates,male,55_59,27.227
214,1950,estimates,female,60_64,18.842
214,1950,estimates,male,60_64,20.804
214,1950,estimates,female,65_69,13.857
214,1950,estimates,male,65_69,14.826
214,1950,estimates,female,70_74,9.214
214,1950,estimates,male,70_74,9.463
214,1950,estimates,female,75_79,5.267
214,1950,estimates,male,75_79,5.107
214,1950,estimates,female,80plus,3.71
214,1950,estimates,male,80plus,3.456
214,1955,estimates,female,"Region, subregion, country or area *",Dominican Republic
214,1955,estimates,male,"Region, subregion, country or area *",Dominican Republic
214,1955,estimates,female,0_4,276.331
214,1955,estimates,male,0_4,284.803
214,1955,estimates,female,5_9,199.941
214,1955,estimates,male,5_9,204.745
214,1955,estimates,female,10_14,159.344
214,1955,estimates,male,10_14,161.238
214,1955,estimates,female,15_19,146.43
214,1955,estimates,male,15_19,140.998
214,1955,estimates,female,20_24,126.242
214,1955,estimates,male,20_24,121.075
214,1955,estimates,female,25_29,103.673
214,1955,estimates,male,25_29,101.682
214,1955,estimates,female,30_34,83.196
214,1955,estimates,male,30_34,84.922
214,1955,estimates,female,35_39,65.32
214,1955,estimates,male,35_39,70.655
214,1955,estimates,female,40_44,51.746
214,1955,estimates,male,40_44,58.694
214,1955,estimates,female,45_49,41.569
214,1955,estimates,male,45_49,48.384
214,1955,estimates,female,50_54,33.777
214,1955,estimates,male,50_54,39.453
214,1955,estimates,female,55_59,27.117
214,1955,estimates,male,55_59,31.319
214,1955,estimates,female,60_64,21.124
214,1955,estimates,male,60_64,23.862
214,1955,estimates,female,65_69,15.504
214,1955,estimates,male,65_69,17.061
214,1955,estimates,female,70_74,10.308
214,1955,estimates,male,70_74,10.907
214,1955,estimates,female,75_79,5.876
214,1955,estimates,male,75_79,5.856
214,1955,estimates,female,80plus,3.951
214,1955,estimates,male,80plus,3.559
214,1960,estimates,female,"Region, subregion, country or area *",Dominican Republic
214,1960,estimates,male,"Region, subregion, country or area *",Dominican Republic
214,1960,estimates,female,0_4,330.538
214,1960,estimates,male,0_4,340.504
214,1960,estimates,female,5_9,259.271
214,1960,estimates,male,5_9,266.427
214,1960,estimates,female,10_14,195.002
214,1960,estimates,male,10_14,196.005
214,1960,estimates,female,15_19,153.908
214,1960,estimates,male,15_19,149.853
214,1960,estimates,female,20_24,140.108
214,1960,estimates,male,20_24,132.123
214,1960,estimates,female,25_29,120.655
214,1960,estimates,male,25_29,116.991
214,1960,estimates,female,30_34,99.204
214,1960,estimates,male,30_34,100.445
214,1960,estimates,female,35_39,79.682
214,1960,estimates,male,35_39,84.388
214,1960,estimates,female,40_44,62.466
214,1960,estimates,male,40_44,69.903
214,1960,estimates,female,45_49,49.332
214,1960,estimates,male,45_49,57.143
214,1960,estimates,female,50_54,39.321
214,1960,estimates,male,50_54,46.005
214,1960,estimates,female,55_59,31.306
214,1960,estimates,male,55_59,36.535
214,1960,estimates,female,60_64,24.252
214,1960,estimates,male,60_64,27.798
214,1960,estimates,female,65_69,17.848
214,1960,estimates,male,65_69,19.818
214,1960,estimates,female,70_74,11.919
214,1960,estimates,male,70_74,12.757
214,1960,estimates,female,75_79,6.838
214,1960,estimates,male,75_79,6.965
214,1960,estimates,female,80plus,4.562
214,1960,estimates,male,80plus,4.171
214,1965,estimates,female,"Region, subregion, country or area *",Dominican Republic
214,1965,estimates,male,"Region, subregion, country or area *",Dominican Republic
214,1965,estimates,female,0_4,371.507
214,1965,estimates,male,0_4,382.751
214,1965,estimates,female,5_9,314.417
214,1965,estimates,male,5_9,322.933
214,1965,estimates,female,10_14,253.971
214,1965,estimates,male,10_14,254.798
214,1965,estimates,female,15_19,188.6
214,1965,estimates,male,15_19,183.321
214,1965,estimates,female,20_24,146.916
214,1965,estimates,male,20_24,139.963
214,1965,estimates,female,25_29,133.926
214,1965,estimates,male,25_29,127.744
214,1965,estimates,female,30_34,115.863
214,1965,estimates,male,30_34,115.432
214,1965,estimates,female,35_39,95.316
214,1965,estimates,male,35_39,99.67
214,1965,estimates,female,40_44,76.516
214,1965,estimates,male,40_44,83.566
214,1965,estimates,female,45_49,59.795
214,1965,estimates,male,45_49,68.553
214,1965,estimates,female,50_54,46.999
214,1965,estimates,male,50_54,54.852
214,1965,estimates,female,55_59,36.775
214,1965,estimates,male,55_59,42.976
214,1965,estimates,female,60_64,28.388
214,1965,estimates,male,60_64,32.791
