country,variant,freq,year,sexratio_maleperfemale
144,estimates,5Yearly,1950,1.035
144,estimates,5Yearly,1955,1.036
144,estimates,5Yearly,1960,1.036
144,estimates,5Yearly,1965,1.035
144,estimates,5Yearly,1970,1.038
144,estimates,5Yearly,1975,1.04
144,estimates,5Yearly,1980,1.045
144,estimates,5Yearly,1985,1.046
144,estimates,5Yearly,1990,1.039
144,estimates,5Yearly,1995,1.044
144,estimates,5Yearly,2000,1.045
144,estimates,5Yearly,2005,1.044
144,estimates,5Yearly,2010,1.04
144,medium variant,5Yearly,2015,1.043
144,medium variant,5Yearly,2020,1.043
144,medium variant,5Yearly,2025,1.042
144,medium variant,5Yearly,2030,1.043
144,medium variant,5Yearly,2035,1.042
144,medium variant,5Yearly,2040,1.042
144,medium variant,5Yearly,2045,1.042
144,medium variant,5Yearly,2050,1.042
144,medium variant,5Yearly,2055,1.042
144,medium variant,5Yearly,2060,1.042
144,medium variant,5Yearly,2065,1.042
144,medium variant,5Yearly,2070,1.042
144,medium variant,5Yearly,2075,1.042
144,medium variant,5Yearly,2080,1.042
144,medium variant,5Yearly,2085,1.042
144,medium variant,5Yearly,2090,1.042
144,medium variant,5Yearly,2095,1.042
