country,variant,freq,year,sexratio_maleperfemale
804,estimates,5yearly,1950,1.06
804,estimates,5yearly,1955,1.061
804,estimates,5yearly,1960,1.063
804,estimates,5yearly,1965,1.059
804,estimates,5yearly,1970,1.054
804,estimates,5yearly,1975,1.052
804,estimates,5yearly,1980,1.054
804,estimates,5yearly,1985,1.057
804,estimates,5yearly,1990,1.059
804,estimates,5yearly,1995,1.064
804,estimates,5yearly,2000,1.064
804,estimates,5yearly,2005,1.063
804,estimates,5yearly,2010,1.066
804,medium_variant,5yearly,2015,1.062
804,medium_variant,5yearly,2020,1.062
804,medium_variant,5yearly,2025,1.062
804,medium_variant,5yearly,2030,1.062
804,medium_variant,5yearly,2035,1.062
804,medium_variant,5yearly,2040,1.062
804,medium_variant,5yearly,2045,1.062
804,medium_variant,5yearly,2050,1.062
804,medium_variant,5yearly,2055,1.062
804,medium_variant,5yearly,2060,1.062
804,medium_variant,5yearly,2065,1.062
804,medium_variant,5yearly,2070,1.062
804,medium_variant,5yearly,2075,1.062
804,medium_variant,5yearly,2080,1.062
804,medium_variant,5yearly,2085,1.062
804,medium_variant,5yearly,2090,1.062
804,medium_variant,5yearly,2095,1.062
