country,variant,freq,year,sexratio_maleperfemale
414,estimates,5yearly,1950,1.035
414,estimates,5yearly,1955,1.035
414,estimates,5yearly,1960,1.035
414,estimates,5yearly,1965,1.035
414,estimates,5yearly,1970,1.034
414,estimates,5yearly,1975,1.037
414,estimates,5yearly,1980,1.034
414,estimates,5yearly,1985,1.035
414,estimates,5yearly,1990,1.047
414,estimates,5yearly,1995,1.045
414,estimates,5yearly,2000,1.04
414,estimates,5yearly,2005,1.042
414,estimates,5yearly,2010,1.042
414,mediumvariant,5yearly,2015,1.042
414,mediumvariant,5yearly,2020,1.042
414,mediumvariant,5yearly,2025,1.042
414,mediumvariant,5yearly,2030,1.042
414,mediumvariant,5yearly,2035,1.042
414,mediumvariant,5yearly,2040,1.042
414,mediumvariant,5yearly,2045,1.042
414,mediumvariant,5yearly,2050,1.042
414,mediumvariant,5yearly,2055,1.042
414,mediumvariant,5yearly,2060,1.042
414,mediumvariant,5yearly,2065,1.042
414,mediumvariant,5yearly,2070,1.042
414,mediumvariant,5yearly,2075,1.042
414,mediumvariant,5yearly,2080,1.042
414,mediumvariant,5yearly,2085,1.042
414,mediumvariant,5yearly,2090,1.042
414,mediumvariant,5yearly,2095,1.042
