country,variant,freq,year,sexratio_maleperfemale
356,Estimates,5yearly,1950,1.06
356,Estimates,5yearly,1955,1.06
356,Estimates,5yearly,1960,1.06
356,Estimates,5yearly,1965,1.06
356,Estimates,5yearly,1970,1.06
356,Estimates,5yearly,1975,1.06
356,Estimates,5yearly,1980,1.065
356,Estimates,5yearly,1985,1.07
356,Estimates,5yearly,1990,1.09
356,Estimates,5yearly,1995,1.099
356,Estimates,5yearly,2000,1.107
356,Estimates,5yearly,2005,1.109
356,Estimates,5yearly,2010,1.109
356,Medium_variant,5yearly,2015,1.106
356,Medium_variant,5yearly,2020,1.102
356,Medium_variant,5yearly,2025,1.097
356,Medium_variant,5yearly,2030,1.091
356,Medium_variant,5yearly,2035,1.085
356,Medium_variant,5yearly,2040,1.08
356,Medium_variant,5yearly,2045,1.08
356,Medium_variant,5yearly,2050,1.08
356,Medium_variant,5yearly,2055,1.08
356,Medium_variant,5yearly,2060,1.08
356,Medium_variant,5yearly,2065,1.08
356,Medium_variant,5yearly,2070,1.08
356,Medium_variant,5yearly,2075,1.08
356,Medium_variant,5yearly,2080,1.08
356,Medium_variant,5yearly,2085,1.08
356,Medium_variant,5yearly,2090,1.08
356,Medium_variant,5yearly,2095,1.08
