country,variant,freq,year,sexratio_maleperfemale
262,Estimates,5yearly,1950,1.039
262,Estimates,5yearly,1955,1.039
262,Estimates,5yearly,1960,1.039
262,Estimates,5yearly,1965,1.039
262,Estimates,5yearly,1970,1.039
262,Estimates,5yearly,1975,1.039
262,Estimates,5yearly,1980,1.039
262,Estimates,5yearly,1985,1.039
262,Estimates,5yearly,1990,1.039
262,Estimates,5yearly,1995,1.039
262,Estimates,5yearly,2000,1.039
262,Estimates,5yearly,2005,1.039
262,Estimates,5yearly,2010,1.039
262,Medium_variant,5yearly,2015,1.039
262,Medium_variant,5yearly,2020,1.039
262,Medium_variant,5yearly,2025,1.039
262,Medium_variant,5yearly,2030,1.039
262,Medium_variant,5yearly,2035,1.039
262,Medium_variant,5yearly,2040,1.039
262,Medium_variant,5yearly,2045,1.039
262,Medium_variant,5yearly,2050,1.039
262,Medium_variant,5yearly,2055,1.039
262,Medium_variant,5yearly,2060,1.039
262,Medium_variant,5yearly,2065,1.039
262,Medium_variant,5yearly,2070,1.039
262,Medium_variant,5yearly,2075,1.039
262,Medium_variant,5yearly,2080,1.039
262,Medium_variant,5yearly,2085,1.039
262,Medium_variant,5yearly,2090,1.039
262,Medium_variant,5yearly,2095,1.039
