country,variant,freq,year,sexratio_maleperfemale
246,estimates,5yearly,1950,1.05
246,estimates,5yearly,1955,1.05
246,estimates,5yearly,1960,1.048
246,estimates,5yearly,1965,1.047
246,estimates,5yearly,1970,1.052
246,estimates,5yearly,1975,1.05
246,estimates,5yearly,1980,1.048
246,estimates,5yearly,1985,1.047
246,estimates,5yearly,1990,1.04
246,estimates,5yearly,1995,1.045
246,estimates,5yearly,2000,1.05
246,estimates,5yearly,2005,1.044
246,estimates,5yearly,2010,1.047
246,mediumvariant,5yearly,2015,1.047
246,mediumvariant,5yearly,2020,1.047
246,mediumvariant,5yearly,2025,1.047
246,mediumvariant,5yearly,2030,1.047
246,mediumvariant,5yearly,2035,1.047
246,mediumvariant,5yearly,2040,1.047
246,mediumvariant,5yearly,2045,1.047
246,mediumvariant,5yearly,2050,1.047
246,mediumvariant,5yearly,2055,1.047
246,mediumvariant,5yearly,2060,1.047
246,mediumvariant,5yearly,2065,1.047
246,mediumvariant,5yearly,2070,1.047
246,mediumvariant,5yearly,2075,1.047
246,mediumvariant,5yearly,2080,1.047
246,mediumvariant,5yearly,2085,1.047
246,mediumvariant,5yearly,2090,1.047
246,mediumvariant,5yearly,2095,1.047
