country,variant,freq,year,sexratio_maleperfemale
462,estimates,5yearly,1950,1.058
462,estimates,5yearly,1955,1.058
462,estimates,5yearly,1960,1.058
462,estimates,5yearly,1965,1.058
462,estimates,5yearly,1970,1.058
462,estimates,5yearly,1975,1.062
462,estimates,5yearly,1980,1.057
462,estimates,5yearly,1985,1.053
462,estimates,5yearly,1990,1.083
462,estimates,5yearly,1995,1.062
462,estimates,5yearly,2000,1.057
462,estimates,5yearly,2005,1.064
462,estimates,5yearly,2010,1.08
462,medium_variant,5yearly,2015,1.072
462,medium_variant,5yearly,2020,1.068
462,medium_variant,5yearly,2025,1.067
462,medium_variant,5yearly,2030,1.066
462,medium_variant,5yearly,2035,1.063
462,medium_variant,5yearly,2040,1.063
462,medium_variant,5yearly,2045,1.063
462,medium_variant,5yearly,2050,1.063
462,medium_variant,5yearly,2055,1.063
462,medium_variant,5yearly,2060,1.063
462,medium_variant,5yearly,2065,1.063
462,medium_variant,5yearly,2070,1.063
462,medium_variant,5yearly,2075,1.063
462,medium_variant,5yearly,2080,1.063
462,medium_variant,5yearly,2085,1.063
462,medium_variant,5yearly,2090,1.063
462,medium_variant,5yearly,2095,1.063
