country,variant,freq,year,sexratio_maleperfemale
643,Estimates,5yearly,1950,1.055
643,Estimates,5yearly,1955,1.051
643,Estimates,5yearly,1960,1.053
643,Estimates,5yearly,1965,1.05
643,Estimates,5yearly,1970,1.049
643,Estimates,5yearly,1975,1.05
643,Estimates,5yearly,1980,1.049
643,Estimates,5yearly,1985,1.053
643,Estimates,5yearly,1990,1.058
643,Estimates,5yearly,1995,1.06
643,Estimates,5yearly,2000,1.062
643,Estimates,5yearly,2005,1.058
643,Estimates,5yearly,2010,1.058
643,Medium_variant,5yearly,2015,1.054
643,Medium_variant,5yearly,2020,1.054
643,Medium_variant,5yearly,2025,1.054
643,Medium_variant,5yearly,2030,1.054
643,Medium_variant,5yearly,2035,1.054
643,Medium_variant,5yearly,2040,1.054
643,Medium_variant,5yearly,2045,1.054
643,Medium_variant,5yearly,2050,1.054
643,Medium_variant,5yearly,2055,1.054
643,Medium_variant,5yearly,2060,1.054
643,Medium_variant,5yearly,2065,1.054
643,Medium_variant,5yearly,2070,1.054
643,Medium_variant,5yearly,2075,1.054
643,Medium_variant,5yearly,2080,1.054
643,Medium_variant,5yearly,2085,1.054
643,Medium_variant,5yearly,2090,1.054
643,Medium_variant,5yearly,2095,1.054
