country,variant,freq,year,sexratio_maleperfemale
51,estimates,5yearly,1950,1.061
51,estimates,5yearly,1955,1.06
51,estimates,5yearly,1960,1.064
51,estimates,5yearly,1965,1.064
51,estimates,5yearly,1970,1.057
51,estimates,5yearly,1975,1.052
51,estimates,5yearly,1980,1.05
51,estimates,5yearly,1985,1.058
51,estimates,5yearly,1990,1.077
51,estimates,5yearly,1995,1.151
51,estimates,5yearly,2000,1.173
51,estimates,5yearly,2005,1.151
51,estimates,5yearly,2010,1.138
51,medium_variant,5yearly,2015,1.129
51,medium_variant,5yearly,2020,1.119
51,medium_variant,5yearly,2025,1.109
51,medium_variant,5yearly,2030,1.098
51,medium_variant,5yearly,2035,1.088
51,medium_variant,5yearly,2040,1.077
51,medium_variant,5yearly,2045,1.067
51,medium_variant,5yearly,2050,1.067
51,medium_variant,5yearly,2055,1.067
51,medium_variant,5yearly,2060,1.067
51,medium_variant,5yearly,2065,1.067
51,medium_variant,5yearly,2070,1.067
51,medium_variant,5yearly,2075,1.067
51,medium_variant,5yearly,2080,1.067
51,medium_variant,5yearly,2085,1.067
51,medium_variant,5yearly,2090,1.067
51,medium_variant,5yearly,2095,1.067
51,estimates,5yearly,Regi,Armenia
51,medium_variant,5yearly,Regi,Armenia
