country,variant,freq,year,sexratio_maleperfemale
352,estimates,5yearly,1950,1.068
352,estimates,5yearly,1955,1.063
352,estimates,5yearly,1960,1.045
352,estimates,5yearly,1965,1.053
352,estimates,5yearly,1970,1.066
352,estimates,5yearly,1975,1.053
352,estimates,5yearly,1980,1.054
352,estimates,5yearly,1985,1.057
352,estimates,5yearly,1990,1.058
352,estimates,5yearly,1995,1.042
352,estimates,5yearly,2000,1.043
352,estimates,5yearly,2005,1.05
352,estimates,5yearly,2010,1.037
352,medium_variant,5yearly,2015,1.037
352,medium_variant,5yearly,2020,1.037
352,medium_variant,5yearly,2025,1.037
352,medium_variant,5yearly,2030,1.037
352,medium_variant,5yearly,2035,1.037
352,medium_variant,5yearly,2040,1.037
352,medium_variant,5yearly,2045,1.037
352,medium_variant,5yearly,2050,1.037
352,medium_variant,5yearly,2055,1.037
352,medium_variant,5yearly,2060,1.037
352,medium_variant,5yearly,2065,1.037
352,medium_variant,5yearly,2070,1.037
352,medium_variant,5yearly,2075,1.037
352,medium_variant,5yearly,2080,1.037
352,medium_variant,5yearly,2085,1.037
352,medium_variant,5yearly,2090,1.037
352,medium_variant,5yearly,2095,1.037
