country,variant,freq,year,sexratio_maleperfemale
124,estimates,5yearly,1950,1.058
124,estimates,5yearly,1955,1.057
124,estimates,5yearly,1960,1.055
124,estimates,5yearly,1965,1.055
124,estimates,5yearly,1970,1.06
124,estimates,5yearly,1975,1.056
124,estimates,5yearly,1980,1.056
124,estimates,5yearly,1985,1.052
124,estimates,5yearly,1990,1.056
124,estimates,5yearly,1995,1.054
124,estimates,5yearly,2000,1.054
124,estimates,5yearly,2005,1.053
124,estimates,5yearly,2010,1.056
124,medium_variant,5yearly,2015,1.056
124,medium_variant,5yearly,2020,1.056
124,medium_variant,5yearly,2025,1.056
124,medium_variant,5yearly,2030,1.056
124,medium_variant,5yearly,2035,1.056
124,medium_variant,5yearly,2040,1.056
124,medium_variant,5yearly,2045,1.056
124,medium_variant,5yearly,2050,1.056
124,medium_variant,5yearly,2055,1.056
124,medium_variant,5yearly,2060,1.056
124,medium_variant,5yearly,2065,1.056
124,medium_variant,5yearly,2070,1.056
124,medium_variant,5yearly,2075,1.056
124,medium_variant,5yearly,2080,1.056
124,medium_variant,5yearly,2085,1.056
124,medium_variant,5yearly,2090,1.056
124,medium_variant,5yearly,2095,1.056
