country,variant,freq,year,sexratio_maleperfemale
156,estimates,5yearly,1950,1.07
156,estimates,5yearly,1955,1.07
156,estimates,5yearly,1960,1.07
156,estimates,5yearly,1965,1.07
156,estimates,5yearly,1970,1.07
156,estimates,5yearly,1975,1.07
156,estimates,5yearly,1980,1.07
156,estimates,5yearly,1985,1.09
156,estimates,5yearly,1990,1.12
156,estimates,5yearly,1995,1.14
156,estimates,5yearly,2000,1.16
156,estimates,5yearly,2005,1.17
156,estimates,5yearly,2010,1.16
156,mediumvariant,5yearly,2015,1.15
156,mediumvariant,5yearly,2020,1.14
156,mediumvariant,5yearly,2025,1.13
156,mediumvariant,5yearly,2030,1.12
156,mediumvariant,5yearly,2035,1.11
156,mediumvariant,5yearly,2040,1.1
156,mediumvariant,5yearly,2045,1.09
156,mediumvariant,5yearly,2050,1.08
156,mediumvariant,5yearly,2055,1.07
156,mediumvariant,5yearly,2060,1.07
156,mediumvariant,5yearly,2065,1.07
156,mediumvariant,5yearly,2070,1.07
156,mediumvariant,5yearly,2075,1.07
156,mediumvariant,5yearly,2080,1.07
156,mediumvariant,5yearly,2085,1.07
156,mediumvariant,5yearly,2090,1.07
156,mediumvariant,5yearly,2095,1.07
