country,variant,freq,year,rateofnaturalincreaseper1000population
226,estimates,5yearly,1950,11.907
226,estimates,5yearly,1955,12.891
226,estimates,5yearly,1960,14.326
226,estimates,5yearly,1965,16.521
226,estimates,5yearly,1970,16.412
226,estimates,5yearly,1975,19.863
226,estimates,5yearly,1980,25.119
226,estimates,5yearly,1985,24.408
226,estimates,5yearly,1990,24.911
226,estimates,5yearly,1995,26.606
226,estimates,5yearly,2000,27.12
226,estimates,5yearly,2005,26.639
226,estimates,5yearly,2010,25.26
226,constant_fertility,5yearly,2015,25.896
226,constant_mortality,5yearly,2015,22.804
226,high_variant,5yearly,2015,24.967
226,instant_replacement,5yearly,2015,9.173
226,low_variant,5yearly,2015,21.777
226,medium_variant,5yearly,2015,23.378
226,momentum,5yearly,2015,8.38
226,no_change,5yearly,2015,25.298
226,zero_migration,5yearly,2015,22.317
226,constant_fertility,5yearly,2020,27.109
226,constant_mortality,5yearly,2020,20.977
226,high_variant,5yearly,2020,24.824
226,instant_replacement,5yearly,2020,11.063
226,low_variant,5yearly,2020,19.89
226,medium_variant,5yearly,2020,22.392
226,momentum,5yearly,2020,9.031
226,no_change,5yearly,2020,25.625
226,zero_migration,5yearly,2020,20.12
226,constant_fertility,5yearly,2025,28.208
226,constant_mortality,5yearly,2025,19.23
226,high_variant,5yearly,2025,24.542
226,instant_replacement,5yearly,2025,12.829
226,low_variant,5yearly,2025,18.536
226,medium_variant,5yearly,2025,21.621
226,momentum,5yearly,2025,9.8
226,no_change,5yearly,2025,25.714
226,zero_migration,5yearly,2025,19.236
226,constant_fertility,5yearly,2030,28.802
226,constant_mortality,5yearly,2030,17.242
226,high_variant,5yearly,2030,23.337
226,instant_replacement,5yearly,2030,13.102
226,low_variant,5yearly,2030,17.403
226,medium_variant,5yearly,2030,20.474
226,momentum,5yearly,2030,9.614
226,no_change,5yearly,2030,25.439
226,zero_migration,5yearly,2030,18.764
226,constant_fertility,5yearly,2035,29.342
226,constant_mortality,5yearly,2035,15.306
