country,variant,freq,year,rateofnaturalincreaseper1000population
854,estimates,5yearly,1950,15.218
854,estimates,5yearly,1955,17.73
854,estimates,5yearly,1960,19.604
854,estimates,5yearly,1965,22.018
854,estimates,5yearly,1970,23.778
854,estimates,5yearly,1975,27.299
854,estimates,5yearly,1980,30.857
854,estimates,5yearly,1985,30.639
854,estimates,5yearly,1990,30.239
854,estimates,5yearly,1995,30.52
854,estimates,5yearly,2000,30.986
854,estimates,5yearly,2005,31.808
854,estimates,5yearly,2010,31.207
854,constant_fertility,5yearly,2015,32.367
854,constant_mortality,5yearly,2015,28.837
854,high_variant,5yearly,2015,31.483
854,instant_replacement,5yearly,2015,11.105
854,low_variant,5yearly,2015,28.333
854,medium_variant,5yearly,2015,29.915
854,momentum,5yearly,2015,10.735
854,no_change,5yearly,2015,31.267
854,zero_migration,5yearly,2015,29.943
854,constant_fertility,5yearly,2020,33.171
854,constant_mortality,5yearly,2020,26.772
854,high_variant,5yearly,2020,30.956
854,instant_replacement,5yearly,2020,13.095
854,low_variant,5yearly,2020,26.228
854,medium_variant,5yearly,2020,28.626
854,momentum,5yearly,2020,12.486
854,no_change,5yearly,2020,31.249
854,zero_migration,5yearly,2020,28.659
854,constant_fertility,5yearly,2025,33.626
854,constant_mortality,5yearly,2025,24.946
854,high_variant,5yearly,2025,30.114
854,instant_replacement,5yearly,2025,14.684
854,low_variant,5yearly,2025,24.487
854,medium_variant,5yearly,2025,27.378
854,momentum,5yearly,2025,13.785
854,no_change,5yearly,2025,31.09
854,zero_migration,5yearly,2025,27.348
854,constant_fertility,5yearly,2030,33.768
854,constant_mortality,5yearly,2030,23.082
854,high_variant,5yearly,2030,28.56
854,instant_replacement,5yearly,2030,15.277
854,low_variant,5yearly,2030,23.198
854,medium_variant,5yearly,2030,25.979
854,momentum,5yearly,2030,14.033
854,no_change,5yearly,2030,30.743
854,zero_migration,5yearly,2030,25.862
854,constant_fertility,5yearly,2035,33.854
854,constant_mortality,5yearly,2035,21.089
854,high_variant,5yearly,2035,27.097
854,instant_replacement,5yearly,2035,14.007
854,low_variant,5yearly,2035,21.489
854,medium_variant,5yearly,2035,24.398
854,momentum,5yearly,2035,12.455
854,no_change,5yearly,2035,30.37
854,zero_migration,5yearly,2035,24.218
854,constant_fertility,5yearly,2040,34.029
854,constant_mortality,5yearly,2040,18.984
854,high_variant,5yearly,2040,25.731
854,instant_replacement,5yearly,2040,11.419
854,low_variant,5yearly,2040,19.44
854,medium_variant,5yearly,2040,22.685
854,momentum,5yearly,2040,9.622
854,no_change,5yearly,2040,30.103
854,zero_migration,5yearly,2040,22.484
854,constant_fertility,5yearly,2045,34.228
854,constant_mortality,5yearly,2045,16.907
854,high_variant,5yearly,2045,24.408
854,instant_replacement,5yearly,2045,8.927
854,low_variant,5yearly,2045,17.298
854,medium_variant,5yearly,2045,20.954
854,momentum,5yearly,2045,6.965
854,no_change,5yearly,2045,29.929
854,zero_migration,5yearly,2045,20.76
854,constant_fertility,5yearly,2050,34.423
854,constant_mortality,5yearly,2050,14.994
854,high_variant,5yearly,2050,23.129
854,instant_replacement,5yearly,2050,7.304
854,low_variant,5yearly,2050,15.336
854,medium_variant,5yearly,2050,19.351
854,momentum,5yearly,2050,5.257
854,no_change,5yearly,2050,29.809
854,zero_migration,5yearly,2050,19.165
854,constant_fertility,5yearly,2055,34.588
854,constant_mortality,5yearly,2055,13.163
854,high_variant,5yearly,2055,21.775
854,instant_replacement,5yearly,2055,6.519
854,low_variant,5yearly,2055,13.519
854,medium_variant,5yearly,2055,17.794
854,momentum,5yearly,2055,4.408
854,no_change,5yearly,2055,29.714
854,zero_migration,5yearly,2055,17.605
854,constant_fertility,5yearly,2060,34.71
854,constant_mortality,5yearly,2060,11.465
854,high_variant,5yearly,2060,20.467
854,instant_replacement,5yearly,2060,5.948
854,low_variant,5yearly,2060,11.866
854,medium_variant,5yearly,2060,16.342
854,momentum,5yearly,2060,3.76
854,no_change,5yearly,2060,29.627
854,zero_migration,5yearly,2060,16.142
854,constant_fertility,5yearly,2065,34.825
854,constant_mortality,5yearly,2065,9.8
854,high_variant,5yearly,2065,19.237
854,instant_replacement,5yearly,2065,4.971
854,low_variant,5yearly,2065,10.265
854,medium_variant,5yearly,2065,14.948
854,momentum,5yearly,2065,2.642
854,no_change,5yearly,2065,29.551
854,zero_migration,5yearly,2065,14.745
854,constant_fertility,5yearly,2070,34.934
854,constant_mortality,5yearly,2070,8.131
854,high_variant,5yearly,2070,18.068
854,instant_replacement,5yearly,2070,3.619
854,low_variant,5yearly,2070,8.629
854,medium_variant,5yearly,2070,13.564
854,momentum,5yearly,2070,1.167
854,no_change,5yearly,2070,29.493
854,zero_migration,5yearly,2070,13.369
854,constant_fertility,5yearly,2075,35.032
854,constant_mortality,5yearly,2075,6.491
854,high_variant,5yearly,2075,16.946
854,instant_replacement,5yearly,2075,2.239
854,low_variant,5yearly,2075,6.975
854,medium_variant,5yearly,2075,12.201
854,momentum,5yearly,2075,-0.163
854,no_change,5yearly,2075,29.457
854,zero_migration,5yearly,2075,12.025
854,constant_fertility,5yearly,2080,35.124
854,constant_mortality,5yearly,2080,4.916
854,high_variant,5yearly,2080,15.855
854,instant_replacement,5yearly,2080,1.259
854,low_variant,5yearly,2080,5.366
854,medium_variant,5yearly,2080,10.885
854,momentum,5yearly,2080,-0.873000000000001
854,no_change,5yearly,2080,29.436
854,zero_migration,5yearly,2080,10.734
854,constant_fertility,5yearly,2085,35.207
854,constant_mortality,5yearly,2085,3.396
854,high_variant,5yearly,2085,14.758
854,instant_replacement,5yearly,2085,0.869999999999999
854,low_variant,5yearly,2085,3.814
854,medium_variant,5yearly,2085,9.601
854,momentum,5yearly,2085,-0.788999999999998
854,no_change,5yearly,2085,29.421
854,zero_migration,5yearly,2085,9.474
854,constant_fertility,5yearly,2090,35.276
854,constant_mortality,5yearly,2090,2.014
854,high_variant,5yearly,2090,13.739
854,instant_replacement,5yearly,2090,1.016
854,low_variant,5yearly,2090,2.407
854,medium_variant,5yearly,2090,8.429
854,momentum,5yearly,2090,-0.135999999999999
854,no_change,5yearly,2090,29.405
854,zero_migration,5yearly,2090,8.321
854,constant_fertility,5yearly,2095,35.332
854,constant_mortality,5yearly,2095,0.731000000000002
854,high_variant,5yearly,2095,12.791
854,instant_replacement,5yearly,2095,1.466
854,low_variant,5yearly,2095,1.112
854,medium_variant,5yearly,2095,7.341
854,momentum,5yearly,2095,0.483000000000001
854,no_change,5yearly,2095,29.385
854,zero_migration,5yearly,2095,7.247
854,constant_fertility,5yearly,Regi,Burkina Faso
854,constant_mortality,5yearly,Regi,Burkina Faso
854,estimates,5yearly,Regi,Burkina Faso
854,high_variant,5yearly,Regi,Burkina Faso
854,instant_replacement,5yearly,Regi,Burkina Faso
854,low_variant,5yearly,Regi,Burkina Faso
854,medium_variant,5yearly,Regi,Burkina Faso
854,momentum,5yearly,Regi,Burkina Faso
854,no_change,5yearly,Regi,Burkina Faso
854,zero_migration,5yearly,Regi,Burkina Faso
