country,variant,freq,year,rateofnaturalincreaseper1000population
624,estimates,5yearly,1950,17.987
624,estimates,5yearly,1955,17.121
624,estimates,5yearly,1960,17.701
624,estimates,5yearly,1965,19.493
624,estimates,5yearly,1970,21.915
624,estimates,5yearly,1975,25.771
624,estimates,5yearly,1980,30.265
624,estimates,5yearly,1985,29.453
624,estimates,5yearly,1990,28.816
624,estimates,5yearly,1995,27.713
624,estimates,5yearly,2000,27.058
624,estimates,5yearly,2005,27.247
624,estimates,5yearly,2010,27.014
624,constant_fertility,5yearly,2015,27.942
624,constant_mortality,5yearly,2015,24.458
624,high_variant,5yearly,2015,27.147
624,instant_replacement,5yearly,2015,10.969
624,low_variant,5yearly,2015,23.785
624,medium_variant,5yearly,2015,25.474
624,momentum,5yearly,2015,10.639
624,no_change,5yearly,2015,26.901
624,zero_migration,5yearly,2015,25.471
624,constant_fertility,5yearly,2020,28.075
624,constant_mortality,5yearly,2020,21.886
624,high_variant,5yearly,2020,26.136
624,instant_replacement,5yearly,2020,12.298
624,low_variant,5yearly,2020,21.15
624,medium_variant,5yearly,2020,23.68
624,momentum,5yearly,2020,11.721
624,no_change,5yearly,2020,26.202
624,zero_migration,5yearly,2020,23.675
624,constant_fertility,5yearly,2025,27.999
624,constant_mortality,5yearly,2025,19.625
624,high_variant,5yearly,2025,24.892
624,instant_replacement,5yearly,2025,13.084
624,low_variant,5yearly,2025,18.991
624,medium_variant,5yearly,2025,22.027
624,momentum,5yearly,2025,12.21
624,no_change,5yearly,2025,25.473
624,zero_migration,5yearly,2025,22.022
624,constant_fertility,5yearly,2030,28.062
624,constant_mortality,5yearly,2030,17.876
624,high_variant,5yearly,2030,23.508
624,instant_replacement,5yearly,2030,13.345
624,low_variant,5yearly,2030,17.867
624,medium_variant,5yearly,2030,20.799
624,momentum,5yearly,2030,12.203
624,no_change,5yearly,2030,24.97
624,zero_migration,5yearly,2030,20.793
624,constant_fertility,5yearly,2035,28.343
624,constant_mortality,5yearly,2035,16.319
624,high_variant,5yearly,2035,22.578
624,instant_replacement,5yearly,2035,12.41
624,low_variant,5yearly,2035,16.682
624,medium_variant,5yearly,2035,19.75
624,momentum,5yearly,2035,11.001
624,no_change,5yearly,2035,24.693
624,zero_migration,5yearly,2035,19.74
624,constant_fertility,5yearly,2040,28.705
624,constant_mortality,5yearly,2040,14.627
624,high_variant,5yearly,2040,21.767
624,instant_replacement,5yearly,2040,10.197
624,low_variant,5yearly,2040,15.13
624,medium_variant,5yearly,2040,18.56
624,momentum,5yearly,2040,8.545
624,no_change,5yearly,2040,24.499
624,zero_migration,5yearly,2040,18.548
624,constant_fertility,5yearly,2045,28.988
624,constant_mortality,5yearly,2045,12.767
624,high_variant,5yearly,2045,20.845
624,instant_replacement,5yearly,2045,7.943
624,low_variant,5yearly,2045,13.29
624,medium_variant,5yearly,2045,17.174
624,momentum,5yearly,2045,6.113
624,no_change,5yearly,2045,24.257
624,zero_migration,5yearly,2045,17.165
624,constant_fertility,5yearly,2050,29.147
624,constant_mortality,5yearly,2050,10.829
624,high_variant,5yearly,2050,19.695
624,instant_replacement,5yearly,2050,6.452
624,low_variant,5yearly,2050,11.371
624,medium_variant,5yearly,2050,15.657
624,momentum,5yearly,2050,4.5
624,no_change,5yearly,2050,23.974
624,zero_migration,5yearly,2050,15.653
624,constant_fertility,5yearly,2055,29.257
624,constant_mortality,5yearly,2055,9.013
624,high_variant,5yearly,2055,18.464
624,instant_replacement,5yearly,2055,5.647
624,low_variant,5yearly,2055,9.616
624,medium_variant,5yearly,2055,14.2
624,momentum,5yearly,2055,3.642
624,no_change,5yearly,2055,23.731
624,zero_migration,5yearly,2055,14.201
624,constant_fertility,5yearly,2060,29.404
624,constant_mortality,5yearly,2060,7.403
624,high_variant,5yearly,2060,17.335
624,instant_replacement,5yearly,2060,5.057
624,low_variant,5yearly,2060,8.083
624,medium_variant,5yearly,2060,12.909
624,momentum,5yearly,2060,3.034
624,no_change,5yearly,2060,23.587
624,zero_migration,5yearly,2060,12.915
624,constant_fertility,5yearly,2065,29.62
624,constant_mortality,5yearly,2065,5.898
624,high_variant,5yearly,2065,16.343
624,instant_replacement,5yearly,2065,4.086
624,low_variant,5yearly,2065,6.618
624,medium_variant,5yearly,2065,11.714
624,momentum,5yearly,2065,2.053
