region,variant,freq,year,rateofnaturalincreaseper1000population
941,estimates,5yearly,1950,20.151
941,estimates,5yearly,1955,22.711
941,estimates,5yearly,1960,24.638
941,estimates,5yearly,1965,26.209
941,estimates,5yearly,1970,26.433
941,estimates,5yearly,1975,27.121
941,estimates,5yearly,1980,28.495
941,estimates,5yearly,1985,28.082
941,estimates,5yearly,1990,26.821
941,estimates,5yearly,1995,26.628
941,estimates,5yearly,2000,26.313
941,estimates,5yearly,2005,25.984
941,estimates,5yearly,2010,25.188
941,constant_fertility,5yearly,2015,26.512
941,constant_mortality,5yearly,2015,23.3
941,high_variant,5yearly,2015,25.878
941,instant_replacement,5yearly,2015,11.592
941,low_variant,5yearly,2015,22.39
941,medium_variant,5yearly,2015,24.151
941,momentum,5yearly,2015,11.228
941,no_change,5yearly,2015,25.644
941,zero_migration,5yearly,2015,24.165
941,constant_fertility,5yearly,2020,27.329
941,constant_mortality,5yearly,2020,21.522
941,high_variant,5yearly,2020,25.56
941,instant_replacement,5yearly,2020,12.749
941,low_variant,5yearly,2020,20.305
941,medium_variant,5yearly,2020,22.975
941,momentum,5yearly,2020,12.166
941,no_change,5yearly,2020,25.825
941,zero_migration,5yearly,2020,22.992
941,constant_fertility,5yearly,2025,27.698
941,constant_mortality,5yearly,2025,19.839
941,high_variant,5yearly,2025,24.789
941,instant_replacement,5yearly,2025,13.48
941,low_variant,5yearly,2025,18.583
941,medium_variant,5yearly,2025,21.782
941,momentum,5yearly,2025,12.626
941,no_change,5yearly,2025,25.68
941,zero_migration,5yearly,2025,21.77
941,constant_fertility,5yearly,2030,27.812
941,constant_mortality,5yearly,2030,18.176
941,high_variant,5yearly,2030,23.359
941,instant_replacement,5yearly,2030,13.439
941,low_variant,5yearly,2030,17.497
941,medium_variant,5yearly,2030,20.55
941,momentum,5yearly,2030,12.273
941,no_change,5yearly,2030,25.349
941,zero_migration,5yearly,2030,20.494
941,constant_fertility,5yearly,2035,28.053
941,constant_mortality,5yearly,2035,16.493
941,high_variant,5yearly,2035,22.182
941,instant_replacement,5yearly,2035,12.161
941,low_variant,5yearly,2035,16.136
941,medium_variant,5yearly,2035,19.276
941,momentum,5yearly,2035,10.682
941,no_change,5yearly,2035,25.161
941,zero_migration,5yearly,2035,19.188
941,constant_fertility,5yearly,2040,28.541
941,constant_mortality,5yearly,2040,14.812
941,high_variant,5yearly,2040,21.245
941,instant_replacement,5yearly,2040,10.117
941,low_variant,5yearly,2040,14.556
941,medium_variant,5yearly,2040,17.995
941,momentum,5yearly,2040,8.356
941,no_change,5yearly,2040,25.233
941,zero_migration,5yearly,2040,17.894
941,constant_fertility,5yearly,2045,29.141
941,constant_mortality,5yearly,2045,13.152
941,high_variant,5yearly,2045,20.371
941,instant_replacement,5yearly,2045,8.275
941,low_variant,5yearly,2045,12.896
941,medium_variant,5yearly,2045,16.716
941,momentum,5yearly,2045,6.305
941,no_change,5yearly,2045,25.45
941,zero_migration,5yearly,2045,16.614
941,constant_fertility,5yearly,2050,29.725
941,constant_mortality,5yearly,2050,11.562
941,high_variant,5yearly,2050,19.446
941,instant_replacement,5yearly,2050,7.054
941,low_variant,5yearly,2050,11.315
941,medium_variant,5yearly,2050,15.473
941,momentum,5yearly,2050,4.951
941,no_change,5yearly,2050,25.701
941,zero_migration,5yearly,2050,15.375
941,constant_fertility,5yearly,2055,30.254
941,constant_mortality,5yearly,2055,10.045
941,high_variant,5yearly,2055,18.43
941,instant_replacement,5yearly,2055,6.322
941,low_variant,5yearly,2055,9.86
941,medium_variant,5yearly,2055,14.267
941,momentum,5yearly,2055,4.124
941,no_change,5yearly,2055,25.952
941,zero_migration,5yearly,2055,14.166
941,constant_fertility,5yearly,2060,30.753
941,constant_mortality,5yearly,2060,8.603
941,high_variant,5yearly,2060,17.406
941,instant_replacement,5yearly,2060,5.678
941,low_variant,5yearly,2060,8.498
941,medium_variant,5yearly,2060,13.106
941,momentum,5yearly,2060,3.386
941,no_change,5yearly,2060,26.221
941,zero_migration,5yearly,2060,12.999
