variant,country,year,infantmortality
estimates,56,1950,7.096
estimates,56,1951,6.956
estimates,56,1952,6.682
estimates,56,1953,6.417
estimates,56,1954,6.163
estimates,56,1955,5.92
estimates,56,1956,5.685
estimates,56,1957,5.46
estimates,56,1958,5.243
estimates,56,1959,5.031
estimates,56,1960,4.824
estimates,56,1961,4.617
estimates,56,1962,4.41
estimates,56,1963,4.201
estimates,56,1964,3.99
estimates,56,1965,3.779
estimates,56,1966,3.571
estimates,56,1967,3.368
estimates,56,1968,3.175
estimates,56,1969,2.991
estimates,56,1970,2.814
estimates,56,1971,2.644
estimates,56,1972,2.478
estimates,56,1973,2.314
estimates,56,1974,2.154
estimates,56,1975,2
estimates,56,1976,1.856
estimates,56,1977,1.725
estimates,56,1978,1.61
estimates,56,1979,1.51
estimates,56,1980,1.425
estimates,56,1981,1.355
estimates,56,1982,1.297
estimates,56,1983,1.246
estimates,56,1984,1.202
estimates,56,1985,1.163
estimates,56,1986,1.129
estimates,56,1987,1.099
estimates,56,1988,1.072
estimates,56,1989,1.046
estimates,56,1990,1.018
estimates,56,1991,0.983
estimates,56,1992,0.939
estimates,56,1993,0.888
estimates,56,1994,0.83
estimates,56,1995,0.767
estimates,56,1996,0.704
estimates,56,1997,0.646
estimates,56,1998,0.595
estimates,56,1999,0.553
estimates,56,2000,0.522
estimates,56,2001,0.502
estimates,56,2002,0.489
estimates,56,2003,0.482
estimates,56,2004,0.478
estimates,56,2005,0.476
estimates,56,2006,0.475
estimates,56,2007,0.474
estimates,56,2008,0.473
estimates,56,2009,0.469
estimates,56,2010,0.463
estimates,56,2011,0.455
estimates,56,2012,0.445
estimates,56,2013,0.433
estimates,56,2014,0.42
estimates,56,2015,0.406
medium_variant,56,2015,0.406
medium_variant,56,2016,0.392
medium_variant,56,2017,0.378
medium_variant,56,2018,0.363
medium_variant,56,2019,0.349
medium_variant,56,2020,0.335
medium_variant,56,2021,0.322
medium_variant,56,2022,0.309
medium_variant,56,2023,0.296
medium_variant,56,2024,0.284
medium_variant,56,2025,0.273
medium_variant,56,2026,0.262
medium_variant,56,2027,0.252
medium_variant,56,2028,0.242
medium_variant,56,2029,0.234
medium_variant,56,2030,0.226
medium_variant,56,2031,0.219
medium_variant,56,2032,0.213
medium_variant,56,2033,0.208
medium_variant,56,2034,0.202
medium_variant,56,2035,0.197
medium_variant,56,2036,0.193
medium_variant,56,2037,0.189
medium_variant,56,2038,0.185
medium_variant,56,2039,0.181
medium_variant,56,2040,0.177
medium_variant,56,2041,0.174
medium_variant,56,2042,0.17
medium_variant,56,2043,0.167
medium_variant,56,2044,0.164
medium_variant,56,2045,0.161
medium_variant,56,2046,0.158
medium_variant,56,2047,0.155
medium_variant,56,2048,0.152
medium_variant,56,2049,0.149
medium_variant,56,2050,0.146
medium_variant,56,2051,0.143
medium_variant,56,2052,0.14
medium_variant,56,2053,0.137
medium_variant,56,2054,0.134
medium_variant,56,2055,0.131
medium_variant,56,2056,0.128
medium_variant,56,2057,0.126
medium_variant,56,2058,0.123
medium_variant,56,2059,0.12
medium_variant,56,2060,0.118
medium_variant,56,2061,0.115
medium_variant,56,2062,0.113
medium_variant,56,2063,0.111
medium_variant,56,2064,0.108
medium_variant,56,2065,0.106
medium_variant,56,2066,0.105
medium_variant,56,2067,0.103
medium_variant,56,2068,0.101
medium_variant,56,2069,0.099
medium_variant,56,2070,0.098
medium_variant,56,2071,0.096
medium_variant,56,2072,0.094
medium_variant,56,2073,0.093
medium_variant,56,2074,0.091
medium_variant,56,2075,0.09
medium_variant,56,2076,0.088
medium_variant,56,2077,0.086
medium_variant,56,2078,0.085
medium_variant,56,2079,0.083
medium_variant,56,2080,0.082
medium_variant,56,2081,0.08
medium_variant,56,2082,0.078
medium_variant,56,2083,0.077
medium_variant,56,2084,0.075
medium_variant,56,2085,0.074
medium_variant,56,2086,0.073
medium_variant,56,2087,0.071
medium_variant,56,2088,0.07
medium_variant,56,2089,0.069
medium_variant,56,2090,0.067
medium_variant,56,2091,0.066
medium_variant,56,2092,0.065
medium_variant,56,2093,0.064
medium_variant,56,2094,0.062
medium_variant,56,2095,0.061
medium_variant,56,2096,0.06
medium_variant,56,2097,0.059
medium_variant,56,2098,0.057
medium_variant,56,2099,0.056
