region,variant,gender,freq,year,lifeexpectancyatbirth
1517,estimates,female,5yearly,1950,44.6542990619324
1517,estimates,male,5yearly,1950,42.2770661711491
1517,estimates,female,5yearly,1955,47.2067152308306
1517,estimates,male,5yearly,1955,44.6237172511563
1517,estimates,female,5yearly,1960,49.2369879708005
1517,estimates,male,5yearly,1960,46.6851385830846
1517,estimates,female,5yearly,1965,54.8757135723593
1517,estimates,male,5yearly,1965,51.8457951463221
1517,estimates,female,5yearly,1970,58.0700277600952
1517,estimates,male,5yearly,1970,55.0411805527271
1517,estimates,female,5yearly,1975,60.7399332149078
1517,estimates,male,5yearly,1975,57.3555477673202
1517,estimates,female,5yearly,1980,62.9698768336393
1517,estimates,male,5yearly,1980,59.1360611671618
1517,estimates,female,5yearly,1985,64.6836716290699
1517,estimates,male,5yearly,1985,61.0029744889936
1517,estimates,female,5yearly,1990,65.9492634880682
1517,estimates,male,5yearly,1990,61.932885184672
1517,estimates,female,5yearly,1995,67.1212088641131
1517,estimates,male,5yearly,1995,62.9995631032919
1517,estimates,female,5yearly,2000,68.5439667491119
1517,estimates,male,5yearly,2000,64.5694633891219
1517,estimates,female,5yearly,2005,70.3366337725303
1517,estimates,male,5yearly,2005,66.2877728951426
1517,estimates,female,5yearly,2010,72.1460338899924
1517,estimates,male,5yearly,2010,67.9088894809195
1517,medium_variant,female,5yearly,2015,73.3429569421687
1517,medium_variant,male,5yearly,2015,68.9987699548359
1517,medium_variant,female,5yearly,2020,74.3760242016898
1517,medium_variant,male,5yearly,2020,69.9564856114973
1517,medium_variant,female,5yearly,2025,75.3327510112585
1517,medium_variant,male,5yearly,2025,70.8439303202696
1517,medium_variant,female,5yearly,2030,76.2380732502576
1517,medium_variant,male,5yearly,2030,71.6951264701887
1517,medium_variant,female,5yearly,2035,77.0762157838629
1517,medium_variant,male,5yearly,2035,72.5130016709251
1517,medium_variant,female,5yearly,2040,77.8685376713651
1517,medium_variant,male,5yearly,2040,73.3174315657875
1517,medium_variant,female,5yearly,2045,78.6099690029958
1517,medium_variant,male,5yearly,2045,74.0960297614679
1517,medium_variant,female,5yearly,2050,79.3070131424187
1517,medium_variant,male,5yearly,2050,74.8634197154312
1517,medium_variant,female,5yearly,2055,79.9570035706088
1517,medium_variant,male,5yearly,2055,75.5813884909245
1517,medium_variant,female,5yearly,2060,80.5643575177947
1517,medium_variant,male,5yearly,2060,76.2688649465006
1517,medium_variant,female,5yearly,2065,81.1477728496612
1517,medium_variant,male,5yearly,2065,76.9187850886643
1517,medium_variant,female,5yearly,2070,81.6985831638687
1517,medium_variant,male,5yearly,2070,77.5456172199585
1517,medium_variant,female,5yearly,2075,82.2380100437901
1517,medium_variant,male,5yearly,2075,78.1416301956536
1517,medium_variant,female,5yearly,2080,82.7691789280003
1517,medium_variant,male,5yearly,2080,78.7144828893503
1517,medium_variant,female,5yearly,2085,83.2850859918531
1517,medium_variant,male,5yearly,2085,79.295337522019
1517,medium_variant,female,5yearly,2090,83.7878701770756
1517,medium_variant,male,5yearly,2090,79.8737646175766
1517,medium_variant,female,5yearly,2095,84.2905008828272
1517,medium_variant,male,5yearly,2095,80.4654349253765
1517,estimates,female,5yearly,Regi,Middle-income countries
1517,estimates,male,5yearly,Regi,Middle-income countries
1517,medium_variant,female,5yearly,Regi,Middle-income countries
1517,medium_variant,male,5yearly,Regi,Middle-income countries
