region,variant,gender,freq,year,lifeexpectancyatbirth
941,estimates,female,5yearly,1950,37.3902950105009
941,estimates,male,5yearly,1950,34.9687887844468
941,estimates,female,5yearly,1955,39.8989377031631
941,estimates,male,5yearly,1955,37.4923260349302
941,estimates,female,5yearly,1960,42.1582080296837
941,estimates,male,5yearly,1960,39.7391659543154
941,estimates,female,5yearly,1965,44.474687795709
941,estimates,male,5yearly,1965,42.1022050222256
941,estimates,female,5yearly,1970,45.4479906530861
941,estimates,male,5yearly,1970,43.156524995779
941,estimates,female,5yearly,1975,47.3440538454604
941,estimates,male,5yearly,1975,44.4877825461325
941,estimates,female,5yearly,1980,50.0549460496085
941,estimates,male,5yearly,1980,47.5840160160255
941,estimates,female,5yearly,1985,51.9678801734415
941,estimates,male,5yearly,1985,49.3405231333113
941,estimates,female,5yearly,1990,52.9725728184934
941,estimates,male,5yearly,1990,50.1357518155784
941,estimates,female,5yearly,1995,55.1265286428066
941,estimates,male,5yearly,1995,52.5103956994257
941,estimates,female,5yearly,2000,57.6998516630444
941,estimates,male,5yearly,2000,55.1727245558962
941,estimates,female,5yearly,2005,61.1753039807502
941,estimates,male,5yearly,2005,58.5123003696151
941,estimates,female,5yearly,2010,64.2738042055161
941,estimates,male,5yearly,2010,61.0672259602267
941,medium_variant,female,5yearly,2015,66.3141871523059
941,medium_variant,male,5yearly,2015,62.8496120196004
941,medium_variant,female,5yearly,2020,67.9472049373166
941,medium_variant,male,5yearly,2020,64.2873372219686
941,medium_variant,female,5yearly,2025,69.4299694551246
941,medium_variant,male,5yearly,2025,65.6006410054362
941,medium_variant,female,5yearly,2030,70.7963736663047
941,medium_variant,male,5yearly,2030,66.8011229716102
941,medium_variant,female,5yearly,2035,72.051449824505
941,medium_variant,male,5yearly,2035,67.9010910677109
941,medium_variant,female,5yearly,2040,73.225363401382
941,medium_variant,male,5yearly,2040,68.9211241555483
941,medium_variant,female,5yearly,2045,74.3276831768464
941,medium_variant,male,5yearly,2045,69.8746094912907
941,medium_variant,female,5yearly,2050,75.353485765789
941,medium_variant,male,5yearly,2050,70.7645476829692
941,medium_variant,female,5yearly,2055,76.2776362090238
941,medium_variant,male,5yearly,2055,71.5846724514483
941,medium_variant,female,5yearly,2060,77.1036490915454
941,medium_variant,male,5yearly,2060,72.3509972660323
941,medium_variant,female,5yearly,2065,77.8599633023003
941,medium_variant,male,5yearly,2065,73.0703368947035
941,medium_variant,female,5yearly,2070,78.5452189193628
941,medium_variant,male,5yearly,2070,73.7495996583071
941,medium_variant,female,5yearly,2075,79.1707131890187
941,medium_variant,male,5yearly,2075,74.3907360182675
941,medium_variant,female,5yearly,2080,79.7588438796449
941,medium_variant,male,5yearly,2080,75.0074854799608
941,medium_variant,female,5yearly,2085,80.3194196171555
941,medium_variant,male,5yearly,2085,75.6135776581029
941,medium_variant,female,5yearly,2090,80.8638643419236
941,medium_variant,male,5yearly,2090,76.2199488484375
941,medium_variant,female,5yearly,2095,81.3909643448123
941,medium_variant,male,5yearly,2095,76.847465062805
941,estimates,female,5yearly,Regi,Least developed countries
941,estimates,male,5yearly,Regi,Least developed countries
941,medium_variant,female,5yearly,Regi,Least developed countries
941,medium_variant,male,5yearly,Regi,Least developed countries
