region,variant,gender,freq,year,lifeexpectancyatbirth
1503,estimates,female,5yearly,1950,67.7004372281664
1503,estimates,male,5yearly,1950,62.8768198442488
1503,estimates,female,5yearly,1955,70.0392036882121
1503,estimates,male,5yearly,1955,64.6099725657435
1503,estimates,female,5yearly,1960,71.6664203646305
1503,estimates,male,5yearly,1960,65.742388476181
1503,estimates,female,5yearly,1965,72.9479290237364
1503,estimates,male,5yearly,1965,66.5899280538007
1503,estimates,female,5yearly,1970,74.3306119947943
1503,estimates,male,5yearly,1970,67.7325804011067
1503,estimates,female,5yearly,1975,75.8670791293468
1503,estimates,male,5yearly,1975,69.0498894163233
1503,estimates,female,5yearly,1980,77.1555166186016
1503,estimates,male,5yearly,1980,70.352115567828
1503,estimates,female,5yearly,1985,78.2741116205166
1503,estimates,male,5yearly,1985,71.5036794362165
1503,estimates,female,5yearly,1990,79.3150992375443
1503,estimates,male,5yearly,1990,72.5195357911557
1503,estimates,female,5yearly,1995,80.2791098417411
1503,estimates,male,5yearly,1995,73.8744608619476
1503,estimates,female,5yearly,2000,81.2907175152516
1503,estimates,male,5yearly,2000,75.2867468295462
1503,estimates,female,5yearly,2005,82.3096697046471
1503,estimates,male,5yearly,2005,76.566367496536
1503,estimates,female,5yearly,2010,83.0769775527329
1503,estimates,male,5yearly,2010,77.7080260661333
1503,medium_variant,female,5yearly,2015,83.7428300160334
1503,medium_variant,male,5yearly,2015,78.6702164185902
1503,medium_variant,female,5yearly,2020,84.4010609900624
1503,medium_variant,male,5yearly,2020,79.5786157286308
1503,medium_variant,female,5yearly,2025,85.0305213190949
1503,medium_variant,male,5yearly,2025,80.4306585381692
1503,medium_variant,female,5yearly,2030,85.6361343285329
1503,medium_variant,male,5yearly,2030,81.2417198489246
1503,medium_variant,female,5yearly,2035,86.2112904378797
1503,medium_variant,male,5yearly,2035,82.0079711220483
1503,medium_variant,female,5yearly,2040,86.7737417833255
1503,medium_variant,male,5yearly,2040,82.7345418790133
1503,medium_variant,female,5yearly,2045,87.3214887233802
1503,medium_variant,male,5yearly,2045,83.4227375061674
1503,medium_variant,female,5yearly,2050,87.8736607246245
1503,medium_variant,male,5yearly,2050,84.0639891254996
1503,medium_variant,female,5yearly,2055,88.4170823268244
1503,medium_variant,male,5yearly,2055,84.6872718598066
1503,medium_variant,female,5yearly,2060,88.9631325471462
1503,medium_variant,male,5yearly,2060,85.2918283228824
1503,medium_variant,female,5yearly,2065,89.509839911677
1503,medium_variant,male,5yearly,2065,85.8960366105089
1503,medium_variant,female,5yearly,2070,90.0441619186106
1503,medium_variant,male,5yearly,2070,86.4730052335877
1503,medium_variant,female,5yearly,2075,90.581013068407
1503,medium_variant,male,5yearly,2075,87.052064258671
1503,medium_variant,female,5yearly,2080,91.1224536693541
1503,medium_variant,male,5yearly,2080,87.6144691249173
1503,medium_variant,female,5yearly,2085,91.6660593350021
1503,medium_variant,male,5yearly,2085,88.17073504294
1503,medium_variant,female,5yearly,2090,92.203508453052
1503,medium_variant,male,5yearly,2090,88.7350161889215
1503,medium_variant,female,5yearly,2095,92.7428635001189
1503,medium_variant,male,5yearly,2095,89.2821571932442
1503,estimates,female,5yearly,Regi,High-income countries
1503,estimates,male,5yearly,Regi,High-income countries
1503,medium_variant,female,5yearly,Regi,High-income countries
1503,medium_variant,male,5yearly,Regi,High-income countries
