country,variant,freq,year,lifeexpectancyat15
44,estimates,5yearly,1950,52.471646
44,estimates,5yearly,1955,53.236937
44,estimates,5yearly,1960,53.94982
44,estimates,5yearly,1965,54.633123
44,estimates,5yearly,1970,55.331162
44,estimates,5yearly,1975,56.014602
44,estimates,5yearly,1980,56.68795
44,estimates,5yearly,1985,57.380301
44,estimates,5yearly,1990,58.01592
44,estimates,5yearly,1995,58.437068
44,estimates,5yearly,2000,59.654128
44,estimates,5yearly,2005,60.622165
44,estimates,5yearly,2010,61.310313
44,medium_variant,5yearly,2015,61.939318
44,medium_variant,5yearly,2020,62.599164
44,medium_variant,5yearly,2025,63.286896
44,medium_variant,5yearly,2030,63.98425
44,medium_variant,5yearly,2035,64.683751
44,medium_variant,5yearly,2040,65.405148
44,medium_variant,5yearly,2045,66.134741
44,medium_variant,5yearly,2050,66.868653
44,medium_variant,5yearly,2055,67.611457
44,medium_variant,5yearly,2060,68.337009
44,medium_variant,5yearly,2065,69.040843
44,medium_variant,5yearly,2070,69.694278
44,medium_variant,5yearly,2075,70.307388
44,medium_variant,5yearly,2080,70.892546
44,medium_variant,5yearly,2085,71.441314
44,medium_variant,5yearly,2090,71.98003
44,medium_variant,5yearly,2095,72.499874
