country,variant,year,sexratio_maleper100female
196,estimates,1950,97.306
196,estimates,1955,95.978
196,estimates,1960,96.702
196,estimates,1965,96.371
196,estimates,1970,97.694
196,estimates,1975,99.644
196,estimates,1980,101.425
196,estimates,1985,102.072
196,estimates,1990,102.817
196,estimates,1995,101.935
196,estimates,2000,101.617
196,estimates,2005,102.62
196,estimates,2010,99.739
196,constant_fertility,2015,100.311
196,constant_mortality,2015,100.311
196,estimates,2015,100.311
196,high_variant,2015,100.311
196,instant_replacement,2015,100.311
196,low_variant,2015,100.311
196,medium_variant,2015,100.311
196,momentum,2015,100.311
196,no_change,2015,100.311
196,zero_migration,2015,100.311
196,constant_fertility,2020,99.954
196,constant_mortality,2020,99.855
196,high_variant,2020,100.007
196,instant_replacement,2020,100.132
196,low_variant,2020,99.877
196,medium_variant,2020,99.943
196,momentum,2020,100.403
196,no_change,2020,99.866
196,zero_migration,2020,100.305
196,constant_fertility,2025,100.163
196,constant_mortality,2025,99.874
196,high_variant,2025,100.297
196,instant_replacement,2025,100.482
196,low_variant,2025,99.988
196,medium_variant,2025,100.146
196,momentum,2025,100.458
196,no_change,2025,99.891
196,zero_migration,2025,100.38
196,constant_fertility,2030,99.967
196,constant_mortality,2030,99.4
196,high_variant,2030,100.211
196,instant_replacement,2030,100.425
196,low_variant,2030,99.68
196,medium_variant,2030,99.956
196,momentum,2030,100.437
196,no_change,2030,99.412
196,zero_migration,2030,100.513
196,constant_fertility,2035,100.145
196,constant_mortality,2035,99.242
196,high_variant,2035,100.486
196,instant_replacement,2035,100.708
196,low_variant,2035,99.777
196,medium_variant,2035,100.15
196,momentum,2035,100.358
196,no_change,2035,99.235
196,zero_migration,2035,100.7
196,constant_fertility,2040,100.417
196,constant_mortality,2040,99.159
196,high_variant,2040,100.85
196,instant_replacement,2040,101.071
196,low_variant,2040,99.988
196,medium_variant,2040,100.446
196,momentum,2040,100.282
196,no_change,2040,99.124
196,zero_migration,2040,100.944
196,constant_fertility,2045,100.741
196,constant_mortality,2045,99.164
196,high_variant,2045,101.262
196,instant_replacement,2045,101.489
196,low_variant,2045,100.26
196,medium_variant,2045,100.797
196,momentum,2045,100.275
196,no_change,2045,99.092
196,zero_migration,2045,101.217
196,constant_fertility,2050,101.089
196,constant_mortality,2050,99.255
196,high_variant,2050,101.702
196,instant_replacement,2050,101.941
196,low_variant,2050,100.559
196,medium_variant,2050,101.173
196,momentum,2050,100.371
196,no_change,2050,99.14
196,zero_migration,2050,101.499
196,constant_fertility,2055,101.441
196,constant_mortality,2055,99.41
196,high_variant,2055,102.148
196,instant_replacement,2055,102.391
196,low_variant,2055,100.861
196,medium_variant,2055,101.553
196,momentum,2055,100.535
196,no_change,2055,99.247
196,zero_migration,2055,101.78
196,constant_fertility,2060,101.798
196,constant_mortality,2060,99.592
196,high_variant,2060,102.592
196,instant_replacement,2060,102.823
196,low_variant,2060,101.172
196,medium_variant,2060,101.94
196,momentum,2060,100.692
196,no_change,2060,99.371
196,zero_migration,2060,102.068
196,constant_fertility,2065,102.135
196,constant_mortality,2065,99.757
196,high_variant,2065,103.007
196,instant_replacement,2065,103.215
196,low_variant,2065,101.473
196,medium_variant,2065,102.311
196,momentum,2065,100.788
196,no_change,2065,99.467
196,zero_migration,2065,102.328
196,constant_fertility,2070,102.427
196,constant_mortality,2070,99.869
196,high_variant,2070,103.371
196,instant_replacement,2070,103.557
196,low_variant,2070,101.732
196,medium_variant,2070,102.639
196,momentum,2070,100.83
196,no_change,2070,99.495
196,zero_migration,2070,102.505
196,constant_fertility,2075,102.616
196,constant_mortality,2075,99.9
