country,variant,year,sexratio_maleper100female
531,estimates,1950,99.677
531,estimates,1955,101.025
531,estimates,1960,100.498
531,estimates,1965,97.227
531,estimates,1970,96.957
531,estimates,1975,95.914
531,estimates,1980,95.208
531,estimates,1985,94.145
531,estimates,1990,92.246
531,estimates,1995,89.959
531,estimates,2000,88.519
531,estimates,2005,88.144
531,estimates,2010,84.823
531,constant_fertility,2015,84.34
531,constant_mortality,2015,84.34
531,estimates,2015,84.34
531,high_variant,2015,84.34
531,instant_replacement,2015,84.34
531,low_variant,2015,84.34
531,medium_variant,2015,84.34
531,momentum,2015,84.34
531,no_change,2015,84.34
531,zero_migration,2015,84.34
531,constant_fertility,2020,85.112
531,constant_mortality,2020,85.029
531,high_variant,2020,85.221
531,instant_replacement,2020,85.122
531,low_variant,2020,84.953
531,medium_variant,2020,85.088
531,momentum,2020,84.764
531,no_change,2020,85.053
531,zero_migration,2020,84.79
531,constant_fertility,2025,85.915
531,constant_mortality,2025,85.701
531,high_variant,2025,86.174
531,instant_replacement,2025,85.935
531,low_variant,2025,85.513
531,medium_variant,2025,85.85
531,momentum,2025,85.217
531,no_change,2025,85.769
531,zero_migration,2025,85.277
531,constant_fertility,2030,86.802
531,constant_mortality,2030,86.427
531,high_variant,2030,87.222
531,instant_replacement,2030,86.831
531,low_variant,2030,86.118
531,medium_variant,2030,86.689
531,momentum,2030,85.774
531,no_change,2030,86.543
531,zero_migration,2030,85.882
531,constant_fertility,2035,87.819
531,constant_mortality,2035,87.265
531,high_variant,2035,88.365
531,instant_replacement,2035,87.86
531,low_variant,2035,86.878
531,medium_variant,2035,87.655
531,momentum,2035,86.499
531,no_change,2035,87.433
531,zero_migration,2035,86.666
531,constant_fertility,2040,89.017
531,constant_mortality,2040,88.257
531,high_variant,2040,89.66
531,instant_replacement,2040,89.063
531,low_variant,2040,87.836
531,medium_variant,2040,88.795
531,momentum,2040,87.443
531,no_change,2040,88.483
531,zero_migration,2040,87.671
531,constant_fertility,2045,90.427
531,constant_mortality,2045,89.434
531,high_variant,2045,91.151
531,instant_replacement,2045,90.477
531,low_variant,2045,89.032
531,medium_variant,2045,90.151
531,momentum,2045,88.64
531,no_change,2045,89.719
531,zero_migration,2045,88.942
531,constant_fertility,2050,92.003
531,constant_mortality,2050,90.762
531,high_variant,2050,92.793
531,instant_replacement,2050,92.056
531,low_variant,2050,90.422
531,medium_variant,2050,91.679
531,momentum,2050,90.067
531,no_change,2050,91.096
531,zero_migration,2050,90.454
531,constant_fertility,2055,93.637
531,constant_mortality,2055,92.138
531,high_variant,2055,94.474
531,instant_replacement,2055,93.696
531,low_variant,2055,91.916
531,medium_variant,2055,93.279
531,momentum,2055,91.622
531,no_change,2055,92.515
531,zero_migration,2055,92.119
531,constant_fertility,2060,95.223
531,constant_mortality,2060,93.423
531,high_variant,2060,96.072
531,instant_replacement,2060,95.284
531,low_variant,2060,93.415
531,medium_variant,2060,94.843
531,momentum,2060,93.151
531,no_change,2060,93.83
531,zero_migration,2060,93.829
531,constant_fertility,2065,96.663
531,constant_mortality,2065,94.485
531,high_variant,2065,97.493
531,instant_replacement,2065,96.722
531,low_variant,2065,94.822
531,medium_variant,2065,96.275
531,momentum,2065,94.494
531,no_change,2065,94.925
531,zero_migration,2065,95.468
531,constant_fertility,2070,97.883
531,constant_mortality,2070,95.269
531,high_variant,2070,98.674
531,instant_replacement,2070,97.937
531,low_variant,2070,96.035
531,medium_variant,2070,97.487
531,momentum,2070,95.536
531,no_change,2070,95.734
531,zero_migration,2070,96.927
531,constant_fertility,2075,98.85
531,constant_mortality,2075,95.772
531,high_variant,2075,99.605
531,instant_replacement,2075,98.901
531,low_variant,2075,97.005
531,medium_variant,2075,98.452
531,momentum,2075,96.249
531,no_change,2075,96.268
531,zero_migration,2075,98.139
531,constant_fertility,2080,99.526
531,constant_mortality,2080,96.035
531,high_variant,2080,100.262
531,instant_replacement,2080,99.574
531,low_variant,2080,97.651
531,medium_variant,2080,99.122
531,momentum,2080,96.659
531,no_change,2080,96.568
531,zero_migration,2080,99.013
531,constant_fertility,2085,99.967
531,constant_mortality,2085,96.143
531,high_variant,2085,100.701
531,instant_replacement,2085,100.012
531,low_variant,2085,98.016
531,medium_variant,2085,99.547
531,momentum,2085,96.852
531,no_change,2085,96.716
531,zero_migration,2085,99.566
531,constant_fertility,2090,100.227
531,constant_mortality,2090,96.159
531,high_variant,2090,100.975
531,instant_replacement,2090,100.27
531,low_variant,2090,98.147
531,medium_variant,2090,99.778
531,momentum,2090,96.926
531,no_change,2090,96.772
531,zero_migration,2090,99.854
531,constant_fertility,2095,100.373
531,constant_mortality,2095,96.129
531,high_variant,2095,101.141
531,instant_replacement,2095,100.417
531,low_variant,2095,98.135
531,medium_variant,2095,99.893
531,momentum,2095,96.95
531,no_change,2095,96.78
531,zero_migration,2095,99.972
531,constant_fertility,2100,100.459
531,constant_mortality,2100,96.075
531,high_variant,2100,101.238
531,instant_replacement,2100,100.505
531,low_variant,2100,98.074
531,medium_variant,2100,99.944
531,momentum,2100,96.95
531,no_change,2100,96.76
531,zero_migration,2100,100.046
531,constant_fertility,"Region, subregion, country or area *",Curaçao
531,constant_mortality,"Region, subregion, country or area *",Curaçao
531,estimates,"Region, subregion, country or area *",Curaçao
531,high_variant,"Region, subregion, country or area *",Curaçao
531,instant_replacement,"Region, subregion, country or area *",Curaçao
531,low_variant,"Region, subregion, country or area *",Curaçao
531,medium_variant,"Region, subregion, country or area *",Curaçao
531,momentum,"Region, subregion, country or area *",Curaçao
531,no_change,"Region, subregion, country or area *",Curaçao
531,zero_migration,"Region, subregion, country or area *",Curaçao
