country,variant,year,sexratio_maleper100female
360,estimates,1950,98.434
360,estimates,1955,98.572
360,estimates,1960,98.825
360,estimates,1965,99.15
360,estimates,1970,99.406
360,estimates,1975,99.629
360,estimates,1980,99.825
360,estimates,1985,99.988
360,estimates,1990,100.88
360,estimates,1995,100.095
360,estimates,2000,100.186
360,estimates,2005,100.823
360,estimates,2010,101.69
360,constant_fertility,2015,101.495
360,constant_mortality,2015,101.495
360,estimates,2015,101.495
360,high_variant,2015,101.495
360,instant_replacement,2015,101.495
360,low_variant,2015,101.495
360,medium_variant,2015,101.495
360,momentum,2015,101.495
360,no_change,2015,101.495
360,zero_migration,2015,101.495
360,constant_fertility,2020,101.213
360,constant_mortality,2020,101.242
360,high_variant,2020,101.227
360,instant_replacement,2020,101.175
360,low_variant,2020,101.166
360,medium_variant,2020,101.197
360,momentum,2020,101.22
360,no_change,2020,101.257
360,zero_migration,2020,101.194
360,constant_fertility,2025,100.843
360,constant_mortality,2025,100.919
360,high_variant,2025,100.878
360,instant_replacement,2025,100.76
360,low_variant,2025,100.706
360,medium_variant,2025,100.794
360,momentum,2025,100.89
360,no_change,2025,100.964
360,zero_migration,2025,100.791
360,constant_fertility,2030,100.403
360,constant_mortality,2030,100.539
360,high_variant,2030,100.463
360,instant_replacement,2030,100.266
360,low_variant,2030,100.125
360,medium_variant,2030,100.301
360,momentum,2030,100.515
360,no_change,2030,100.629
360,zero_migration,2030,100.3
360,constant_fertility,2035,99.926
360,constant_mortality,2035,100.141
360,high_variant,2035,100.003
360,instant_replacement,2035,99.721
360,low_variant,2035,99.463
360,medium_variant,2035,99.748
360,momentum,2035,100.134
360,no_change,2035,100.294
360,zero_migration,2035,99.752
360,constant_fertility,2040,99.479
360,constant_mortality,2040,99.78
360,high_variant,2040,99.567
360,instant_replacement,2040,99.191
360,low_variant,2040,98.782
360,medium_variant,2040,99.2
360,momentum,2040,99.8
360,no_change,2040,100.013
360,zero_migration,2040,99.21
360,constant_fertility,2045,99.12
360,constant_mortality,2045,99.496
360,high_variant,2045,99.213
360,instant_replacement,2045,98.733
360,low_variant,2045,98.14
360,medium_variant,2045,98.717
360,momentum,2045,99.549
360,no_change,2045,99.826
360,zero_migration,2045,98.731
360,constant_fertility,2050,98.867
360,constant_mortality,2050,99.292
360,high_variant,2050,98.963
360,instant_replacement,2050,98.367
360,low_variant,2050,97.557
360,medium_variant,2050,98.319
360,momentum,2050,99.382
360,no_change,2050,99.732
360,zero_migration,2050,98.336
360,constant_fertility,2055,98.718
360,constant_mortality,2055,99.147
360,high_variant,2055,98.813
360,instant_replacement,2055,98.097
360,low_variant,2055,97.033
360,medium_variant,2055,98.006
360,momentum,2055,99.281
360,no_change,2055,99.709
360,zero_migration,2055,98.025
360,constant_fertility,2060,98.66
360,constant_mortality,2060,99.037
360,high_variant,2060,98.746
360,instant_replacement,2060,97.916
360,low_variant,2060,96.563
360,medium_variant,2060,97.77
360,momentum,2060,99.223
360,no_change,2060,99.732
360,zero_migration,2060,97.787
360,constant_fertility,2065,98.67
360,constant_mortality,2065,98.931
360,high_variant,2065,98.737
360,instant_replacement,2065,97.809
360,low_variant,2065,96.135
360,medium_variant,2065,97.593
360,momentum,2065,99.181
360,no_change,2065,99.769
360,zero_migration,2065,97.606
360,constant_fertility,2070,98.734
360,constant_mortality,2070,98.8
360,high_variant,2070,98.773
360,instant_replacement,2070,97.765
360,low_variant,2070,95.75
360,medium_variant,2070,97.469
360,momentum,2070,99.129
360,no_change,2070,99.791
360,zero_migration,2070,97.477
360,constant_fertility,2075,98.828
360,constant_mortality,2075,98.629
360,high_variant,2075,98.831
360,instant_replacement,2075,97.759
360,low_variant,2075,95.385
360,medium_variant,2075,97.374
360,momentum,2075,99.057
360,no_change,2075,99.784
360,zero_migration,2075,97.377
360,constant_fertility,2080,98.927
360,constant_mortality,2080,98.435
360,high_variant,2080,98.886
360,instant_replacement,2080,97.768
360,low_variant,2080,95.016
360,medium_variant,2080,97.283
360,momentum,2080,98.982
360,no_change,2080,99.755
360,zero_migration,2080,97.285
360,constant_fertility,2085,99.049
360,constant_mortality,2085,98.255
360,high_variant,2085,98.958
360,instant_replacement,2085,97.825
360,low_variant,2085,94.704
360,medium_variant,2085,97.232
360,momentum,2085,98.933
360,no_change,2085,99.724
360,zero_migration,2085,97.235
360,constant_fertility,2090,99.211
360,constant_mortality,2090,98.12
360,high_variant,2090,99.062
360,instant_replacement,2090,97.957
360,low_variant,2090,94.516
360,medium_variant,2090,97.253
360,momentum,2090,98.923
360,no_change,2090,99.705
360,zero_migration,2090,97.259
360,constant_fertility,2095,99.428
360,constant_mortality,2095,98.038
360,high_variant,2095,99.215
360,instant_replacement,2095,98.187
360,low_variant,2095,94.528
360,medium_variant,2095,97.38
360,momentum,2095,98.939
360,no_change,2095,99.697
360,zero_migration,2095,97.388
360,constant_fertility,2100,99.678
360,constant_mortality,2100,97.993
360,high_variant,2100,99.403
360,instant_replacement,2100,98.485
360,low_variant,2100,94.74
360,medium_variant,2100,97.596
360,momentum,2100,98.952
360,no_change,2100,99.696
360,zero_migration,2100,97.604
