country,variant,year,sexratio_maleper100female
642,estimates,1950,93.584
642,estimates,1955,94.602
642,estimates,1960,95.444
642,estimates,1965,96.008
642,estimates,1970,96.544
642,estimates,1975,97.012
642,estimates,1980,97.318
642,estimates,1985,97.305
642,estimates,1990,97.228
642,estimates,1995,96.607
642,estimates,2000,95.773
642,estimates,2005,95.091
642,estimates,2010,94.37
642,constant_fertility,2015,94.043
642,constant_mortality,2015,94.043
642,estimates,2015,94.043
642,high_variant,2015,94.043
642,instant_replacement,2015,94.043
642,low_variant,2015,94.043
642,medium_variant,2015,94.043
642,momentum,2015,94.043
642,no_change,2015,94.043
642,zero_migration,2015,94.043
642,constant_fertility,2020,93.916
642,constant_mortality,2020,93.914
642,high_variant,2020,94.026
642,instant_replacement,2020,94.125
642,low_variant,2020,93.856
642,medium_variant,2020,93.942
642,momentum,2020,94.144
642,no_change,2020,93.888
642,zero_migration,2020,93.988
642,constant_fertility,2025,93.881
642,constant_mortality,2025,93.843
642,high_variant,2025,94.163
642,instant_replacement,2025,94.292
642,low_variant,2025,93.73
642,medium_variant,2025,93.95
642,momentum,2025,94.263
642,no_change,2025,93.773
642,zero_migration,2025,94.022
642,constant_fertility,2030,93.846
642,constant_mortality,2030,93.718
642,high_variant,2030,94.332
642,instant_replacement,2030,94.449
642,low_variant,2030,93.58
642,medium_variant,2030,93.968
642,momentum,2030,94.302
642,no_change,2030,93.592
642,zero_migration,2030,94.055
642,constant_fertility,2035,93.849
642,constant_mortality,2035,93.563
642,high_variant,2035,94.545
642,instant_replacement,2035,94.644
642,low_variant,2035,93.47
642,medium_variant,2035,94.032
642,momentum,2035,94.309
642,no_change,2035,93.371
642,zero_migration,2035,94.129
642,constant_fertility,2040,93.951
642,constant_mortality,2040,93.463
642,high_variant,2040,94.872
642,instant_replacement,2040,94.951
642,low_variant,2040,93.47
642,medium_variant,2040,94.211
642,momentum,2040,94.369
642,no_change,2040,93.183
642,zero_migration,2040,94.31
642,constant_fertility,2045,94.16
642,constant_mortality,2045,93.379
642,high_variant,2045,95.326
642,instant_replacement,2045,95.391
642,low_variant,2045,93.58
642,medium_variant,2045,94.51
642,momentum,2045,94.465
642,no_change,2045,92.984
642,zero_migration,2045,94.603
642,constant_fertility,2050,94.415
642,constant_mortality,2050,93.255
642,high_variant,2050,95.859
642,instant_replacement,2050,95.919
642,low_variant,2050,93.726
642,medium_variant,2050,94.869
642,momentum,2050,94.573
642,no_change,2050,92.719
642,zero_migration,2050,94.95
642,constant_fertility,2055,94.715
642,constant_mortality,2055,93.203
642,high_variant,2055,96.463
642,instant_replacement,2055,96.506
642,low_variant,2055,93.895
642,medium_variant,2055,95.281
642,momentum,2055,94.773
642,no_change,2055,92.499
642,zero_migration,2055,95.346
642,constant_fertility,2060,95.147
642,constant_mortality,2060,93.335
642,high_variant,2060,97.183
642,instant_replacement,2060,97.19
642,low_variant,2060,94.191
642,medium_variant,2060,95.825
642,momentum,2060,95.117
642,no_change,2060,92.45
642,zero_migration,2060,95.864
642,constant_fertility,2065,95.779
642,constant_mortality,2065,93.601
642,high_variant,2065,98.042
642,instant_replacement,2065,97.998
642,low_variant,2065,94.705
642,medium_variant,2065,96.557
642,momentum,2065,95.532
642,no_change,2065,92.527
642,zero_migration,2065,96.56
642,constant_fertility,2070,96.503
642,constant_mortality,2070,93.885
642,high_variant,2070,98.926
642,instant_replacement,2070,98.833
642,low_variant,2070,95.342
642,medium_variant,2070,97.369
642,momentum,2070,95.912
642,no_change,2070,92.613
642,zero_migration,2070,97.329
642,constant_fertility,2075,97.205
642,constant_mortality,2075,94.129
642,high_variant,2075,99.739
642,instant_replacement,2075,99.603
642,low_variant,2075,95.98
642,medium_variant,2075,98.149
642,momentum,2075,96.207
642,no_change,2075,92.653
642,zero_migration,2075,98.07
642,constant_fertility,2080,97.796
642,constant_mortality,2080,94.303
642,high_variant,2080,100.418
642,instant_replacement,2080,100.241
642,low_variant,2080,96.52
642,medium_variant,2080,98.813
642,momentum,2080,96.388
642,no_change,2080,92.629
642,zero_migration,2080,98.707
642,constant_fertility,2085,98.243
642,constant_mortality,2085,94.4
642,high_variant,2085,100.944
642,instant_replacement,2085,100.724
642,low_variant,2085,96.918
642,medium_variant,2085,99.332
642,momentum,2085,96.443
642,no_change,2085,92.546
642,zero_migration,2085,99.216
642,constant_fertility,2090,98.569
642,constant_mortality,2090,94.466
642,high_variant,2090,101.337
642,instant_replacement,2090,101.066
642,low_variant,2090,97.206
642,medium_variant,2090,99.728
642,momentum,2090,96.4
642,no_change,2090,92.468
642,zero_migration,2090,99.615
642,constant_fertility,2095,98.803
642,constant_mortality,2095,94.55
642,high_variant,2095,101.616
642,instant_replacement,2095,101.285
642,low_variant,2095,97.43
642,medium_variant,2095,100.027
642,momentum,2095,96.311
642,no_change,2095,92.461
642,zero_migration,2095,99.923
642,constant_fertility,2100,98.965
642,constant_mortality,2100,94.643
642,high_variant,2100,101.797
642,instant_replacement,2100,101.399
642,low_variant,2100,97.631
642,medium_variant,2100,100.246
642,momentum,2100,96.241
642,no_change,2100,92.51
642,zero_migration,2100,100.147
642,constant_fertility,"Region, subregion, country or area *",Romania
642,constant_mortality,"Region, subregion, country or area *",Romania
642,estimates,"Region, subregion, country or area *",Romania
642,high_variant,"Region, subregion, country or area *",Romania
642,instant_replacement,"Region, subregion, country or area *",Romania
642,low_variant,"Region, subregion, country or area *",Romania
642,medium_variant,"Region, subregion, country or area *",Romania
642,momentum,"Region, subregion, country or area *",Romania
642,no_change,"Region, subregion, country or area *",Romania
642,zero_migration,"Region, subregion, country or area *",Romania
