country,variant,year,sexratio_maleper100female
300,Estimates,1950,95.0502216807313
300,Estimates,1955,95.4804346117776
300,Estimates,1960,95.52287294944
300,Estimates,1965,94.8610622742405
300,Estimates,1970,95.592881751618
300,Estimates,1975,96.2821490683419
300,Estimates,1980,96.6929134502225
300,Estimates,1985,97.1461278073109
300,Estimates,1990,97.4637181208263
300,Estimates,1995,97.743573714664
300,Estimates,2000,97.7511602998284
300,Estimates,2005,96.9554770951756
300,Estimates,2010,96.3073523476602
300,Constant_fertility,2015,95.288680811374
300,Constant_mortality,2015,95.288680811374
300,Estimates,2015,95.288680811374
300,High_variant,2015,95.288680811374
300,Instant_replacement,2015,95.288680811374
300,Low_variant,2015,95.288680811374
300,Medium_variant,2015,95.288680811374
300,No_change,2015,95.288680811374
300,Zero_migration,2015,95.288680811374
300,Constant_fertility,2020,94.9686992102686
300,Constant_mortality,2020,94.8205977059013
300,High_variant,2020,95.0596702667906
300,Instant_replacement,2020,95.2306294852548
300,Low_variant,2020,94.892836505709
300,Medium_variant,2020,94.976884638605
300,No_change,2020,94.8228783894347
300,Zero_migration,2020,94.9519585730459
300,Constant_fertility,2025,94.9272040715089
300,Constant_mortality,2025,94.5299366137202
300,High_variant,2025,95.1530002626876
300,Instant_replacement,2025,95.4284411952911
300,Low_variant,2025,94.7343416832557
300,Medium_variant,2025,94.9474895408971
300,No_change,2025,94.5298714347225
300,Zero_migration,2025,94.8936902219985
300,Constant_fertility,2030,95.1036398773868
300,Constant_mortality,2030,94.3733335048623
300,High_variant,2030,95.492942130945
300,Instant_replacement,2030,95.8157958111861
300,Low_variant,2030,94.7820547617638
300,Medium_variant,2030,95.1486529819048
300,No_change,2030,94.3570733459412
300,Zero_migration,2030,95.0644651062283
300,Constant_fertility,2035,95.3290682575811
300,Constant_mortality,2035,94.2841978757823
300,High_variant,2035,95.8824228037131
300,Instant_replacement,2035,96.2339649329311
300,Low_variant,2035,94.8931867271529
300,Medium_variant,2035,95.4096593207888
300,No_change,2035,94.2385689762797
300,Zero_migration,2035,95.2946109913174
300,Constant_fertility,2040,95.5646630875118
300,Constant_mortality,2040,94.2600005399887
300,High_variant,2040,96.2904361148015
300,Instant_replacement,2040,96.6587027316638
300,Low_variant,2040,95.0284864353093
300,Medium_variant,2040,95.6950484193727
300,No_change,2040,94.1666876588901
300,Zero_migration,2040,95.5508661143734
300,Constant_fertility,2045,95.8096478347842
300,Constant_mortality,2045,94.338158561459
300,High_variant,2045,96.7250658001147
300,Instant_replacement,2045,97.1125732154758
300,Low_variant,2045,95.1856417281847
300,Medium_variant,2045,96.006475910332
300,No_change,2045,94.1744909138281
300,Zero_migration,2045,95.8375728823069
300,Constant_fertility,2050,96.0781785594634
300,Constant_mortality,2050,94.4866775567041
300,High_variant,2050,97.2055679356603
300,Instant_replacement,2050,97.6293209635085
300,Low_variant,2050,95.3674078473539
300,Medium_variant,2050,96.3532670962923
300,No_change,2050,94.233681861131
300,Zero_migration,2050,96.1659582888057
300,Constant_fertility,2055,96.3139375334061
300,Constant_mortality,2055,94.6737745601589
300,High_variant,2055,97.6814566045534
300,Instant_replacement,2055,98.149508398563
300,Low_variant,2055,95.4969117895498
300,Medium_variant,2055,96.6735508249317
300,No_change,2055,94.3199683452323
300,Zero_migration,2055,96.4733427852918
300,Constant_fertility,2060,96.5331565224003
300,Constant_mortality,2060,94.9094118126491
300,High_variant,2060,98.1621372856533
300,Instant_replacement,2060,98.6543717903978
300,Low_variant,2060,95.5883150703153
300,Medium_variant,2060,96.98415895301
300,No_change,2060,94.4438905515157
300,Zero_migration,2060,96.7785968478746
300,Constant_fertility,2065,96.7297646385148
300,Constant_mortality,2065,95.1938296188507
300,High_variant,2065,98.6337602959222
300,Instant_replacement,2065,99.1233261015535
300,Low_variant,2065,95.6436251368765
300,Medium_variant,2065,97.2838033055025
300,No_change,2065,94.6017762514881
300,Zero_migration,2065,97.0833045161347
300,Constant_fertility,2070,96.9422513145472
300,Constant_mortality,2070,95.5062347005148
300,High_variant,2070,99.1209099555239
300,Instant_replacement,2070,99.5868939405037
300,Low_variant,2070,95.7177688268273
300,Medium_variant,2070,97.6134267883217
300,No_change,2070,94.7682642149174
300,Zero_migration,2070,97.4347587602567
300,Constant_fertility,2075,97.1695917886129
300,Constant_mortality,2075,95.8045104804598
300,High_variant,2075,99.6146925952876
300,Instant_replacement,2075,100.04440688727
300,Low_variant,2075,95.8211186736543
300,Medium_variant,2075,97.9720225733429
300,No_change,2075,94.8978647305792
300,Zero_migration,2075,97.8358703828076
300,Constant_fertility,2080,97.3718009973778
300,Constant_mortality,2080,96.0396140603943
300,High_variant,2080,100.077317211362
300,Instant_replacement,2080,100.465110645462
300,Low_variant,2080,95.9132415252196
300,Medium_variant,2080,98.3175110142181
300,No_change,2080,94.9406254278838
300,Zero_migration,2080,98.2413869724292
300,Constant_fertility,2085,97.5556766616875
300,Constant_mortality,2085,96.1904566965934
300,High_variant,2085,100.508750875676
300,Instant_replacement,2085,100.849182923992
300,Low_variant,2085,96.0008845010698
300,Medium_variant,2085,98.6502213134502
300,No_change,2085,94.8788299638548
300,Zero_migration,2085,98.6438396379754
300,Constant_fertility,2090,97.5773511338148
300,Constant_mortality,2090,96.3114025283614
300,High_variant,2090,100.80944943828
300,Instant_replacement,2090,101.095546205497
300,Low_variant,2090,95.9104686968316
300,Medium_variant,2090,98.8395636720186
300,No_change,2090,94.7779416584726
300,Zero_migration,2090,98.886413462424
300,Constant_fertility,2095,97.5664442220169
300,Constant_mortality,2095,96.4577061851779
300,High_variant,2095,101.069607936062
300,Instant_replacement,2095,101.279134738186
300,Low_variant,2095,95.8035831207947
300,Medium_variant,2095,99.0066460991756
300,No_change,2095,94.7084014931198
300,Zero_migration,2095,99.0911446486931
300,Constant_fertility,2100,97.4839458858648
300,Constant_mortality,2100,96.6616259968015
300,High_variant,2100,101.255589064345
300,Instant_replacement,2100,101.356958707928
300,Low_variant,2100,95.6648006649509
300,Medium_variant,2100,99.1208932687558
300,No_change,2100,94.7211442471956
300,Zero_migration,2100,99.218225236569
