country,variant,year,sexratio_maleper100female
398,estimates,1950,93.77
398,estimates,1955,93.095
398,estimates,1960,92.856
398,estimates,1965,92.919
398,estimates,1970,92.939
398,estimates,1975,93.304
398,estimates,1980,93.299
398,estimates,1985,93.726
398,estimates,1990,94.344
398,estimates,1995,94.027
398,estimates,2000,92.699
398,estimates,2005,92.958
398,estimates,2010,93.569
398,constant_fertility,2015,93.888
398,constant_mortality,2015,93.888
398,estimates,2015,93.888
398,high_variant,2015,93.888
398,instant_replacement,2015,93.888
398,low_variant,2015,93.888
398,medium_variant,2015,93.888
398,momentum,2015,93.888
398,no_change,2015,93.888
398,zero_migration,2015,93.888
398,constant_fertility,2020,93.956
398,constant_mortality,2020,93.888
398,high_variant,2020,93.999
398,instant_replacement,2020,93.702
398,low_variant,2020,93.791
398,medium_variant,2020,93.896
398,momentum,2020,93.699
398,no_change,2020,93.948
398,zero_migration,2020,93.896
398,constant_fertility,2025,93.876
398,constant_mortality,2025,93.715
398,high_variant,2025,93.982
398,instant_replacement,2025,93.405
398,low_variant,2025,93.474
398,medium_variant,2025,93.734
398,momentum,2025,93.4
398,no_change,2025,93.857
398,zero_migration,2025,93.734
398,constant_fertility,2030,93.756
398,constant_mortality,2030,93.429
398,high_variant,2030,93.91
398,instant_replacement,2030,93.067
398,low_variant,2030,93.04
398,medium_variant,2030,93.491
398,momentum,2030,93.027
398,no_change,2030,93.695
398,zero_migration,2030,93.491
398,constant_fertility,2035,93.744
398,constant_mortality,2035,93.163
398,high_variant,2035,93.875
398,instant_replacement,2035,92.793
398,low_variant,2035,92.632
398,medium_variant,2035,93.284
398,momentum,2035,92.7
398,no_change,2035,93.625
398,zero_migration,2035,93.284
398,constant_fertility,2040,93.935
398,constant_mortality,2040,93.023
398,high_variant,2040,94.003
398,instant_replacement,2040,92.688
398,low_variant,2040,92.36
398,medium_variant,2040,93.232
398,momentum,2040,92.519
398,no_change,2040,93.736
398,zero_migration,2040,93.232
398,constant_fertility,2045,94.303
398,constant_mortality,2045,93.004
398,high_variant,2045,94.32
398,instant_replacement,2045,92.763
398,low_variant,2045,92.248
398,medium_variant,2045,93.358
398,momentum,2045,92.464
398,no_change,2045,93.972
398,zero_migration,2045,93.358
398,constant_fertility,2050,94.809
398,constant_mortality,2050,92.993
398,high_variant,2050,94.799
398,instant_replacement,2050,93.006
398,low_variant,2050,92.288
398,medium_variant,2050,93.645
398,momentum,2050,92.425
398,no_change,2050,94.21
398,zero_migration,2050,93.645
398,constant_fertility,2055,95.362
398,constant_mortality,2055,92.922
398,high_variant,2055,95.318
398,instant_replacement,2055,93.306
398,low_variant,2055,92.364
398,medium_variant,2055,93.975
398,momentum,2055,92.344
398,no_change,2055,94.41
398,zero_migration,2055,93.975
398,constant_fertility,2060,95.935
398,constant_mortality,2060,92.806
398,high_variant,2060,95.822
398,instant_replacement,2060,93.622
398,low_variant,2060,92.428
398,medium_variant,2060,94.297
398,momentum,2060,92.25
398,no_change,2060,94.611
398,zero_migration,2060,94.297
398,constant_fertility,2065,96.57
398,constant_mortality,2065,92.726
398,high_variant,2065,96.354
398,instant_replacement,2065,94.022
398,low_variant,2065,92.549
398,medium_variant,2065,94.669
398,momentum,2065,92.244
398,no_change,2065,94.878
398,zero_migration,2065,94.669
398,constant_fertility,2070,97.283
398,constant_mortality,2070,92.713
398,high_variant,2070,96.955
398,instant_replacement,2070,94.564
398,low_variant,2070,92.803
398,medium_variant,2070,95.146
398,momentum,2070,92.362
398,no_change,2070,95.199
398,zero_migration,2070,95.146
398,constant_fertility,2075,98.03
398,constant_mortality,2075,92.653
398,high_variant,2075,97.605
398,instant_replacement,2075,95.228
398,low_variant,2075,93.188
398,medium_variant,2075,95.714
398,momentum,2075,92.481
398,no_change,2075,95.446
398,zero_migration,2075,95.714
398,constant_fertility,2080,98.753
398,constant_mortality,2080,92.396
398,high_variant,2080,98.25
398,instant_replacement,2080,95.95
398,low_variant,2080,93.656
398,medium_variant,2080,96.317
398,momentum,2080,92.442
398,no_change,2080,95.499
398,zero_migration,2080,96.317
398,constant_fertility,2085,99.354
398,constant_mortality,2085,91.951
398,high_variant,2085,98.772
398,instant_replacement,2085,96.581
398,low_variant,2085,94.037
398,medium_variant,2085,96.813
398,momentum,2085,92.25
398,no_change,2085,95.387
398,zero_migration,2085,96.813
398,constant_fertility,2090,99.804
398,constant_mortality,2090,91.514
398,high_variant,2090,99.128
398,instant_replacement,2090,97.062
398,low_variant,2090,94.247
398,medium_variant,2090,97.14
398,momentum,2090,92.101
398,no_change,2090,95.271
398,zero_migration,2090,97.14
398,constant_fertility,2095,100.129
398,constant_mortality,2095,91.265
398,high_variant,2095,99.343
398,instant_replacement,2095,97.415
398,low_variant,2095,94.301
398,medium_variant,2095,97.317
398,momentum,2095,92.136
398,no_change,2095,95.264
398,zero_migration,2095,97.317
398,constant_fertility,2100,100.428
398,constant_mortality,2100,91.194
398,high_variant,2100,99.533
398,instant_replacement,2100,97.787
398,low_variant,2100,94.406
398,medium_variant,2100,97.496
398,momentum,2100,92.276
398,no_change,2100,95.337
398,zero_migration,2100,97.496
398,constant_fertility,"Region, subregion, country or area *",Kazakhstan
