country,variant,year,sexratio_maleper100female
458,estimates,1950,106.026
458,estimates,1955,104.096
458,estimates,1960,103.699
458,estimates,1965,103.368
458,estimates,1970,102.777
458,estimates,1975,102.249
458,estimates,1980,102.232
458,estimates,1985,102.247
458,estimates,1990,103.566
458,estimates,1995,103.676
458,estimates,2000,103.864
458,estimates,2005,105.103
458,estimates,2010,106.337
458,constant_fertility,2015,106.942
458,constant_mortality,2015,106.942
458,estimates,2015,106.942
458,high_variant,2015,106.942
458,instant_replacement,2015,106.942
458,low_variant,2015,106.942
458,medium_variant,2015,106.942
458,momentum,2015,106.942
458,no_change,2015,106.942
458,zero_migration,2015,106.942
458,constant_fertility,2020,106.117
458,constant_mortality,2020,106.108
458,high_variant,2020,106.115
458,instant_replacement,2020,106.117
458,low_variant,2020,106.12
458,medium_variant,2020,106.118
458,momentum,2020,106.155
458,no_change,2020,106.107
458,zero_migration,2020,106.166
458,constant_fertility,2025,105.362
458,constant_mortality,2025,105.313
458,high_variant,2025,105.369
458,instant_replacement,2025,105.362
458,low_variant,2025,105.344
458,medium_variant,2025,105.357
458,momentum,2025,105.4
458,no_change,2025,105.318
458,zero_migration,2025,105.44
458,constant_fertility,2030,104.683
458,constant_mortality,2030,104.556
458,high_variant,2030,104.711
458,instant_replacement,2030,104.681
458,low_variant,2030,104.607
458,medium_variant,2030,104.661
458,momentum,2030,104.684
458,no_change,2030,104.58
458,zero_migration,2030,104.768
458,constant_fertility,2035,104.085
458,constant_mortality,2035,103.832
458,high_variant,2035,104.136
458,instant_replacement,2035,104.082
458,low_variant,2035,103.922
458,medium_variant,2035,104.036
458,momentum,2035,104.004
458,no_change,2035,103.886
458,zero_migration,2035,104.159
458,constant_fertility,2040,103.57
458,constant_mortality,2040,103.132
458,high_variant,2040,103.644
458,instant_replacement,2040,103.564
458,low_variant,2040,103.3
458,medium_variant,2040,103.484
458,momentum,2040,103.354
458,no_change,2040,103.229
458,zero_migration,2040,103.619
458,constant_fertility,2045,103.137
458,constant_mortality,2045,102.449
458,high_variant,2045,103.234
458,instant_replacement,2045,103.127
458,low_variant,2045,102.739
458,medium_variant,2045,103.006
458,momentum,2045,102.729
458,no_change,2045,102.604
458,zero_migration,2045,103.148
458,constant_fertility,2050,102.792
458,constant_mortality,2050,101.777
458,high_variant,2050,102.915
458,instant_replacement,2050,102.777
458,low_variant,2050,102.243
458,medium_variant,2050,102.608
458,momentum,2050,102.127
458,no_change,2050,102.006
458,zero_migration,2050,102.755
458,constant_fertility,2055,102.538
458,constant_mortality,2055,101.116
458,high_variant,2055,102.692
458,instant_replacement,2055,102.519
458,low_variant,2055,101.813
458,medium_variant,2055,102.293
458,momentum,2055,101.553
458,no_change,2055,101.439
458,zero_migration,2055,102.443
458,constant_fertility,2060,102.362
458,constant_mortality,2060,100.478
458,high_variant,2060,102.55
458,instant_replacement,2060,102.339
458,low_variant,2060,101.445
458,medium_variant,2060,102.052
458,momentum,2060,101.018
458,no_change,2060,100.913
458,zero_migration,2060,102.205
458,constant_fertility,2065,102.258
458,constant_mortality,2065,99.901
458,high_variant,2065,102.475
458,instant_replacement,2065,102.232
458,low_variant,2065,101.143
458,medium_variant,2065,101.881
458,momentum,2065,100.556
458,no_change,2065,100.46
458,zero_migration,2065,102.036
458,constant_fertility,2070,102.232
458,constant_mortality,2070,99.444
458,high_variant,2070,102.471
458,instant_replacement,2070,102.202
458,low_variant,2070,100.924
458,medium_variant,2070,101.792
458,momentum,2070,100.216
458,no_change,2070,100.129
458,zero_migration,2070,101.948
458,constant_fertility,2075,102.266
458,constant_mortality,2075,99.136
458,high_variant,2075,102.521
458,instant_replacement,2075,102.23
458,low_variant,2075,100.767
458,medium_variant,2075,101.764
458,momentum,2075,100.017
458,no_change,2075,99.937
458,zero_migration,2075,101.92
458,constant_fertility,2080,102.349
458,constant_mortality,2080,98.959
458,high_variant,2080,102.617
458,instant_replacement,2080,102.309
458,low_variant,2080,100.667
