country,variant,year,sexratio_maleper100female
710,estimates,1950,101.558
710,estimates,1955,100.586
710,estimates,1960,99.985
710,estimates,1965,99.709
710,estimates,1970,99.947
710,estimates,1975,99.668
710,estimates,1980,98.909
710,estimates,1985,98.571
710,estimates,1990,97.565
710,estimates,1995,96.546
710,estimates,2000,96.36
710,estimates,2005,96.383
710,estimates,2010,96.472
710,constant_fertility,2015,96.473
710,constant_mortality,2015,96.473
710,estimates,2015,96.473
710,high_variant,2015,96.473
710,instant_replacement,2015,96.473
710,low_variant,2015,96.473
710,medium_variant,2015,96.473
710,momentum,2015,96.473
710,no_change,2015,96.473
710,zero_migration,2015,96.473
710,constant_fertility,2020,96.227
710,constant_mortality,2020,95.96
710,high_variant,2020,96.254
710,instant_replacement,2020,96.144
710,low_variant,2020,96.136
710,medium_variant,2020,96.196
710,momentum,2020,95.864
710,no_change,2020,95.991
710,zero_migration,2020,96.136
710,constant_fertility,2025,96.065
710,constant_mortality,2025,95.416
710,high_variant,2025,96.125
710,instant_replacement,2025,95.894
710,low_variant,2025,95.817
710,medium_variant,2025,95.975
710,momentum,2025,95.278
710,no_change,2025,95.508
710,zero_migration,2025,95.883
710,constant_fertility,2030,95.986
710,constant_mortality,2030,94.851
710,high_variant,2030,96.076
710,instant_replacement,2030,95.726
710,low_variant,2030,95.531
710,medium_variant,2030,95.815
710,momentum,2030,94.724
710,no_change,2030,95.035
710,zero_migration,2030,95.714
710,constant_fertility,2035,96.025
710,constant_mortality,2035,94.31
710,high_variant,2035,96.121
710,instant_replacement,2035,95.674
710,low_variant,2035,95.34
710,medium_variant,2035,95.753
710,momentum,2035,94.222
710,no_change,2035,94.615
710,zero_migration,2035,95.648
710,constant_fertility,2040,96.167
710,constant_mortality,2040,93.801
710,high_variant,2040,96.255
710,instant_replacement,2040,95.716
710,low_variant,2040,95.226
710,medium_variant,2040,95.777
710,momentum,2040,93.777
710,no_change,2040,94.263
710,zero_migration,2040,95.672
710,constant_fertility,2045,96.359
710,constant_mortality,2045,93.307
710,high_variant,2045,96.433
710,instant_replacement,2045,95.792
710,low_variant,2045,95.126
710,medium_variant,2045,95.832
710,momentum,2045,93.362
710,no_change,2045,93.968
710,zero_migration,2045,95.73
710,constant_fertility,2050,96.549
710,constant_mortality,2050,92.795
710,high_variant,2050,96.609
710,instant_replacement,2050,95.851
710,low_variant,2050,94.979
710,medium_variant,2050,95.865
710,momentum,2050,92.955
710,no_change,2050,93.709
710,zero_migration,2050,95.767
710,constant_fertility,2055,96.7
710,constant_mortality,2055,92.261
710,high_variant,2055,96.739
710,instant_replacement,2055,95.859
710,low_variant,2055,94.735
710,medium_variant,2055,95.835
710,momentum,2055,92.567
710,no_change,2055,93.477
710,zero_migration,2055,95.743
710,constant_fertility,2060,96.802
710,constant_mortality,2060,91.728
710,high_variant,2060,96.81
710,instant_replacement,2060,95.807
710,low_variant,2060,94.38
710,medium_variant,2060,95.73
710,momentum,2060,92.234
710,no_change,2060,93.289
710,zero_migration,2060,95.644
710,constant_fertility,2065,96.88
710,constant_mortality,2065,91.243
710,high_variant,2065,96.846
710,instant_replacement,2065,95.725
710,low_variant,2065,93.945
710,medium_variant,2065,95.577
710,momentum,2065,91.99
710,no_change,2065,93.168
710,zero_migration,2065,95.497
710,constant_fertility,2070,96.992
710,constant_mortality,2070,90.831
710,high_variant,2070,96.903
710,instant_replacement,2070,95.675
710,low_variant,2070,93.505
710,medium_variant,2070,95.443
710,momentum,2070,91.843
710,no_change,2070,93.123
710,zero_migration,2070,95.369
710,constant_fertility,2075,97.142
710,constant_mortality,2075,90.483
710,high_variant,2075,96.99
710,instant_replacement,2075,95.673
710,low_variant,2075,93.088
710,medium_variant,2075,95.344
710,momentum,2075,91.768
710,no_change,2075,93.13
710,zero_migration,2075,95.275
710,constant_fertility,2080,97.323
710,constant_mortality,2080,90.169
710,high_variant,2080,97.102
710,instant_replacement,2080,95.727
710,low_variant,2080,92.717
710,medium_variant,2080,95.288
710,momentum,2080,91.727
710,no_change,2080,93.15
710,zero_migration,2080,95.219
710,constant_fertility,2085,97.514
710,constant_mortality,2085,89.869
710,high_variant,2085,97.216
710,instant_replacement,2085,95.824
710,low_variant,2085,92.394
710,medium_variant,2085,95.259
710,momentum,2085,91.705
710,no_change,2085,93.157
710,zero_migration,2085,95.188
710,constant_fertility,2090,97.69
710,constant_mortality,2090,89.593
710,high_variant,2090,97.304
710,instant_replacement,2090,95.943
710,low_variant,2090,92.118
710,medium_variant,2090,95.236
710,momentum,2090,91.698
710,no_change,2090,93.147
710,zero_migration,2090,95.162
710,constant_fertility,2095,97.842
710,constant_mortality,2095,89.367
710,high_variant,2095,97.358
710,instant_replacement,2095,96.074
710,low_variant,2095,91.908
710,medium_variant,2095,95.216
710,momentum,2095,91.71
710,no_change,2095,93.132
710,zero_migration,2095,95.141
710,constant_fertility,2100,97.972
710,constant_mortality,2100,89.204
710,high_variant,2100,97.388
710,instant_replacement,2100,96.214
710,low_variant,2100,91.794
710,medium_variant,2100,95.211
710,momentum,2100,91.727
710,no_change,2100,93.124
710,zero_migration,2100,95.137
710,constant_fertility,"Region, subregion, country or area *",South Africa
710,constant_mortality,"Region, subregion, country or area *",South Africa
710,estimates,"Region, subregion, country or area *",South Africa
710,high_variant,"Region, subregion, country or area *",South Africa
710,instant_replacement,"Region, subregion, country or area *",South Africa
710,low_variant,"Region, subregion, country or area *",South Africa
710,medium_variant,"Region, subregion, country or area *",South Africa
710,momentum,"Region, subregion, country or area *",South Africa
710,no_change,"Region, subregion, country or area *",South Africa
710,zero_migration,"Region, subregion, country or area *",South Africa
