continent,variant,freq,year,totaldeaths
903,estimates,5yearly,1950,32348.342
903,estimates,5yearly,1955,32834.326
903,estimates,5yearly,1960,33751.217
903,estimates,5yearly,1965,35137.714
903,estimates,5yearly,1970,36786.98
903,estimates,5yearly,1975,38543.398
903,estimates,5yearly,1980,40787.397
903,estimates,5yearly,1985,43666.119
903,estimates,5yearly,1990,48824.241
903,estimates,5yearly,1995,52809.495
903,estimates,5yearly,2000,55747.176
903,estimates,5yearly,2005,54362.589
903,estimates,5yearly,2010,52969.377
903,constant_fertility,5yearly,2015,54437.67
903,constant_mortality,5yearly,2015,60047.594
903,high_variant,5yearly,2015,54160.375
903,instant_replacement,5yearly,2015,46927.089
903,low_variant,5yearly,2015,52826.139
903,medium_variant,5yearly,2015,53493.261
903,momentum,5yearly,2015,52683.118
903,no_change,5yearly,2015,61149.242
903,zero_migration,5yearly,2015,53538.282
903,constant_fertility,5yearly,2020,57529.352
903,constant_mortality,5yearly,2020,67710.373
903,high_variant,5yearly,2020,56644.381
903,instant_replacement,5yearly,2020,47478.586
903,low_variant,5yearly,2020,54126.522
903,medium_variant,5yearly,2020,55385.447
903,momentum,5yearly,2020,57742.331
903,no_change,5yearly,2020,70606.867
903,zero_migration,5yearly,2020,55511.749
903,constant_fertility,5yearly,2025,61131.697
903,constant_mortality,5yearly,2025,76183.845
903,high_variant,5yearly,2025,59450.278
903,instant_replacement,5yearly,2025,49914.955
903,low_variant,5yearly,2025,56019.07
903,medium_variant,5yearly,2025,57734.663
903,momentum,5yearly,2025,65225.432
903,no_change,5yearly,2025,81471.417
903,zero_migration,5yearly,2025,57929.905
903,constant_fertility,5yearly,2030,65449.135
903,constant_mortality,5yearly,2030,85535.26
903,high_variant,5yearly,2030,62658.551
903,instant_replacement,5yearly,2030,52992.908
903,low_variant,5yearly,2030,58791.017
903,medium_variant,5yearly,2030,60720.251
903,momentum,5yearly,2030,73593.09
903,no_change,5yearly,2030,93944.743
903,zero_migration,5yearly,2030,60978.526
903,constant_fertility,5yearly,2035,70803.783
903,constant_mortality,5yearly,2035,95665.032
903,high_variant,5yearly,2035,66734.979
903,instant_replacement,5yearly,2035,56278.843
903,low_variant,5yearly,2035,62324.536
903,medium_variant,5yearly,2035,64507.721
903,momentum,5yearly,2035,81640.816
903,no_change,5yearly,2035,108321.032
903,zero_migration,5yearly,2035,64832.204
903,constant_fertility,5yearly,2040,77347.887
903,constant_mortality,5yearly,2040,106421.296
903,high_variant,5yearly,2040,71778.42
903,instant_replacement,5yearly,2040,60062.124
903,low_variant,5yearly,2040,66593.659
903,medium_variant,5yearly,2040,69130.256
903,momentum,5yearly,2040,89350.657
903,no_change,5yearly,2040,124855.011
903,zero_migration,5yearly,2040,69530.64
903,constant_fertility,5yearly,2045,85068.963
903,constant_mortality,5yearly,2045,117746.962
903,high_variant,5yearly,2045,77728.332
903,instant_replacement,5yearly,2045,64743.354
903,low_variant,5yearly,2045,71649.206
903,medium_variant,5yearly,2045,74588.306
903,momentum,5yearly,2045,97376.0
903,no_change,5yearly,2045,143791.184
903,zero_migration,5yearly,2045,75077.079
903,constant_fertility,5yearly,2050,93940.004
903,constant_mortality,5yearly,2050,129649.409
903,high_variant,5yearly,2050,84549.375
903,instant_replacement,5yearly,2050,70466.805
903,low_variant,5yearly,2050,77594.129
903,medium_variant,5yearly,2050,80923.477
903,momentum,5yearly,2050,106049.61
903,no_change,5yearly,2050,165416.998
903,zero_migration,5yearly,2050,81517.084
903,constant_fertility,5yearly,2055,104365.776
903,constant_mortality,5yearly,2055,142047.658
903,high_variant,5yearly,2055,92489.967
903,instant_replacement,5yearly,2055,77205.204
903,low_variant,5yearly,2055,84614.371
903,medium_variant,5yearly,2055,88353.927
