region,variant,freq,year,totaldeaths
1517,estimates,5yearly,1950,197362.479
1517,estimates,5yearly,1955,196217.312
1517,estimates,5yearly,1960,199063.777
1517,estimates,5yearly,1965,176862.762
1517,estimates,5yearly,1970,170083.091
1517,estimates,5yearly,1975,165473.484
1517,estimates,5yearly,1980,168395.074
1517,estimates,5yearly,1985,173708.221
1517,estimates,5yearly,1990,179235.733
1517,estimates,5yearly,1995,184595.813
1517,estimates,5yearly,2000,189600.518
1517,estimates,5yearly,2005,193977.168
1517,estimates,5yearly,2010,199461.886
1517,constant_fertility,5yearly,2015,212731.304
1517,constant_mortality,5yearly,2015,226110.476
1517,high_variant,5yearly,2015,213211.014
1517,instant_replacement,5yearly,2015,208253.676
1517,low_variant,5yearly,2015,210157.74
1517,medium_variant,5yearly,2015,211685.41
1517,momentum,5yearly,2015,222505.823
1517,no_change,5yearly,2015,227322.731
1517,zero_migration,5yearly,2015,211818.121
1517,constant_fertility,5yearly,2020,229193.214
1517,constant_mortality,5yearly,2020,254774.403
1517,high_variant,5yearly,2020,229605.621
1517,instant_replacement,5yearly,2020,223301.779
1517,low_variant,5yearly,2020,224612.401
1517,medium_variant,5yearly,2020,227109.435
1517,momentum,5yearly,2020,250674.945
1517,no_change,5yearly,2020,257544.995
1517,zero_migration,5yearly,2020,227468.49
1517,constant_fertility,5yearly,2025,248799.649
1517,constant_mortality,5yearly,2025,286434.027
1517,high_variant,5yearly,2025,248838.219
1517,instant_replacement,5yearly,2025,242229.445
1517,low_variant,5yearly,2025,242732.759
1517,medium_variant,5yearly,2025,245785.942
1517,momentum,5yearly,2025,282661.709
1517,no_change,5yearly,2025,291005.299
1517,zero_migration,5yearly,2025,246392.102
1517,constant_fertility,5yearly,2030,271106.72
1517,constant_mortality,5yearly,2030,320848.287
1517,high_variant,5yearly,2030,270336.644
1517,instant_replacement,5yearly,2030,263831.356
1517,low_variant,5yearly,2030,264081.472
1517,medium_variant,5yearly,2030,267202.696
1517,momentum,5yearly,2030,317419.768
1517,no_change,5yearly,2030,327551.861
1517,zero_migration,5yearly,2030,268073.202
1517,constant_fertility,5yearly,2035,295788.184
1517,constant_mortality,5yearly,2035,356370.944
1517,high_variant,5yearly,2035,294294.517
1517,instant_replacement,5yearly,2035,287321.6
1517,low_variant,5yearly,2035,287547.517
1517,medium_variant,5yearly,2035,290876.616
1517,momentum,5yearly,2035,352723.392
1517,no_change,5yearly,2035,365834.158
1517,zero_migration,5yearly,2035,292036.733
1517,constant_fertility,5yearly,2040,320247.46
1517,constant_mortality,5yearly,2040,390096.971
1517,high_variant,5yearly,2040,318110.492
1517,instant_replacement,5yearly,2040,310235.832
1517,low_variant,5yearly,2040,310360.043
1517,medium_variant,5yearly,2040,314115.039
1517,momentum,5yearly,2040,385955.289
1517,no_change,5yearly,2040,403203.746
1517,zero_migration,5yearly,2040,315609.101
1517,constant_fertility,5yearly,2045,343622.245
1517,constant_mortality,5yearly,2045,419817.247
1517,high_variant,5yearly,2045,340813.786
1517,instant_replacement,5yearly,2045,332015.482
1517,low_variant,5yearly,2045,331831.651
1517,medium_variant,5yearly,2045,336111.472
1517,momentum,5yearly,2045,415431.329
1517,no_change,5yearly,2045,437531.22
1517,zero_migration,5yearly,2045,338004.202
1517,constant_fertility,5yearly,2050,364990.989
1517,constant_mortality,5yearly,2050,444811.943
1517,high_variant,5yearly,2050,361406.746
1517,instant_replacement,5yearly,2050,351825.377
1517,low_variant,5yearly,2050,351208.058
1517,medium_variant,5yearly,2050,356015.306
1517,momentum,5yearly,2050,440548.71
1517,no_change,5yearly,2050,468184.21
1517,zero_migration,5yearly,2050,358384.713
1517,constant_fertility,5yearly,2055,384374.675
1517,constant_mortality,5yearly,2055,465287.093
1517,high_variant,5yearly,2055,379807.066
1517,instant_replacement,5yearly,2055,369376.353
1517,low_variant,5yearly,2055,368320.114
1517,medium_variant,5yearly,2055,373704.419
1517,momentum,5yearly,2055,461498.902
1517,no_change,5yearly,2055,495532.099
1517,zero_migration,5yearly,2055,376646.741
1517,constant_fertility,5yearly,2060,401817.914
1517,constant_mortality,5yearly,2060,481587.147
