region,year,variant,gender,freq,age5yearinterval,totaldeaths
920,1950,estimates,female,5yearly,"Region, subregion, country or area *",South-Eastern Asia
920,1950,estimates,male,5yearly,"Region, subregion, country or area *",South-Eastern Asia
920,1950,estimates,female,5yearly,0_4,3950.357
920,1950,estimates,male,5yearly,0_4,4742.407
920,1950,estimates,female,5yearly,5_9,268.057
920,1950,estimates,male,5yearly,5_9,290.308
920,1950,estimates,female,5yearly,10_14,166.959
920,1950,estimates,male,5yearly,10_14,195.075
920,1950,estimates,female,5yearly,15_19,159.095
920,1950,estimates,male,5yearly,15_19,184.489
920,1950,estimates,female,5yearly,20_24,178.987
920,1950,estimates,male,5yearly,20_24,205.24
920,1950,estimates,female,5yearly,25_29,180.511
920,1950,estimates,male,5yearly,25_29,199.548
920,1950,estimates,female,5yearly,30_34,182.481
920,1950,estimates,male,5yearly,30_34,194.663
920,1950,estimates,female,5yearly,35_39,188.51
920,1950,estimates,male,5yearly,35_39,212.363
920,1950,estimates,female,5yearly,40_44,188.507
920,1950,estimates,male,5yearly,40_44,234.386
920,1950,estimates,female,5yearly,45_49,192.686
920,1950,estimates,male,5yearly,45_49,252.258
920,1950,estimates,female,5yearly,50_54,203.348
920,1950,estimates,male,5yearly,50_54,261.645
920,1950,estimates,female,5yearly,55_59,232.875
920,1950,estimates,male,5yearly,55_59,286.178
920,1950,estimates,female,5yearly,60_64,292.691
920,1950,estimates,male,5yearly,60_64,340.18
920,1950,estimates,female,5yearly,65_69,354.073
920,1950,estimates,male,5yearly,65_69,378.762
920,1950,estimates,female,5yearly,70_74,381.524
920,1950,estimates,male,5yearly,70_74,375.212
920,1950,estimates,female,5yearly,75_79,341.7
920,1950,estimates,male,5yearly,75_79,311.294
920,1950,estimates,female,5yearly,80_84,215.288
920,1950,estimates,male,5yearly,80_84,184.501
920,1950,estimates,female,5yearly,85_89,94.491
920,1950,estimates,male,5yearly,85_89,74.962
920,1950,estimates,female,5yearly,90_94,34.268
920,1950,estimates,male,5yearly,90_94,21.935
920,1950,estimates,female,5yearly,95plus,10.17
920,1950,estimates,male,5yearly,95plus,4.422
920,1955,estimates,female,5yearly,"Region, subregion, country or area *",South-Eastern Asia
920,1955,estimates,male,5yearly,"Region, subregion, country or area *",South-Eastern Asia
920,1955,estimates,female,5yearly,0_4,3879.373
920,1955,estimates,male,5yearly,0_4,4702.558
920,1955,estimates,female,5yearly,5_9,266.974
920,1955,estimates,male,5yearly,5_9,295.6
920,1955,estimates,female,5yearly,10_14,160.073
920,1955,estimates,male,5yearly,10_14,188.907
920,1955,estimates,female,5yearly,15_19,152.31
920,1955,estimates,male,5yearly,15_19,176.206
920,1955,estimates,female,5yearly,20_24,176.097
920,1955,estimates,male,5yearly,20_24,199.33
920,1955,estimates,female,5yearly,25_29,181.166
920,1955,estimates,male,5yearly,25_29,197.649
920,1955,estimates,female,5yearly,30_34,181.901
920,1955,estimates,male,5yearly,30_34,192.418
920,1955,estimates,female,5yearly,35_39,183.782
920,1955,estimates,male,5yearly,35_39,202.72
920,1955,estimates,female,5yearly,40_44,185.23
920,1955,estimates,male,5yearly,40_44,224.836
920,1955,estimates,female,5yearly,45_49,196.565
920,1955,estimates,male,5yearly,45_49,252.357
920,1955,estimates,female,5yearly,50_54,215.971
920,1955,estimates,male,5yearly,50_54,274.182
920,1955,estimates,female,5yearly,55_59,244.308
920,1955,estimates,male,5yearly,55_59,303.98
920,1955,estimates,female,5yearly,60_64,296.51
920,1955,estimates,male,5yearly,60_64,349.832
920,1955,estimates,female,5yearly,65_69,364.59
920,1955,estimates,male,5yearly,65_69,387.241
920,1955,estimates,female,5yearly,70_74,405.878
920,1955,estimates,male,5yearly,70_74,386.519
920,1955,estimates,female,5yearly,75_79,371.61
920,1955,estimates,male,5yearly,75_79,325.066
920,1955,estimates,female,5yearly,80_84,256.594
920,1955,estimates,male,5yearly,80_84,207.223
920,1955,estimates,female,5yearly,85_89,115.466
920,1955,estimates,male,5yearly,85_89,85.48
920,1955,estimates,female,5yearly,90_94,34.569
920,1955,estimates,male,5yearly,90_94,22.266
920,1955,estimates,female,5yearly,95plus,10.273
920,1955,estimates,male,5yearly,95plus,4.474
920,1960,estimates,female,5yearly,"Region, subregion, country or area *",South-Eastern Asia
920,1960,estimates,male,5yearly,"Region, subregion, country or area *",South-Eastern Asia
920,1960,estimates,female,5yearly,0_4,3696.217
920,1960,estimates,male,5yearly,0_4,4499.572
920,1960,estimates,female,5yearly,5_9,275.903
920,1960,estimates,male,5yearly,5_9,314.779
920,1960,estimates,female,5yearly,10_14,169.867
920,1960,estimates,male,5yearly,10_14,208.066
920,1960,estimates,female,5yearly,15_19,150.45
920,1960,estimates,male,5yearly,15_19,177.058
920,1960,estimates,female,5yearly,20_24,170.259
920,1960,estimates,male,5yearly,20_24,193.992
920,1960,estimates,female,5yearly,25_29,180.037
920,1960,estimates,male,5yearly,25_29,196.327
920,1960,estimates,female,5yearly,30_34,185.586
920,1960,estimates,male,5yearly,30_34,196.968
920,1960,estimates,female,5yearly,35_39,188.293
920,1960,estimates,male,5yearly,35_39,206.802
920,1960,estimates,female,5yearly,40_44,186.418
920,1960,estimates,male,5yearly,40_44,222.863
920,1960,estimates,female,5yearly,45_49,198.281
920,1960,estimates,male,5yearly,45_49,251.144
920,1960,estimates,female,5yearly,50_54,227.394
920,1960,estimates,male,5yearly,50_54,286.454
920,1960,estimates,female,5yearly,55_59,266.295
920,1960,estimates,male,5yearly,55_59,330.692
920,1960,estimates,female,5yearly,60_64,315.491
920,1960,estimates,male,5yearly,60_64,383.29
920,1960,estimates,female,5yearly,65_69,376.202
920,1960,estimates,male,5yearly,65_69,412.647
920,1960,estimates,female,5yearly,70_74,422.253
920,1960,estimates,male,5yearly,70_74,406.365
920,1960,estimates,female,5yearly,75_79,401.93
920,1960,estimates,male,5yearly,75_79,345.227
920,1960,estimates,female,5yearly,80_84,290.496
920,1960,estimates,male,5yearly,80_84,225.32
920,1960,estimates,female,5yearly,85_89,143.328
