region,year,variant,gender,freq,age5yearinterval,totaldeaths
926,1950,estimates,female,5yearly,"Region, subregion, country or area *",Western Europe
926,1950,estimates,male,5yearly,"Region, subregion, country or area *",Western Europe
926,1950,estimates,female,5yearly,0_4,269.94
926,1950,estimates,male,5yearly,0_4,375.662
926,1950,estimates,female,5yearly,5_9,12.564
926,1950,estimates,male,5yearly,5_9,18.879
926,1950,estimates,female,5yearly,10_14,12.047
926,1950,estimates,male,5yearly,10_14,19.152
926,1950,estimates,female,5yearly,15_19,17.669
926,1950,estimates,male,5yearly,15_19,32.935
926,1950,estimates,female,5yearly,20_24,25.085
926,1950,estimates,male,5yearly,20_24,45.628
926,1950,estimates,female,5yearly,25_29,34.16
926,1950,estimates,male,5yearly,25_29,49.109
926,1950,estimates,female,5yearly,30_34,37.912
926,1950,estimates,male,5yearly,30_34,45.218
926,1950,estimates,female,5yearly,35_39,51.183
926,1950,estimates,male,5yearly,35_39,59.086
926,1950,estimates,female,5yearly,40_44,85.553
926,1950,estimates,male,5yearly,40_44,105.478
926,1950,estimates,female,5yearly,45_49,123.125
926,1950,estimates,male,5yearly,45_49,169.512
926,1950,estimates,female,5yearly,50_54,169.074
926,1950,estimates,male,5yearly,50_54,241.045
926,1950,estimates,female,5yearly,55_59,226.472
926,1950,estimates,male,5yearly,55_59,291.886
926,1950,estimates,female,5yearly,60_64,312.754
926,1950,estimates,male,5yearly,60_64,359.296
926,1950,estimates,female,5yearly,65_69,442.219
926,1950,estimates,male,5yearly,65_69,468.679
926,1950,estimates,female,5yearly,70_74,604.996
926,1950,estimates,male,5yearly,70_74,588.118
926,1950,estimates,female,5yearly,75_79,684.872
926,1950,estimates,male,5yearly,75_79,608.836
926,1950,estimates,female,5yearly,80_84,544.122
926,1950,estimates,male,5yearly,80_84,425.787
926,1950,estimates,female,5yearly,85_89,303.584
926,1950,estimates,male,5yearly,85_89,202.617
926,1950,estimates,female,5yearly,90_94,115.035
926,1950,estimates,male,5yearly,90_94,68.771
926,1950,estimates,female,5yearly,95plus,23.104
926,1950,estimates,male,5yearly,95plus,13.501
926,1955,estimates,female,5yearly,"Region, subregion, country or area *",Western Europe
926,1955,estimates,male,5yearly,"Region, subregion, country or area *",Western Europe
926,1955,estimates,female,5yearly,0_4,227.929
926,1955,estimates,male,5yearly,0_4,306.115
926,1955,estimates,female,5yearly,5_9,10.53
926,1955,estimates,male,5yearly,5_9,15.89
926,1955,estimates,female,5yearly,10_14,9.225
926,1955,estimates,male,5yearly,10_14,15.641
926,1955,estimates,female,5yearly,15_19,13.142
926,1955,estimates,male,5yearly,15_19,30.927
926,1955,estimates,female,5yearly,20_24,18.903
926,1955,estimates,male,5yearly,20_24,45.889
926,1955,estimates,female,5yearly,25_29,23.861
926,1955,estimates,male,5yearly,25_29,46.532
926,1955,estimates,female,5yearly,30_34,33.785
926,1955,estimates,male,5yearly,30_34,49.451
926,1955,estimates,female,5yearly,35_39,40.753
926,1955,estimates,male,5yearly,35_39,50.916
926,1955,estimates,female,5yearly,40_44,59.431
926,1955,estimates,male,5yearly,40_44,74.478
926,1955,estimates,female,5yearly,45_49,105.09
926,1955,estimates,male,5yearly,45_49,146.108
926,1955,estimates,female,5yearly,50_54,154.557
926,1955,estimates,male,5yearly,50_54,249.602
926,1955,estimates,female,5yearly,55_59,216.826
926,1955,estimates,male,5yearly,55_59,356.778
926,1955,estimates,female,5yearly,60_64,304.948
926,1955,estimates,male,5yearly,60_64,420.143
926,1955,estimates,female,5yearly,65_69,436.485
926,1955,estimates,male,5yearly,65_69,495.365
926,1955,estimates,female,5yearly,70_74,602.842
926,1955,estimates,male,5yearly,70_74,593.97
926,1955,estimates,female,5yearly,75_79,721.549
926,1955,estimates,male,5yearly,75_79,631.778
926,1955,estimates,female,5yearly,80_84,641.94
926,1955,estimates,male,5yearly,80_84,507.393
926,1955,estimates,female,5yearly,85_89,359.783
926,1955,estimates,male,5yearly,85_89,246.126
926,1955,estimates,female,5yearly,90_94,128.564
926,1955,estimates,male,5yearly,90_94,72.331
926,1955,estimates,female,5yearly,95plus,29.318
926,1955,estimates,male,5yearly,95plus,14.402
926,1960,estimates,female,5yearly,"Region, subregion, country or area *",Western Europe
926,1960,estimates,male,5yearly,"Region, subregion, country or area *",Western Europe
926,1960,estimates,female,5yearly,0_4,191.596
926,1960,estimates,male,5yearly,0_4,259.535
926,1960,estimates,female,5yearly,5_9,9.521
926,1960,estimates,male,5yearly,5_9,14.765
926,1960,estimates,female,5yearly,10_14,9.054
926,1960,estimates,male,5yearly,10_14,15.98
926,1960,estimates,female,5yearly,15_19,11.969
926,1960,estimates,male,5yearly,15_19,29.695
926,1960,estimates,female,5yearly,20_24,16.462
926,1960,estimates,male,5yearly,20_24,43.494
926,1960,estimates,female,5yearly,25_29,20.749
926,1960,estimates,male,5yearly,25_29,45.945
926,1960,estimates,female,5yearly,30_34,27.451
926,1960,estimates,male,5yearly,30_34,49.311
926,1960,estimates,female,5yearly,35_39,42.264
926,1960,estimates,male,5yearly,35_39,62.899
926,1960,estimates,female,5yearly,40_44,54.036
926,1960,estimates,male,5yearly,40_44,72.699
926,1960,estimates,female,5yearly,45_49,81.982
926,1960,estimates,male,5yearly,45_49,114.028
926,1960,estimates,female,5yearly,50_54,143.848
926,1960,estimates,male,5yearly,50_54,227.199
926,1960,estimates,female,5yearly,55_59,213.341
926,1960,estimates,male,5yearly,55_59,376.758
926,1960,estimates,female,5yearly,60_64,312.015
926,1960,estimates,male,5yearly,60_64,507.958
926,1960,estimates,female,5yearly,65_69,448.254
926,1960,estimates,male,5yearly,65_69,559.367
926,1960,estimates,female,5yearly,70_74,619.898
926,1960,estimates,male,5yearly,70_74,606.822
926,1960,estimates,female,5yearly,75_79,755.56
