region,year,variant,gender,freq,age5yearinterval,totaldeaths
954,1950,estimates,female,5yearly,"Region, subregion, country or area *",Micronesia
954,1950,estimates,male,5yearly,"Region, subregion, country or area *",Micronesia
954,1950,estimates,female,5yearly,0_4,2.168
954,1950,estimates,male,5yearly,0_4,2.605
954,1950,estimates,female,5yearly,5_9,0.14
954,1950,estimates,male,5yearly,5_9,0.149
954,1950,estimates,female,5yearly,10_14,0.096
954,1950,estimates,male,5yearly,10_14,0.107
954,1950,estimates,female,5yearly,15_19,0.117
954,1950,estimates,male,5yearly,15_19,0.173
954,1950,estimates,female,5yearly,20_24,0.144
954,1950,estimates,male,5yearly,20_24,0.254
954,1950,estimates,female,5yearly,25_29,0.158
954,1950,estimates,male,5yearly,25_29,0.259
954,1950,estimates,female,5yearly,30_34,0.149
954,1950,estimates,male,5yearly,30_34,0.225
954,1950,estimates,female,5yearly,35_39,0.129
954,1950,estimates,male,5yearly,35_39,0.202
954,1950,estimates,female,5yearly,40_44,0.118
954,1950,estimates,male,5yearly,40_44,0.196
954,1950,estimates,female,5yearly,45_49,0.12
954,1950,estimates,male,5yearly,45_49,0.201
954,1950,estimates,female,5yearly,50_54,0.131
954,1950,estimates,male,5yearly,50_54,0.206
954,1950,estimates,female,5yearly,55_59,0.158
954,1950,estimates,male,5yearly,55_59,0.22
954,1950,estimates,female,5yearly,60_64,0.193
954,1950,estimates,male,5yearly,60_64,0.246
954,1950,estimates,female,5yearly,65_69,0.22
954,1950,estimates,male,5yearly,65_69,0.257
954,1950,estimates,female,5yearly,70_74,0.249
954,1950,estimates,male,5yearly,70_74,0.265
954,1950,estimates,female,5yearly,75_79,0.264
954,1950,estimates,male,5yearly,75_79,0.251
954,1950,estimates,female,5yearly,80_84,0.25
954,1950,estimates,male,5yearly,80_84,0.212
954,1950,estimates,female,5yearly,85_89,0.136
954,1950,estimates,male,5yearly,85_89,0.104
954,1950,estimates,female,5yearly,90_94,0.033
