country,variant,freq,year,under5mortalityper1000livebirth
174,estimates,5yearly,1950,287.501970749575
174,estimates,5yearly,1955,269.349722087322
174,estimates,5yearly,1960,249.265112457073
174,estimates,5yearly,1965,229.867019703979
174,estimates,5yearly,1970,207.790896123599
174,estimates,5yearly,1975,187.132773751535
174,estimates,5yearly,1980,158.177750814327
174,estimates,5yearly,1985,133.420022034082
174,estimates,5yearly,1990,113.788308119583
174,estimates,5yearly,1995,102.87442977848
174,estimates,5yearly,2000,100.541437227624
174,estimates,5yearly,2005,91.3305839634297
174,estimates,5yearly,2010,77.8282649055752
174,medium_variant,5yearly,2015,70.0604320469955
174,medium_variant,5yearly,2020,63.3709318746256
174,medium_variant,5yearly,2025,57.6203738371188
174,medium_variant,5yearly,2030,52.576733631611
174,medium_variant,5yearly,2035,48.1811682864053
174,medium_variant,5yearly,2040,44.3501279331781
174,medium_variant,5yearly,2045,40.9789051989654
174,medium_variant,5yearly,2050,37.910198838815
174,medium_variant,5yearly,2055,35.0844604637501
174,medium_variant,5yearly,2060,32.6985459261904
174,medium_variant,5yearly,2065,30.440663599391
174,medium_variant,5yearly,2070,28.4363833590854
174,medium_variant,5yearly,2075,26.4827857354519
174,medium_variant,5yearly,2080,24.6563074225157
174,medium_variant,5yearly,2085,22.9850034996116
174,medium_variant,5yearly,2090,21.2927205416357
174,medium_variant,5yearly,2095,19.631755727071
174,estimates,5yearly,Regi,Comoros
174,medium_variant,5yearly,Regi,Comoros
