agebroad,population,region,variant,year
"Region, subregion, country or area *",Lower-middle-income countries,1501,estimates,1950
0_1,49616.9,1501,estimates,1950
0_4,113497.671,1501,estimates,1950
0_14,294393.349,1501,estimates,1950
0_17,342757.825,1501,estimates,1950
0_19,373361.287,1501,estimates,1950
0_24,444542.703,1501,estimates,1950
3_4,41454.723,1501,estimates,1950
3_5,60939.488,1501,estimates,1950
3_6,79849.423,1501,estimates,1950
4_5,39726.963,1501,estimates,1950
4_6,58636.898,1501,estimates,1950
5_14,180895.678,1501,estimates,1950
5_10,110915.861,1501,estimates,1950
5_11,128782.149,1501,estimates,1950
6_9,73562.393,1501,estimates,1950
6_10,91431.096,1501,estimates,1950
6_11,109297.384,1501,estimates,1950
6_12,127048.284,1501,estimates,1950
7_10,72521.161,1501,estimates,1950
7_12,108138.349,1501,estimates,1950
11_16,102612.312,1501,estimates,1950
11_17,118344.293,1501,estimates,1950
11_18,133775.17,1501,estimates,1950
12_14,52113.529,1501,estimates,1950
12_16,84746.024,1501,estimates,1950
12_17,100478.005,1501,estimates,1950
12_18,115908.882,1501,estimates,1950
13_17,82727.105,1501,estimates,1950
13_18,98157.982,1501,estimates,1950
13_19,113330.567,1501,estimates,1950
15_17,48364.476,1501,estimates,1950
18_23,88331.739,1501,estimates,1950
15_24,150149.354,1501,estimates,1950
15_49,386295.712,1501,estimates,1950
15_59,436368.392,1501,estimates,1950
15_64,454330.144,1501,estimates,1950
20_64,375362.206,1501,estimates,1950
20_69,387423.295,1501,estimates,1950
25_49,236146.358,1501,estimates,1950
25_64,304180.79,1501,estimates,1950
25_69,316241.879,1501,estimates,1950
15plus,483883.837,1501,estimates,1950
16plus,467359.253,1501,estimates,1950
17plus,451251.342,1501,estimates,1950
18plus,435519.361,1501,estimates,1950
20plus,404915.899,1501,estimates,1950
21plus,390018.447,1501,estimates,1950
25plus,333734.483,1501,estimates,1950
50plus,97588.125,1501,estimates,1950
60plus,47515.445,1501,estimates,1950
65plus,29553.693,1501,estimates,1950
70plus,17492.604,1501,estimates,1950
75plus,8712.006,1501,estimates,1950
80plus,3469.678,1501,estimates,1950
85plus,1116.642,1501,estimates,1950
90plus,270.241,1501,estimates,1950
total,778277.186,1501,estimates,1950
"Region, subregion, country or area *",Lower-middle-income countries,1501,estimates,1951
0_1,52481.675,1501,estimates,1951
0_4,118689.85,1501,estimates,1951
0_14,301285.664,1501,estimates,1951
0_17,350437.227,1501,estimates,1951
0_19,381297.013,1501,estimates,1951
0_24,453432.369,1501,estimates,1951
3_4,42848.924,1501,estimates,1951
3_5,62816.258,1501,estimates,1951
3_6,82083.292,1501,estimates,1951
4_5,40831.217,1501,estimates,1951
4_6,60098.251,1501,estimates,1951
5_14,182595.814,1501,estimates,1951
5_10,112225.595,1501,estimates,1951
5_11,129972.64,1501,estimates,1951
6_9,74401.003,1501,estimates,1951
6_10,92258.261,1501,estimates,1951
6_11,110005.306,1501,estimates,1951
6_12,127740.742,1501,estimates,1951
7_10,72991.227,1501,estimates,1951
7_12,108473.708,1501,estimates,1951
11_16,103560.554,1501,estimates,1951
11_17,119521.782,1501,estimates,1951
11_18,135103.078,1501,estimates,1951
12_14,52623.174,1501,estimates,1951
12_16,85813.509,1501,estimates,1951
12_17,101774.737,1501,estimates,1951
12_18,117356.033,1501,estimates,1951
13_17,84039.301,1501,estimates,1951
13_18,99620.597,1501,estimates,1951
13_19,114899.087,1501,estimates,1951
15_17,49151.563,1501,estimates,1951
18_23,89244.977,1501,estimates,1951
15_24,152146.705,1501,estimates,1951
15_49,391891.556,1501,estimates,1951
15_59,442875.924,1501,estimates,1951
15_64,460881.73,1501,estimates,1951
20_64,380870.381,1501,estimates,1951
20_69,393231.194,1501,estimates,1951
25_49,239744.851,1501,estimates,1951
25_64,308735.025,1501,estimates,1951
25_69,321095.838,1501,estimates,1951
15plus,490913.336,1501,estimates,1951
16plus,474106.08,1501,estimates,1951
17plus,457723.001,1501,estimates,1951
18plus,441761.773,1501,estimates,1951
20plus,410901.987,1501,estimates,1951
21plus,395881.918,1501,estimates,1951
25plus,338766.631,1501,estimates,1951
50plus,99021.78,1501,estimates,1951
60plus,48037.412,1501,estimates,1951
65plus,30031.606,1501,estimates,1951
70plus,17670.793,1501,estimates,1951
75plus,8997.367,1501,estimates,1951
80plus,3668.111,1501,estimates,1951
85plus,1200.037,1501,estimates,1951
90plus,298.9,1501,estimates,1951
total,792199.0,1501,estimates,1951
"Region, subregion, country or area *",Lower-middle-income countries,1501,estimates,1952
0_1,55442.806,1501,estimates,1952
0_4,124161.038,1501,estimates,1952
0_14,308632.322,1501,estimates,1952
0_17,358700.579,1501,estimates,1952
0_19,389959.75,1501,estimates,1952
0_24,462891.882,1501,estimates,1952
3_4,44376.264,1501,estimates,1952
3_5,64902.952,1501,estimates,1952
3_6,84605.885,1501,estimates,1952
4_5,42083.378,1501,estimates,1952
4_6,61786.311,1501,estimates,1952
5_14,184471.284,1501,estimates,1952
5_10,113998.331,1501,estimates,1952
5_11,131743.016,1501,estimates,1952
6_9,75533.885,1501,estimates,1952
6_10,93471.643,1501,estimates,1952
6_11,111216.328,1501,estimates,1952
6_12,128850.008,1501,estimates,1952
7_10,73768.71,1501,estimates,1952
7_12,109147.075,1501,estimates,1952
11_16,104292.192,1501,estimates,1952
11_17,120541.21,1501,estimates,1952
11_18,136362.882,1501,estimates,1952
12_14,52728.268,1501,estimates,1952
12_16,86547.507,1501,estimates,1952
12_17,102796.525,1501,estimates,1952
12_18,118618.197,1501,estimates,1952
13_17,85162.845,1501,estimates,1952
13_18,100984.517,1501,estimates,1952
13_19,116422.016,1501,estimates,1952
15_17,50068.257,1501,estimates,1952
18_23,90188.722,1501,estimates,1952
15_24,154259.56,1501,estimates,1952
15_49,397939.61,1501,estimates,1952
15_59,449979.475,1501,estimates,1952
15_64,467872.003,1501,estimates,1952
20_64,386544.575,1501,estimates,1952
20_69,399370.017,1501,estimates,1952
25_49,243680.05,1501,estimates,1952
25_64,313612.443,1501,estimates,1952
25_69,326437.885,1501,estimates,1952
15plus,498380.691,1501,estimates,1952
16plus,481237.494,1501,estimates,1952
17plus,464561.452,1501,estimates,1952
18plus,448312.434,1501,estimates,1952
20plus,417053.263,1501,estimates,1952
21plus,401920.353,1501,estimates,1952
25plus,344121.131,1501,estimates,1952
50plus,100441.081,1501,estimates,1952
60plus,48401.216,1501,estimates,1952
65plus,30508.688,1501,estimates,1952
70plus,17683.246,1501,estimates,1952
75plus,9176.396,1501,estimates,1952
80plus,3792.98,1501,estimates,1952
85plus,1245.952,1501,estimates,1952
90plus,321.725,1501,estimates,1952
total,807013.013,1501,estimates,1952
"Region, subregion, country or area *",Lower-middle-income countries,1501,estimates,1953
0_1,57764.141,1501,estimates,1953
0_4,129142.84,1501,estimates,1953
0_14,315964.292,1501,estimates,1953
0_17,366948.068,1501,estimates,1953
0_19,398793.673,1501,estimates,1953
0_24,472544.929,1501,estimates,1953
3_4,46020.622,1501,estimates,1953
3_5,67181.839,1501,estimates,1953
3_6,87402.634,1501,estimates,1953
4_5,43475.877,1501,estimates,1953
4_6,63696.672,1501,estimates,1953
5_14,186821.452,1501,estimates,1953
5_10,116254.277,1501,estimates,1953
5_11,134098.729,1501,estimates,1953
6_9,76999.508,1501,estimates,1953
6_10,95093.06,1501,estimates,1953
6_11,112937.512,1501,estimates,1953
6_12,130596.368,1501,estimates,1953
7_10,74872.265,1501,estimates,1953
7_12,110375.573,1501,estimates,1953
11_16,104980.994,1501,estimates,1953
11_17,121550.951,1501,estimates,1953
11_18,137690.454,1501,estimates,1953
12_14,52722.723,1501,estimates,1953
12_16,87136.542,1501,estimates,1953
12_17,103706.499,1501,estimates,1953
12_18,119846.002,1501,estimates,1953
