region,variant,freq,year,under60mortalityper1000livebirth
1502,estimates,5yearly,1950,546.118906623737
1502,estimates,5yearly,1955,520.554710200862
1502,estimates,5yearly,1960,504.132851677584
1502,estimates,5yearly,1965,381.245032437828
1502,estimates,5yearly,1970,310.932627368953
1502,estimates,5yearly,1975,268.161688886257
1502,estimates,5yearly,1980,247.194275022833
1502,estimates,5yearly,1985,218.355862028676
1502,estimates,5yearly,1990,209.86121982768
1502,estimates,5yearly,1995,197.347415333446
1502,estimates,5yearly,2000,178.435975517636
1502,estimates,5yearly,2005,159.778542360387
1502,estimates,5yearly,2010,137.801938910988
1502,medium_variant,5yearly,2015,125.763052545271
1502,medium_variant,5yearly,2020,116.244199468155
1502,medium_variant,5yearly,2025,108.250271134632
1502,medium_variant,5yearly,2030,101.260163609984
1502,medium_variant,5yearly,2035,93.7927150458816
1502,medium_variant,5yearly,2040,86.5321882079159
1502,medium_variant,5yearly,2045,80.1765187758032
1502,medium_variant,5yearly,2050,74.4266392147672
1502,medium_variant,5yearly,2055,68.9275006120024
1502,medium_variant,5yearly,2060,63.8401968519712
1502,medium_variant,5yearly,2065,59.1580718689048
1502,medium_variant,5yearly,2070,54.9688376995118
1502,medium_variant,5yearly,2075,51.0153196267655
1502,medium_variant,5yearly,2080,47.4431131353874
1502,medium_variant,5yearly,2085,43.9961369453282
1502,medium_variant,5yearly,2090,40.7152121402539
1502,medium_variant,5yearly,2095,37.565721592266
1502,estimates,5yearly,Regi,Upper-middle-income countries
1502,medium_variant,5yearly,Regi,Upper-middle-income countries
