continent,variant,gender,freq,year,lifeexpectancyat15
904,estimates,female,5yearly,1950,50.8312353027616
904,estimates,male,5yearly,1950,48.3293073544193
904,estimates,female,5yearly,1955,52.5256684464056
904,estimates,male,5yearly,1955,49.9063716969882
904,estimates,female,5yearly,1960,54.0815590581492
904,estimates,male,5yearly,1960,51.1060459451079
904,estimates,female,5yearly,1965,55.3279383263772
904,estimates,male,5yearly,1965,51.9415381600658
904,estimates,female,5yearly,1970,56.6281995501936
904,estimates,male,5yearly,1970,52.5648299546566
904,estimates,female,5yearly,1975,57.5954136031672
904,estimates,male,5yearly,1975,52.6961335178637
904,estimates,female,5yearly,1980,58.6603417314645
904,estimates,male,5yearly,1980,52.9836904136995
904,estimates,female,5yearly,1985,59.5447020022649
904,estimates,male,5yearly,1985,53.4640167090137
904,estimates,female,5yearly,1990,60.5571219596976
904,estimates,male,5yearly,1990,54.1870511881492
904,estimates,female,5yearly,1995,61.9201166437675
904,estimates,male,5yearly,1995,55.6632001125707
904,estimates,female,5yearly,2000,63.0537821962241
904,estimates,male,5yearly,2000,56.78612652642
904,estimates,female,5yearly,2005,63.9806861057922
904,estimates,male,5yearly,2005,57.7086869270405
904,estimates,female,5yearly,2010,64.8961966250732
904,estimates,male,5yearly,2010,58.6529271632209
904,medium_variant,female,5yearly,2015,65.6209435042989
904,medium_variant,male,5yearly,2015,59.5008285460959
904,medium_variant,female,5yearly,2020,66.3298045612897
904,medium_variant,male,5yearly,2020,60.3669540237377
904,medium_variant,female,5yearly,2025,67.0173926571137
904,medium_variant,male,5yearly,2025,61.2401305504904
904,medium_variant,female,5yearly,2030,67.6834811837769
904,medium_variant,male,5yearly,2030,62.1451044637353
904,medium_variant,female,5yearly,2035,68.3252054471166
904,medium_variant,male,5yearly,2035,63.0656879380017
904,medium_variant,female,5yearly,2040,68.9421744960345
904,medium_variant,male,5yearly,2040,63.9896304933971
904,medium_variant,female,5yearly,2045,69.536610785817
904,medium_variant,male,5yearly,2045,64.9323209162417
904,medium_variant,female,5yearly,2050,70.1413838461421
904,medium_variant,male,5yearly,2050,65.8233784268451
904,medium_variant,female,5yearly,2055,70.7186909738325
904,medium_variant,male,5yearly,2055,66.6649357578783
904,medium_variant,female,5yearly,2060,71.2674704168724
904,medium_variant,male,5yearly,2060,67.4192853007355
904,medium_variant,female,5yearly,2065,71.819832694595
904,medium_variant,male,5yearly,2065,68.1020768157826
904,medium_variant,female,5yearly,2070,72.3554415720619
904,medium_variant,male,5yearly,2070,68.7353109686101
904,medium_variant,female,5yearly,2075,72.9043274144382
904,medium_variant,male,5yearly,2075,69.3325864380376
904,medium_variant,female,5yearly,2080,73.4399236908478
904,medium_variant,male,5yearly,2080,69.8938742545137
904,medium_variant,female,5yearly,2085,73.9714063120948
904,medium_variant,male,5yearly,2085,70.4518290139863
904,medium_variant,female,5yearly,2090,74.51130243315
904,medium_variant,male,5yearly,2090,70.99758314336
904,medium_variant,female,5yearly,2095,75.038509771729
904,medium_variant,male,5yearly,2095,71.538218392623
904,estimates,female,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,estimates,male,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,medium_variant,female,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
904,medium_variant,male,5yearly,Regi,LATIN AMERICA AND THE CARIBBEAN
