country,year,variant,gender,freq,age5yearinterval,totaldeaths
724,1950,estimates,female,5yearly,0_4,108.844
724,1950,estimates,male,5yearly,0_4,132.921
724,1950,estimates,female,5yearly,5_9,7.072
724,1950,estimates,male,5yearly,5_9,8.248
724,1950,estimates,female,5yearly,10_14,5.272
724,1950,estimates,male,5yearly,10_14,6.344
724,1950,estimates,female,5yearly,15_19,7.532
724,1950,estimates,male,5yearly,15_19,9.663
724,1950,estimates,female,5yearly,20_24,10.978
724,1950,estimates,male,5yearly,20_24,14.499
724,1950,estimates,female,5yearly,25_29,12.384
724,1950,estimates,male,5yearly,25_29,15.942
724,1950,estimates,female,5yearly,30_34,12.22
724,1950,estimates,male,5yearly,30_34,14.882
724,1950,estimates,female,5yearly,35_39,13.451
724,1950,estimates,male,5yearly,35_39,15.591
724,1950,estimates,female,5yearly,40_44,16.207
724,1950,estimates,male,5yearly,40_44,20.436
724,1950,estimates,female,5yearly,45_49,20.031
724,1950,estimates,male,5yearly,45_49,27.91
724,1950,estimates,female,5yearly,50_54,25.068
724,1950,estimates,male,5yearly,50_54,36.578
724,1950,estimates,female,5yearly,55_59,32.356
724,1950,estimates,male,5yearly,55_59,45.668
724,1950,estimates,female,5yearly,60_64,46.425
724,1950,estimates,male,5yearly,60_64,59.035
724,1950,estimates,female,5yearly,65_69,65.174
724,1950,estimates,male,5yearly,65_69,71.77
724,1950,estimates,female,5yearly,70_74,85.297
724,1950,estimates,male,5yearly,70_74,81.196
724,1950,estimates,female,5yearly,75_79,92.37
724,1950,estimates,male,5yearly,75_79,77.326
724,1950,estimates,female,5yearly,80_84,78.22
724,1950,estimates,male,5yearly,80_84,55.738
724,1950,estimates,female,5yearly,85_89,48.861
724,1950,estimates,male,5yearly,85_89,28.753
724,1950,estimates,female,5yearly,90_94,21.071
724,1950,estimates,male,5yearly,90_94,9.42
724,1950,estimates,female,5yearly,95plus,7.17
724,1950,estimates,male,5yearly,95plus,2.112
724,1955,estimates,female,5yearly,0_4,86.112
724,1955,estimates,male,5yearly,0_4,109.632
724,1955,estimates,female,5yearly,5_9,4.199
724,1955,estimates,male,5yearly,5_9,5.245
724,1955,estimates,female,5yearly,10_14,3.281
724,1955,estimates,male,5yearly,10_14,4.694
724,1955,estimates,female,5yearly,15_19,3.834
724,1955,estimates,male,5yearly,15_19,6.231
724,1955,estimates,female,5yearly,20_24,5.951
724,1955,estimates,male,5yearly,20_24,8.866
724,1955,estimates,female,5yearly,25_29,8.098
724,1955,estimates,male,5yearly,25_29,11.088
724,1955,estimates,female,5yearly,30_34,9.306
724,1955,estimates,male,5yearly,30_34,12.125
724,1955,estimates,female,5yearly,35_39,10.761
724,1955,estimates,male,5yearly,35_39,13.092
724,1955,estimates,female,5yearly,40_44,13.142
724,1955,estimates,male,5yearly,40_44,16.164
724,1955,estimates,female,5yearly,45_49,17.315
724,1955,estimates,male,5yearly,45_49,23.935
724,1955,estimates,female,5yearly,50_54,23.358
724,1955,estimates,male,5yearly,50_54,35.266
724,1955,estimates,female,5yearly,55_59,31.315
724,1955,estimates,male,5yearly,55_59,46.906
724,1955,estimates,female,5yearly,60_64,44.38
724,1955,estimates,male,5yearly,60_64,59.824
724,1955,estimates,female,5yearly,65_69,64.43
724,1955,estimates,male,5yearly,65_69,74.481
724,1955,estimates,female,5yearly,70_74,86.209
724,1955,estimates,male,5yearly,70_74,85.935
724,1955,estimates,female,5yearly,75_79,97.026
724,1955,estimates,male,5yearly,75_79,83.222
724,1955,estimates,female,5yearly,80_84,88.984
724,1955,estimates,male,5yearly,80_84,63.09
724,1955,estimates,female,5yearly,85_89,58.064
724,1955,estimates,male,5yearly,85_89,33.216
724,1955,estimates,female,5yearly,90_94,24.613
724,1955,estimates,male,5yearly,90_94,11.116
724,1955,estimates,female,5yearly,95plus,8.379
724,1955,estimates,male,5yearly,95plus,2.575
724,1960,estimates,female,5yearly,0_4,69.647
724,1960,estimates,male,5yearly,0_4,92.806
724,1960,estimates,female,5yearly,5_9,3.002
724,1960,estimates,male,5yearly,5_9,4.043
724,1960,estimates,female,5yearly,10_14,2.633
724,1960,estimates,male,5yearly,10_14,3.825
724,1960,estimates,female,5yearly,15_19,2.953
724,1960,estimates,male,5yearly,15_19,5.57
724,1960,estimates,female,5yearly,20_24,3.909
724,1960,estimates,male,5yearly,20_24,7.007
724,1960,estimates,female,5yearly,25_29,5.647
724,1960,estimates,male,5yearly,25_29,8.459
724,1960,estimates,female,5yearly,30_34,7.427
724,1960,estimates,male,5yearly,30_34,10.575
724,1960,estimates,female,5yearly,35_39,9.163
724,1960,estimates,male,5yearly,35_39,12.865
724,1960,estimates,female,5yearly,40_44,11.371
724,1960,estimates,male,5yearly,40_44,15.68
724,1960,estimates,female,5yearly,45_49,15.323
724,1960,estimates,male,5yearly,45_49,21.336
724,1960,estimates,female,5yearly,50_54,21.62
724,1960,estimates,male,5yearly,50_54,32.728
724,1960,estimates,female,5yearly,55_59,30.947
724,1960,estimates,male,5yearly,55_59,48.49
724,1960,estimates,female,5yearly,60_64,44.084
724,1960,estimates,male,5yearly,60_64,64.492
724,1960,estimates,female,5yearly,65_69,60.786
724,1960,estimates,male,5yearly,65_69,76.709
724,1960,estimates,female,5yearly,70_74,86.047
724,1960,estimates,male,5yearly,70_74,89.197
724,1960,estimates,female,5yearly,75_79,101.571
724,1960,estimates,male,5yearly,75_79,88.925
724,1960,estimates,female,5yearly,80_84,92.933
724,1960,estimates,male,5yearly,80_84,67.796
724,1960,estimates,female,5yearly,85_89,63.117
724,1960,estimates,male,5yearly,85_89,36.835
724,1960,estimates,female,5yearly,90_94,28.214
724,1960,estimates,male,5yearly,90_94,12.632
724,1960,estimates,female,5yearly,95plus,8.918
724,1960,estimates,male,5yearly,95plus,2.849
724,1965,estimates,female,5yearly,0_4,53.149
724,1965,estimates,male,5yearly,0_4,70.943
724,1965,estimates,female,5yearly,5_9,2.334
724,1965,estimates,male,5yearly,5_9,3.417
724,1965,estimates,female,5yearly,10_14,2.203
724,1965,estimates,male,5yearly,10_14,3.535
724,1965,estimates,female,5yearly,15_19,2.646
724,1965,estimates,male,5yearly,15_19,5.701
724,1965,estimates,female,5yearly,20_24,3.384
724,1965,estimates,male,5yearly,20_24,7.571
724,1965,estimates,female,5yearly,25_29,4.147
724,1965,estimates,male,5yearly,25_29,7.556
724,1965,estimates,female,5yearly,30_34,5.828
724,1965,estimates,male,5yearly,30_34,9.109
724,1965,estimates,female,5yearly,35_39,8.345
724,1965,estimates,male,5yearly,35_39,13.077
724,1965,estimates,female,5yearly,40_44,11.119
724,1965,estimates,male,5yearly,40_44,17.857
724,1965,estimates,female,5yearly,45_49,14.822
724,1965,estimates,male,5yearly,45_49,22.784
724,1965,estimates,female,5yearly,50_54,20.602
724,1965,estimates,male,5yearly,50_54,31.595
724,1965,estimates,female,5yearly,55_59,29.888
724,1965,estimates,male,5yearly,55_59,48.637
724,1965,estimates,female,5yearly,60_64,44.892
724,1965,estimates,male,5yearly,60_64,70.537
724,1965,estimates,female,5yearly,65_69,64.44
724,1965,estimates,male,5yearly,65_69,87.904
724,1965,estimates,female,5yearly,70_74,87.587
724,1965,estimates,male,5yearly,70_74,97.434
724,1965,estimates,female,5yearly,75_79,108.864
724,1965,estimates,male,5yearly,75_79,97.968
724,1965,estimates,female,5yearly,80_84,106.349
724,1965,estimates,male,5yearly,80_84,77.814
724,1965,estimates,female,5yearly,85_89,72.843
724,1965,estimates,male,5yearly,85_89,42.746
724,1965,estimates,female,5yearly,90_94,33.202
724,1965,estimates,male,5yearly,90_94,15.009
724,1965,estimates,female,5yearly,95plus,10.557
724,1965,estimates,male,5yearly,95plus,3.301
724,1970,estimates,female,5yearly,0_4,38.48
724,1970,estimates,male,5yearly,0_4,51.775
724,1970,estimates,female,5yearly,5_9,2.237
724,1970,estimates,male,5yearly,5_9,3.301
724,1970,estimates,female,5yearly,10_14,2.225
724,1970,estimates,male,5yearly,10_14,3.633
724,1970,estimates,female,5yearly,15_19,2.641
724,1970,estimates,male,5yearly,15_19,6.049
724,1970,estimates,female,5yearly,20_24,3.224
724,1970,estimates,male,5yearly,20_24,7.719
724,1970,estimates,female,5yearly,25_29,3.756
724,1970,estimates,male,5yearly,25_29,7.792
724,1970,estimates,female,5yearly,30_34,4.56
724,1970,estimates,male,5yearly,30_34,8.25
724,1970,estimates,female,5yearly,35_39,6.857
724,1970,estimates,male,5yearly,35_39,11.682
724,1970,estimates,female,5yearly,40_44,10.436
724,1970,estimates,male,5yearly,40_44,18.096
724,1970,estimates,female,5yearly,45_49,15.026
724,1970,estimates,male,5yearly,45_49,26.285
724,1970,estimates,female,5yearly,50_54,20.394
724,1970,estimates,male,5yearly,50_54,34.512
724,1970,estimates,female,5yearly,55_59,28.431
724,1970,estimates,male,5yearly,55_59,47.135
724,1970,estimates,female,5yearly,60_64,42.897
724,1970,estimates,male,5yearly,60_64,70.375
724,1970,estimates,female,5yearly,65_69,65.883
724,1970,estimates,male,5yearly,65_69,95.892
724,1970,estimates,female,5yearly,70_74,95.667
724,1970,estimates,male,5yearly,70_74,111.592
724,1970,estimates,female,5yearly,75_79,116.833
724,1970,estimates,male,5yearly,75_79,107.54
