country,year,variant,gender,freq,age5yearinterval,totaldeaths
516,1950,estimates,female,5yearly,0_4,12.502
516,1950,estimates,male,5yearly,0_4,15.346
516,1950,estimates,female,5yearly,5_9,0.892
516,1950,estimates,male,5yearly,5_9,0.953
516,1950,estimates,female,5yearly,10_14,0.589
516,1950,estimates,male,5yearly,10_14,0.592
516,1950,estimates,female,5yearly,15_19,0.701
516,1950,estimates,male,5yearly,15_19,0.737
516,1950,estimates,female,5yearly,20_24,0.83
516,1950,estimates,male,5yearly,20_24,0.941
516,1950,estimates,female,5yearly,25_29,0.857
516,1950,estimates,male,5yearly,25_29,0.981
516,1950,estimates,female,5yearly,30_34,0.843
516,1950,estimates,male,5yearly,30_34,0.939
516,1950,estimates,female,5yearly,35_39,0.826
516,1950,estimates,male,5yearly,35_39,0.941
516,1950,estimates,female,5yearly,40_44,0.776
516,1950,estimates,male,5yearly,40_44,0.955
516,1950,estimates,female,5yearly,45_49,0.782
516,1950,estimates,male,5yearly,45_49,1.006
516,1950,estimates,female,5yearly,50_54,0.848
516,1950,estimates,male,5yearly,50_54,1.081
516,1950,estimates,female,5yearly,55_59,0.939
516,1950,estimates,male,5yearly,55_59,1.105
516,1950,estimates,female,5yearly,60_64,1.131
516,1950,estimates,male,5yearly,60_64,1.204
516,1950,estimates,female,5yearly,65_69,1.307
516,1950,estimates,male,5yearly,65_69,1.29
516,1950,estimates,female,5yearly,70_74,1.318
516,1950,estimates,male,5yearly,70_74,1.329
516,1950,estimates,female,5yearly,75_79,1.075
516,1950,estimates,male,5yearly,75_79,1.138
516,1950,estimates,female,5yearly,80_84,0.61
516,1950,estimates,male,5yearly,80_84,0.637
516,1950,estimates,female,5yearly,85_89,0.251
516,1950,estimates,male,5yearly,85_89,0.247
516,1950,estimates,female,5yearly,90_94,0.078
516,1950,estimates,male,5yearly,90_94,0.063
516,1950,estimates,female,5yearly,95plus,0.012
516,1950,estimates,male,5yearly,95plus,0.008
516,1955,estimates,female,5yearly,0_4,12.057
516,1955,estimates,male,5yearly,0_4,14.579
516,1955,estimates,female,5yearly,5_9,0.89
516,1955,estimates,male,5yearly,5_9,0.92
516,1955,estimates,female,5yearly,10_14,0.583
516,1955,estimates,male,5yearly,10_14,0.589
516,1955,estimates,female,5yearly,15_19,0.672
516,1955,estimates,male,5yearly,15_19,0.712
516,1955,estimates,female,5yearly,20_24,0.75
516,1955,estimates,male,5yearly,20_24,0.855
516,1955,estimates,female,5yearly,25_29,0.791
516,1955,estimates,male,5yearly,25_29,0.9
516,1955,estimates,female,5yearly,30_34,0.798
516,1955,estimates,male,5yearly,30_34,0.905
516,1955,estimates,female,5yearly,35_39,0.779
516,1955,estimates,male,5yearly,35_39,0.917
516,1955,estimates,female,5yearly,40_44,0.756
516,1955,estimates,male,5yearly,40_44,0.926
