country,year,variant,gender,freq,age5yearinterval,totaldeaths
178,1950,estimates,female,5yearly,0_4,20.977
178,1950,estimates,male,5yearly,0_4,22.527
178,1950,estimates,female,5yearly,5_9,2.466
178,1950,estimates,male,5yearly,5_9,2.32
178,1950,estimates,female,5yearly,10_14,1.435
178,1950,estimates,male,5yearly,10_14,1.329
178,1950,estimates,female,5yearly,15_19,1.201
178,1950,estimates,male,5yearly,15_19,1.247
178,1950,estimates,female,5yearly,20_24,1.279
178,1950,estimates,male,5yearly,20_24,1.5
178,1950,estimates,female,5yearly,25_29,1.311
178,1950,estimates,male,5yearly,25_29,1.474
178,1950,estimates,female,5yearly,30_34,1.327
178,1950,estimates,male,5yearly,30_34,1.354
178,1950,estimates,female,5yearly,35_39,1.313
178,1950,estimates,male,5yearly,35_39,1.334
178,1950,estimates,female,5yearly,40_44,1.248
178,1950,estimates,male,5yearly,40_44,1.368
178,1950,estimates,female,5yearly,45_49,1.188
178,1950,estimates,male,5yearly,45_49,1.422
178,1950,estimates,female,5yearly,50_54,1.234
178,1950,estimates,male,5yearly,50_54,1.512
178,1950,estimates,female,5yearly,55_59,1.377
178,1950,estimates,male,5yearly,55_59,1.552
178,1950,estimates,female,5yearly,60_64,1.581
178,1950,estimates,male,5yearly,60_64,1.579
178,1950,estimates,female,5yearly,65_69,1.787
178,1950,estimates,male,5yearly,65_69,1.658
178,1950,estimates,female,5yearly,70_74,1.817
178,1950,estimates,male,5yearly,70_74,1.594
178,1950,estimates,female,5yearly,75_79,1.545
178,1950,estimates,male,5yearly,75_79,1.279
178,1950,estimates,female,5yearly,80_84,0.957
178,1950,estimates,male,5yearly,80_84,0.743
178,1950,estimates,female,5yearly,85_89,0.413
178,1950,estimates,male,5yearly,85_89,0.295
178,1950,estimates,female,5yearly,90_94,0.131
178,1950,estimates,male,5yearly,90_94,0.08
178,1950,estimates,female,5yearly,95plus,0.027
178,1950,estimates,male,5yearly,95plus,0.01
178,1955,estimates,female,5yearly,0_4,20.021
178,1955,estimates,male,5yearly,0_4,21.974
178,1955,estimates,female,5yearly,5_9,2.31
178,1955,estimates,male,5yearly,5_9,2.246
178,1955,estimates,female,5yearly,10_14,1.342
178,1955,estimates,male,5yearly,10_14,1.277
178,1955,estimates,female,5yearly,15_19,1.135
178,1955,estimates,male,5yearly,15_19,1.221
178,1955,estimates,female,5yearly,20_24,1.214
