country,year,variant,gender,freq,age5yearinterval,totaldeaths
422,1950,estimates,female,5yearly,"Region, subregion, country or area *",Lebanon
422,1950,estimates,male,5yearly,"Region, subregion, country or area *",Lebanon
422,1950,estimates,female,5yearly,0_4,11.688
422,1950,estimates,male,5yearly,0_4,14.129
422,1950,estimates,female,5yearly,5_9,0.653
422,1950,estimates,male,5yearly,5_9,0.696
422,1950,estimates,female,5yearly,10_14,0.502
422,1950,estimates,male,5yearly,10_14,0.52
422,1950,estimates,female,5yearly,15_19,0.705
422,1950,estimates,male,5yearly,15_19,0.798
422,1950,estimates,female,5yearly,20_24,0.888
422,1950,estimates,male,5yearly,20_24,1.067
422,1950,estimates,female,5yearly,25_29,0.891
422,1950,estimates,male,5yearly,25_29,1.023
422,1950,estimates,female,5yearly,30_34,0.769
422,1950,estimates,male,5yearly,30_34,0.852
422,1950,estimates,female,5yearly,35_39,0.834
422,1950,estimates,male,5yearly,35_39,0.976
422,1950,estimates,female,5yearly,40_44,1.027
422,1950,estimates,male,5yearly,40_44,1.3
422,1950,estimates,female,5yearly,45_49,1.151
422,1950,estimates,male,5yearly,45_49,1.54
422,1950,estimates,female,5yearly,50_54,1.348
422,1950,estimates,male,5yearly,50_54,1.856
422,1950,estimates,female,5yearly,55_59,1.749
422,1950,estimates,male,5yearly,55_59,2.421
422,1950,estimates,female,5yearly,60_64,2.396
422,1950,estimates,male,5yearly,60_64,3.182
422,1950,estimates,female,5yearly,65_69,3.219
422,1950,estimates,male,5yearly,65_69,3.998
422,1950,estimates,female,5yearly,70_74,4.112
422,1950,estimates,male,5yearly,70_74,4.74
422,1950,estimates,female,5yearly,75_79,4.377
422,1950,estimates,male,5yearly,75_79,4.661
422,1950,estimates,female,5yearly,80_84,3.388
422,1950,estimates,male,5yearly,80_84,3.375
422,1950,estimates,female,5yearly,85_89,1.883
422,1950,estimates,male,5yearly,85_89,1.727
422,1950,estimates,female,5yearly,90_94,0.765
422,1950,estimates,male,5yearly,90_94,0.606
422,1950,estimates,female,5yearly,95plus,0.193
422,1950,estimates,male,5yearly,95plus,0.12
422,1955,estimates,female,5yearly,"Region, subregion, country or area *",Lebanon
422,1955,estimates,male,5yearly,"Region, subregion, country or area *",Lebanon
422,1955,estimates,female,5yearly,0_4,11.705
422,1955,estimates,male,5yearly,0_4,14.413
422,1955,estimates,female,5yearly,5_9,0.721
422,1955,estimates,male,5yearly,5_9,0.829
422,1955,estimates,female,5yearly,10_14,0.462
422,1955,estimates,male,5yearly,10_14,0.525
422,1955,estimates,female,5yearly,15_19,0.616
422,1955,estimates,male,5yearly,15_19,0.713
422,1955,estimates,female,5yearly,20_24,0.805
422,1955,estimates,male,5yearly,20_24,0.975
422,1955,estimates,female,5yearly,25_29,0.882
422,1955,estimates,male,5yearly,25_29,1.032
422,1955,estimates,female,5yearly,30_34,0.872
422,1955,estimates,male,5yearly,30_34,0.981
422,1955,estimates,female,5yearly,35_39,0.782
422,1955,estimates,male,5yearly,35_39,0.919
422,1955,estimates,female,5yearly,40_44,0.893
422,1955,estimates,male,5yearly,40_44,1.137
422,1955,estimates,female,5yearly,45_49,1.193
422,1955,estimates,male,5yearly,45_49,1.601
422,1955,estimates,female,5yearly,50_54,1.428
422,1955,estimates,male,5yearly,50_54,1.977
422,1955,estimates,female,5yearly,55_59,1.725
422,1955,estimates,male,5yearly,55_59,2.403
422,1955,estimates,female,5yearly,60_64,2.313
422,1955,estimates,male,5yearly,60_64,3.096
422,1955,estimates,female,5yearly,65_69,3.23
422,1955,estimates,male,5yearly,65_69,3.978
422,1955,estimates,female,5yearly,70_74,4.123
422,1955,estimates,male,5yearly,70_74,4.645
422,1955,estimates,female,5yearly,75_79,4.585
422,1955,estimates,male,5yearly,75_79,4.75
422,1955,estimates,female,5yearly,80_84,3.877
422,1955,estimates,male,5yearly,80_84,3.696
422,1955,estimates,female,5yearly,85_89,2.121
422,1955,estimates,male,5yearly,85_89,1.878
422,1955,estimates,female,5yearly,90_94,0.757
422,1955,estimates,male,5yearly,90_94,0.599
