region,variant,freq,year,populationgrowthrate
1517,estimates,5yearly,1950,2.0
1517,estimates,5yearly,1955,1.976
1517,estimates,5yearly,1960,2.154
1517,estimates,5yearly,1965,2.363
1517,estimates,5yearly,1970,2.216
1517,estimates,5yearly,1975,2.011
1517,estimates,5yearly,1980,2.02
1517,estimates,5yearly,1985,2.005
1517,estimates,5yearly,1990,1.611
1517,estimates,5yearly,1995,1.359
1517,estimates,5yearly,2000,1.239
1517,estimates,5yearly,2005,1.187
1517,estimates,5yearly,2010,1.153
1517,constant_fertility,5yearly,2015,1.109
1517,constant_mortality,5yearly,2015,0.982
1517,high_variant,5yearly,2015,1.215
1517,instant_replacement,5yearly,2015,0.94
1517,low_variant,5yearly,2015,0.847
1517,medium_variant,5yearly,2015,1.032
1517,momentum,5yearly,2015,0.952
1517,no_change,5yearly,2015,1.058
1517,zero_migration,5yearly,2015,1.078
1517,constant_fertility,5yearly,2020,1.036
1517,constant_mortality,5yearly,2020,0.807
1517,high_variant,5yearly,2020,1.167
1517,instant_replacement,5yearly,2020,0.839
1517,low_variant,5yearly,2020,0.622
1517,medium_variant,5yearly,2020,0.899
1517,momentum,5yearly,2020,0.817
1517,no_change,5yearly,2020,0.942
1517,zero_migration,5yearly,2020,0.94
1517,constant_fertility,5yearly,2025,0.967
1517,constant_mortality,5yearly,2025,0.639
1517,high_variant,5yearly,2025,1.081
1517,instant_replacement,5yearly,2025,0.733
1517,low_variant,5yearly,2025,0.44
1517,medium_variant,5yearly,2025,0.77
1517,momentum,5yearly,2025,0.686
1517,no_change,5yearly,2025,0.834
1517,zero_migration,5yearly,2025,0.812
1517,constant_fertility,5yearly,2030,0.923
1517,constant_mortality,5yearly,2030,0.492
1517,high_variant,5yearly,2030,0.957
1517,instant_replacement,5yearly,2030,0.637
1517,low_variant,5yearly,2030,0.339
1517,medium_variant,5yearly,2030,0.662
1517,momentum,5yearly,2030,0.56
1517,no_change,5yearly,2030,0.751
1517,zero_migration,5yearly,2030,0.702
1517,constant_fertility,5yearly,2035,0.899
1517,constant_mortality,5yearly,2035,0.359
1517,high_variant,5yearly,2035,0.879
1517,instant_replacement,5yearly,2035,0.541
1517,low_variant,5yearly,2035,0.227
1517,medium_variant,5yearly,2035,0.566
1517,momentum,5yearly,2035,0.439
1517,no_change,5yearly,2035,0.689
1517,zero_migration,5yearly,2035,0.606
1517,constant_fertility,5yearly,2040,0.891
1517,constant_mortality,5yearly,2040,0.236
1517,high_variant,5yearly,2040,0.842
1517,instant_replacement,5yearly,2040,0.457
1517,low_variant,5yearly,2040,0.099
1517,medium_variant,5yearly,2040,0.48
1517,momentum,5yearly,2040,0.332
1517,no_change,5yearly,2040,0.644
1517,zero_migration,5yearly,2040,0.519
1517,constant_fertility,5yearly,2045,0.895
1517,constant_mortality,5yearly,2045,0.118
1517,high_variant,5yearly,2045,0.819
1517,instant_replacement,5yearly,2045,0.382
1517,low_variant,5yearly,2045,-0.042
1517,medium_variant,5yearly,2045,0.394
1517,momentum,5yearly,2045,0.245
1517,no_change,5yearly,2045,0.614
1517,zero_migration,5yearly,2045,0.434
1517,constant_fertility,5yearly,2050,0.915
1517,constant_mortality,5yearly,2050,0.006
1517,high_variant,5yearly,2050,0.787
1517,instant_replacement,5yearly,2050,0.311
1517,low_variant,5yearly,2050,-0.179
1517,medium_variant,5yearly,2050,0.31
1517,momentum,5yearly,2050,0.165
1517,no_change,5yearly,2050,0.605
1517,zero_migration,5yearly,2050,0.349
1517,constant_fertility,5yearly,2055,0.955
1517,constant_mortality,5yearly,2055,-0.096
1517,high_variant,5yearly,2055,0.742
1517,instant_replacement,5yearly,2055,0.245
1517,low_variant,5yearly,2055,-0.3
1517,medium_variant,5yearly,2055,0.233
1517,momentum,5yearly,2055,0.095
1517,no_change,5yearly,2055,0.618
1517,zero_migration,5yearly,2055,0.271
1517,constant_fertility,5yearly,2060,1.015
1517,constant_mortality,5yearly,2060,-0.181
1517,high_variant,5yearly,2060,0.703
1517,instant_replacement,5yearly,2060,0.192
1517,low_variant,5yearly,2060,-0.401
1517,medium_variant,5yearly,2060,0.17
1517,momentum,5yearly,2060,0.04
1517,no_change,5yearly,2060,0.654
1517,zero_migration,5yearly,2060,0.207
1517,constant_fertility,5yearly,2065,1.092
1517,constant_mortality,5yearly,2065,-0.247
1517,high_variant,5yearly,2065,0.68
1517,instant_replacement,5yearly,2065,0.154
1517,low_variant,5yearly,2065,-0.493
1517,medium_variant,5yearly,2065,0.12
1517,momentum,5yearly,2065,0.005
1517,no_change,5yearly,2065,0.71
1517,zero_migration,5yearly,2065,0.155
1517,constant_fertility,5yearly,2070,1.183
1517,constant_mortality,5yearly,2070,-0.299
1517,high_variant,5yearly,2070,0.674
1517,instant_replacement,5yearly,2070,0.128
1517,low_variant,5yearly,2070,-0.584
1517,medium_variant,5yearly,2070,0.078
1517,momentum,5yearly,2070,-0.011
1517,no_change,5yearly,2070,0.782
1517,zero_migration,5yearly,2070,0.111
1517,constant_fertility,5yearly,2075,1.284
1517,constant_mortality,5yearly,2075,-0.341
1517,high_variant,5yearly,2075,0.676
1517,instant_replacement,5yearly,2075,0.113
1517,low_variant,5yearly,2075,-0.675
1517,medium_variant,5yearly,2075,0.041
1517,momentum,5yearly,2075,-0.011
1517,no_change,5yearly,2075,0.865
1517,zero_migration,5yearly,2075,0.072
1517,constant_fertility,5yearly,2080,1.396
