region,variant,freq,year,populationgrowthrate
1500,estimates,5yearly,1950,1.662
1500,estimates,5yearly,1955,2.108
1500,estimates,5yearly,1960,2.232
1500,estimates,5yearly,1965,2.495
1500,estimates,5yearly,1970,2.51
1500,estimates,5yearly,1975,2.444
1500,estimates,5yearly,1980,2.399
1500,estimates,5yearly,1985,2.628
1500,estimates,5yearly,1990,2.82
1500,estimates,5yearly,1995,2.694
1500,estimates,5yearly,2000,2.776
1500,estimates,5yearly,2005,2.735
1500,estimates,5yearly,2010,2.728
1500,constant_fertility,5yearly,2015,2.899
1500,constant_mortality,5yearly,2015,2.529
1500,high_variant,5yearly,2015,2.798
1500,instant_replacement,5yearly,2015,1.035
1500,low_variant,5yearly,2015,2.464
1500,medium_variant,5yearly,2015,2.632
1500,momentum,5yearly,2015,1.056
1500,no_change,5yearly,2015,2.794
1500,zero_migration,5yearly,2015,2.699
1500,constant_fertility,5yearly,2020,3.008
1500,constant_mortality,5yearly,2020,2.345
1500,high_variant,5yearly,2020,2.766
1500,instant_replacement,5yearly,2020,1.213
1500,low_variant,5yearly,2020,2.259
1500,medium_variant,5yearly,2020,2.516
1500,momentum,5yearly,2020,1.206
1500,no_change,5yearly,2020,2.831
1500,zero_migration,5yearly,2020,2.576
1500,constant_fertility,5yearly,2025,3.062
1500,constant_mortality,5yearly,2025,2.17
1500,high_variant,5yearly,2025,2.689
1500,instant_replacement,5yearly,2025,1.342
1500,low_variant,5yearly,2025,2.084
1500,medium_variant,5yearly,2025,2.395
1500,momentum,5yearly,2025,1.306
1500,no_change,5yearly,2025,2.829
1500,zero_migration,5yearly,2025,2.448
1500,constant_fertility,5yearly,2030,3.082
1500,constant_mortality,5yearly,2030,1.998
1500,high_variant,5yearly,2030,2.544
1500,instant_replacement,5yearly,2030,1.375
1500,low_variant,5yearly,2030,1.969
1500,medium_variant,5yearly,2030,2.267
1500,momentum,5yearly,2030,1.303
1500,no_change,5yearly,2030,2.803
1500,zero_migration,5yearly,2030,2.313
