country,year,variant,freq,age5yearinterval,fertilityrateper1000women
752,1950,estimates,5yearly,"Region, subregion, country or area *",Sweden
752,1950,estimates,5yearly,15_19,37.966
752,1950,estimates,5yearly,20_24,127.492
752,1950,estimates,5yearly,25_29,127.961
752,1950,estimates,5yearly,30_34,87.687
752,1950,estimates,5yearly,35_39,48.691
752,1950,estimates,5yearly,40_44,16.305
752,1950,estimates,5yearly,45_49,1.338
752,1955,estimates,5yearly,"Region, subregion, country or area *",Sweden
752,1955,estimates,5yearly,15_19,37.111
752,1955,estimates,5yearly,20_24,133.045
752,1955,estimates,5yearly,25_29,136.443
752,1955,estimates,5yearly,30_34,85.673
752,1955,estimates,5yearly,35_39,42.99
752,1955,estimates,5yearly,40_44,13.149
752,1955,estimates,5yearly,45_49,0.989
752,1960,estimates,5yearly,"Region, subregion, country or area *",Sweden
752,1960,estimates,5yearly,15_19,41.352
752,1960,estimates,5yearly,20_24,135.662
752,1960,estimates,5yearly,25_29,147.154
752,1960,estimates,5yearly,30_34,86.912
752,1960,estimates,5yearly,35_39,39.3
752,1960,estimates,5yearly,40_44,10.951
752,1960,estimates,5yearly,45_49,0.749
752,1965,estimates,5yearly,"Region, subregion, country or area *",Sweden
752,1965,estimates,5yearly,15_19,43.111
752,1965,estimates,5yearly,20_24,129.46
752,1965,estimates,5yearly,25_29,140.418
752,1965,estimates,5yearly,30_34,79.231
752,1965,estimates,5yearly,35_39,33.328
752,1965,estimates,5yearly,40_44,7.96
752,1965,estimates,5yearly,45_49,0.512
752,1970,estimates,5yearly,"Region, subregion, country or area *",Sweden
752,1970,estimates,5yearly,15_19,32.53
752,1970,estimates,5yearly,20_24,122.355
752,1970,estimates,5yearly,25_29,129.273
752,1970,estimates,5yearly,30_34,67.61
752,1970,estimates,5yearly,35_39,24.232
752,1970,estimates,5yearly,40_44,4.921
752,1970,estimates,5yearly,45_49,0.259
752,1975,estimates,5yearly,"Region, subregion, country or area *",Sweden
752,1975,estimates,5yearly,15_19,21.181
752,1975,estimates,5yearly,20_24,101.724
752,1975,estimates,5yearly,25_29,119.836
752,1975,estimates,5yearly,30_34,64.161
752,1975,estimates,5yearly,35_39,22.0
752,1975,estimates,5yearly,40_44,3.838
