country,year,variant,freq,age5yearinterval,fertilityrateper1000women
275,1950,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1950,estimates,5yearly,15_19,105.962
275,1950,estimates,5yearly,20_24,290.831
275,1950,estimates,5yearly,25_29,377.472
275,1950,estimates,5yearly,30_34,318.89
275,1950,estimates,5yearly,35_39,270.654
275,1950,estimates,5yearly,40_44,90.833
275,1950,estimates,5yearly,45_49,21.358
275,1955,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1955,estimates,5yearly,15_19,105.962
275,1955,estimates,5yearly,20_24,290.831
275,1955,estimates,5yearly,25_29,377.472
275,1955,estimates,5yearly,30_34,318.89
275,1955,estimates,5yearly,35_39,270.654
275,1955,estimates,5yearly,40_44,90.833
275,1955,estimates,5yearly,45_49,21.358
275,1960,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1960,estimates,5yearly,15_19,114.792
275,1960,estimates,5yearly,20_24,315.067
275,1960,estimates,5yearly,25_29,408.928
275,1960,estimates,5yearly,30_34,345.464
275,1960,estimates,5yearly,35_39,293.209
275,1960,estimates,5yearly,40_44,98.402
275,1960,estimates,5yearly,45_49,23.138
275,1965,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1965,estimates,5yearly,15_19,114.779
275,1965,estimates,5yearly,20_24,315.057
275,1965,estimates,5yearly,25_29,408.936
275,1965,estimates,5yearly,30_34,345.455
275,1965,estimates,5yearly,35_39,293.231
275,1965,estimates,5yearly,40_44,98.404
275,1965,estimates,5yearly,45_49,23.138
275,1970,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1970,estimates,5yearly,15_19,110.424
275,1970,estimates,5yearly,20_24,303.175
275,1970,estimates,5yearly,25_29,393.502
275,1970,estimates,5yearly,30_34,332.457
275,1970,estimates,5yearly,35_39,282.232
275,1970,estimates,5yearly,40_44,94.713
275,1970,estimates,5yearly,45_49,22.297
275,1975,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1975,estimates,5yearly,15_19,108.777
275,1975,estimates,5yearly,20_24,296.57
275,1975,estimates,5yearly,25_29,382.31
275,1975,estimates,5yearly,30_34,330.623
275,1975,estimates,5yearly,35_39,267.065
275,1975,estimates,5yearly,40_44,95.795
275,1975,estimates,5yearly,45_49,19.66
275,1980,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1980,estimates,5yearly,15_19,97.122
275,1980,estimates,5yearly,20_24,285.193
275,1980,estimates,5yearly,25_29,342.347
275,1980,estimates,5yearly,30_34,330.038
275,1980,estimates,5yearly,35_39,238.556
275,1980,estimates,5yearly,40_44,98.194
275,1980,estimates,5yearly,45_49,18.37
275,1985,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1985,estimates,5yearly,15_19,100.007
275,1985,estimates,5yearly,20_24,297.656
275,1985,estimates,5yearly,25_29,339.7
275,1985,estimates,5yearly,30_34,301.224
275,1985,estimates,5yearly,35_39,212.947
275,1985,estimates,5yearly,40_44,80.168
275,1985,estimates,5yearly,45_49,19.758
275,1990,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1990,estimates,5yearly,15_19,110.087
275,1990,estimates,5yearly,20_24,311.402
275,1990,estimates,5yearly,25_29,339.32
275,1990,estimates,5yearly,30_34,277.37
275,1990,estimates,5yearly,35_39,194.329
275,1990,estimates,5yearly,40_44,75.487
275,1990,estimates,5yearly,45_49,12.625
275,1995,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,1995,estimates,5yearly,15_19,97.004
275,1995,estimates,5yearly,20_24,290.408
275,1995,estimates,5yearly,25_29,291.732
275,1995,estimates,5yearly,30_34,245.58
275,1995,estimates,5yearly,35_39,165.586
275,1995,estimates,5yearly,40_44,65.505
275,1995,estimates,5yearly,45_49,5.225
275,2000,estimates,5yearly,"Region, subregion, country or area *",State of Palestine
275,2000,estimates,5yearly,15_19,70.548
275,2000,estimates,5yearly,20_24,254.617
275,2000,estimates,5yearly,25_29,256.603
275,2000,estimates,5yearly,30_34,220.401
275,2000,estimates,5yearly,35_39,142.741
