country,year,variant,freq,age5yearinterval,fertilityrateper1000women
728,1950,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1950,estimates,5yearly,15_19,142.31
728,1950,estimates,5yearly,20_24,323.988
728,1950,estimates,5yearly,25_29,312.816
728,1950,estimates,5yearly,30_34,229.691
728,1950,estimates,5yearly,35_39,177.555
728,1950,estimates,5yearly,40_44,85.918
728,1950,estimates,5yearly,45_49,57.722
728,1955,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1955,estimates,5yearly,15_19,143.38
728,1955,estimates,5yearly,20_24,326.424
728,1955,estimates,5yearly,25_29,315.168
728,1955,estimates,5yearly,30_34,231.418
728,1955,estimates,5yearly,35_39,178.89
728,1955,estimates,5yearly,40_44,86.564
728,1955,estimates,5yearly,45_49,58.156
728,1960,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1960,estimates,5yearly,15_19,144.45
728,1960,estimates,5yearly,20_24,328.86
728,1960,estimates,5yearly,25_29,317.52
728,1960,estimates,5yearly,30_34,233.145
728,1960,estimates,5yearly,35_39,180.225
728,1960,estimates,5yearly,40_44,87.21
728,1960,estimates,5yearly,45_49,58.59
728,1965,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1965,estimates,5yearly,15_19,146.59
728,1965,estimates,5yearly,20_24,333.732
728,1965,estimates,5yearly,25_29,322.224
728,1965,estimates,5yearly,30_34,236.599
728,1965,estimates,5yearly,35_39,182.895
728,1965,estimates,5yearly,40_44,88.502
728,1965,estimates,5yearly,45_49,59.458
728,1970,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1970,estimates,5yearly,15_19,147.522
728,1970,estimates,5yearly,20_24,335.478
728,1970,estimates,5yearly,25_29,324.024
728,1970,estimates,5yearly,30_34,238.602
728,1970,estimates,5yearly,35_39,184.23
728,1970,estimates,5yearly,40_44,89.838
728,1970,estimates,5yearly,45_49,60.306
728,1975,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1975,estimates,5yearly,15_19,146.289
728,1975,estimates,5yearly,20_24,329.53
728,1975,estimates,5yearly,25_29,320.535
728,1975,estimates,5yearly,30_34,242.061
728,1975,estimates,5yearly,35_39,184.764
728,1975,estimates,5yearly,40_44,97.019
728,1975,estimates,5yearly,45_49,63.802
728,1980,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1980,estimates,5yearly,15_19,141.9
728,1980,estimates,5yearly,20_24,316.088
728,1980,estimates,5yearly,25_29,309.576
728,1980,estimates,5yearly,30_34,240.118
728,1980,estimates,5yearly,35_39,181.242
728,1980,estimates,5yearly,40_44,101.745
728,1980,estimates,5yearly,45_49,65.931
728,1985,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1985,estimates,5yearly,15_19,141.244
728,1985,estimates,5yearly,20_24,311.312
728,1985,estimates,5yearly,25_29,307.213
728,1985,estimates,5yearly,30_34,244.651
728,1985,estimates,5yearly,35_39,182.634
728,1985,estimates,5yearly,40_44,109.28
728,1985,estimates,5yearly,45_49,69.666
728,1990,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1990,estimates,5yearly,15_19,136.059
728,1990,estimates,5yearly,20_24,296.457
728,1990,estimates,5yearly,25_29,294.728
728,1990,estimates,5yearly,30_34,240.863
728,1990,estimates,5yearly,35_39,177.821
728,1990,estimates,5yearly,40_44,112.917
728,1990,estimates,5yearly,45_49,71.155
728,1995,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,1995,estimates,5yearly,15_19,129.812
728,1995,estimates,5yearly,20_24,279.656
728,1995,estimates,5yearly,25_29,280.297
728,1995,estimates,5yearly,30_34,235.229
728,1995,estimates,5yearly,35_39,171.799
728,1995,estimates,5yearly,40_44,115.431
728,1995,estimates,5yearly,45_49,71.776
728,2000,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,2000,estimates,5yearly,15_19,119.88
728,2000,estimates,5yearly,20_24,255.24
728,2000,estimates,5yearly,25_29,258.0
728,2000,estimates,5yearly,30_34,222.36
728,2000,estimates,5yearly,35_39,160.68
728,2000,estimates,5yearly,40_44,113.76
728,2000,estimates,5yearly,45_49,70.08
728,2005,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,2005,estimates,5yearly,15_19,98.336
728,2005,estimates,5yearly,20_24,239.904
728,2005,estimates,5yearly,25_29,271.264
728,2005,estimates,5yearly,30_34,217.504
728,2005,estimates,5yearly,35_39,141.792
728,2005,estimates,5yearly,40_44,94.864
728,2005,estimates,5yearly,45_49,56.336
728,2010,estimates,5yearly,"Region, subregion, country or area *",South Sudan
728,2010,estimates,5yearly,15_19,78.074
728,2010,estimates,5yearly,20_24,223.716
728,2010,estimates,5yearly,25_29,278.924
728,2010,estimates,5yearly,30_34,208.678
728,2010,estimates,5yearly,35_39,122.879
728,2010,estimates,5yearly,40_44,75.087
728,2010,estimates,5yearly,45_49,42.642
728,2015,constant_fertility,5yearly,"Region, subregion, country or area *",South Sudan
