country,year,variant,freq,age5yearinterval,fertilityrateper1000women
233,1950,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1950,estimates,5yearly,15_19,21.556
233,1950,estimates,5yearly,20_24,127.496
233,1950,estimates,5yearly,25_29,117.439
233,1950,estimates,5yearly,30_34,80.832
233,1950,estimates,5yearly,35_39,48.992
233,1950,estimates,5yearly,40_44,14.696
233,1950,estimates,5yearly,45_49,0.989
233,1955,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1955,estimates,5yearly,15_19,21.421
233,1955,estimates,5yearly,20_24,127.934
233,1955,estimates,5yearly,25_29,117.383
233,1955,estimates,5yearly,30_34,74.144
233,1955,estimates,5yearly,35_39,44.469
233,1955,estimates,5yearly,40_44,11.797
233,1955,estimates,5yearly,45_49,0.852
233,1960,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1960,estimates,5yearly,15_19,21.453
233,1960,estimates,5yearly,20_24,129.733
233,1960,estimates,5yearly,25_29,119.008
233,1960,estimates,5yearly,30_34,70.986
233,1960,estimates,5yearly,35_39,35.071
233,1960,estimates,5yearly,40_44,11.027
233,1960,estimates,5yearly,45_49,0.722
233,1965,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1965,estimates,5yearly,15_19,26.264
233,1965,estimates,5yearly,20_24,143.17
233,1965,estimates,5yearly,25_29,124.028
233,1965,estimates,5yearly,30_34,71.718
233,1965,estimates,5yearly,35_39,30.065
233,1965,estimates,5yearly,40_44,8.173
233,1965,estimates,5yearly,45_49,0.582
233,1970,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1970,estimates,5yearly,15_19,33.618
233,1970,estimates,5yearly,20_24,164.623
233,1970,estimates,5yearly,25_29,125.462
233,1970,estimates,5yearly,30_34,68.547
233,1970,estimates,5yearly,35_39,30.586
233,1970,estimates,5yearly,40_44,6.73
233,1970,estimates,5yearly,45_49,0.434
233,1975,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1975,estimates,5yearly,15_19,39.886
233,1975,estimates,5yearly,20_24,168.273
233,1975,estimates,5yearly,25_29,114.865
233,1975,estimates,5yearly,30_34,58.344
233,1975,estimates,5yearly,35_39,24.555
233,1975,estimates,5yearly,40_44,5.764
233,1975,estimates,5yearly,45_49,0.313
233,1980,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1980,estimates,5yearly,15_19,41.327
233,1980,estimates,5yearly,20_24,174.129
233,1980,estimates,5yearly,25_29,115.893
233,1980,estimates,5yearly,30_34,57.918
233,1980,estimates,5yearly,35_39,23.851
233,1980,estimates,5yearly,40_44,4.652
233,1980,estimates,5yearly,45_49,0.23
233,1985,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1985,estimates,5yearly,15_19,44.517
233,1985,estimates,5yearly,20_24,179.293
233,1985,estimates,5yearly,25_29,122.744
233,1985,estimates,5yearly,30_34,61.976
233,1985,estimates,5yearly,35_39,25.852
233,1985,estimates,5yearly,40_44,5.246
233,1985,estimates,5yearly,45_49,0.172
233,1990,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1990,estimates,5yearly,15_19,47.089
233,1990,estimates,5yearly,20_24,133.123
233,1990,estimates,5yearly,25_29,83.566
233,1990,estimates,5yearly,30_34,40.848
233,1990,estimates,5yearly,35_39,16.986
233,1990,estimates,5yearly,40_44,3.648
233,1990,estimates,5yearly,45_49,0.14
233,1995,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,1995,estimates,5yearly,15_19,30.368
233,1995,estimates,5yearly,20_24,92.849
233,1995,estimates,5yearly,25_29,80.624
233,1995,estimates,5yearly,30_34,41.963
233,1995,estimates,5yearly,35_39,16.454
233,1995,estimates,5yearly,40_44,3.798
233,1995,estimates,5yearly,45_49,0.144
233,2000,estimates,5yearly,"Region, subregion, country or area *",Estonia
233,2000,estimates,5yearly,15_19,23.519
233,2000,estimates,5yearly,20_24,78.323
233,2000,estimates,5yearly,25_29,87.684
233,2000,estimates,5yearly,30_34,58.447
233,2000,estimates,5yearly,35_39,25.256
233,2000,estimates,5yearly,40_44,4.771
233,2000,estimates,5yearly,45_49,0.2
