country,variant,freq,year,lifeexpectancyatbirth
499,estimates,5yearly,1950,59.769
499,estimates,5yearly,1955,62.106
499,estimates,5yearly,1960,65.603
499,estimates,5yearly,1965,68.349
499,estimates,5yearly,1970,71.274
499,estimates,5yearly,1975,72.525
499,estimates,5yearly,1980,73.625
499,estimates,5yearly,1985,74.231
499,estimates,5yearly,1990,74.731
499,estimates,5yearly,1995,73.395
499,estimates,5yearly,2000,73.387
499,estimates,5yearly,2005,74.191
499,estimates,5yearly,2010,76.39
499,medium_variant,5yearly,2015,77.291
499,medium_variant,5yearly,2020,78.167
499,medium_variant,5yearly,2025,79.011
499,medium_variant,5yearly,2030,79.827
499,medium_variant,5yearly,2035,80.63
499,medium_variant,5yearly,2040,81.422
499,medium_variant,5yearly,2045,82.21
499,medium_variant,5yearly,2050,82.985
499,medium_variant,5yearly,2055,83.723
499,medium_variant,5yearly,2060,84.396
499,medium_variant,5yearly,2065,85.007
499,medium_variant,5yearly,2070,85.6
499,medium_variant,5yearly,2075,86.149
499,medium_variant,5yearly,2080,86.678
499,medium_variant,5yearly,2085,87.202
499,medium_variant,5yearly,2090,87.726
499,medium_variant,5yearly,2095,88.247
