country,variant,freq,year,lifeexpectancyatbirth
682,estimates,5yearly,1950,41.943
682,estimates,5yearly,1955,44.42
682,estimates,5yearly,1960,46.986
682,estimates,5yearly,1965,50.238
682,estimates,5yearly,1970,55.464
682,estimates,5yearly,1975,60.801
682,estimates,5yearly,1980,64.91
682,estimates,5yearly,1985,67.868
682,estimates,5yearly,1990,69.971
682,estimates,5yearly,1995,71.724
682,estimates,5yearly,2000,72.932
682,estimates,5yearly,2005,73.223
682,estimates,5yearly,2010,73.998
682,medium_variant,5yearly,2015,74.801
682,medium_variant,5yearly,2020,75.556
682,medium_variant,5yearly,2025,76.271
682,medium_variant,5yearly,2030,77.008
682,medium_variant,5yearly,2035,77.746
682,medium_variant,5yearly,2040,78.494
682,medium_variant,5yearly,2045,79.242
682,medium_variant,5yearly,2050,79.993
682,medium_variant,5yearly,2055,80.731
682,medium_variant,5yearly,2060,81.456
682,medium_variant,5yearly,2065,82.17
682,medium_variant,5yearly,2070,82.872
682,medium_variant,5yearly,2075,83.554
682,medium_variant,5yearly,2080,84.202
682,medium_variant,5yearly,2085,84.795
682,medium_variant,5yearly,2090,85.37
682,medium_variant,5yearly,2095,85.913
