country,variant,freq,year,lifeexpectancyatbirth
144,estimates,5yearly,1950,54.512
144,estimates,5yearly,1955,58.296
144,estimates,5yearly,1960,60.258
144,estimates,5yearly,1965,62.925
144,estimates,5yearly,1970,65.144
144,estimates,5yearly,1975,66.958
144,estimates,5yearly,1980,69.084
144,estimates,5yearly,1985,68.907
144,estimates,5yearly,1990,70.014
144,estimates,5yearly,1995,69.06
144,estimates,5yearly,2000,73.207
144,estimates,5yearly,2005,74.07
144,estimates,5yearly,2010,74.63
144,medium_variant,5yearly,2015,75.604
144,medium_variant,5yearly,2020,76.552
144,medium_variant,5yearly,2025,77.477
144,medium_variant,5yearly,2030,78.37
144,medium_variant,5yearly,2035,79.245
144,medium_variant,5yearly,2040,80.112
144,medium_variant,5yearly,2045,80.97
144,medium_variant,5yearly,2050,81.825
144,medium_variant,5yearly,2055,82.652
144,medium_variant,5yearly,2060,83.417
144,medium_variant,5yearly,2065,84.125
144,medium_variant,5yearly,2070,84.787
144,medium_variant,5yearly,2075,85.401
144,medium_variant,5yearly,2080,85.978
144,medium_variant,5yearly,2085,86.552
144,medium_variant,5yearly,2090,87.117
144,medium_variant,5yearly,2095,87.662
144,estimates,5yearly,Regi,Sri Lanka
144,medium_variant,5yearly,Regi,Sri Lanka
