country,variant,freq,year,lifeexpectancyatbirth
446,estimates,5yearly,1950,60.979
446,estimates,5yearly,1955,63.575
446,estimates,5yearly,1960,66.007
446,estimates,5yearly,1965,68.115
446,estimates,5yearly,1970,70.641
446,estimates,5yearly,1975,73.024
446,estimates,5yearly,1980,74.819
446,estimates,5yearly,1985,76.538
446,estimates,5yearly,1990,78.049
446,estimates,5yearly,1995,79.753
446,estimates,5yearly,2000,80.97
446,estimates,5yearly,2005,82.069
446,estimates,5yearly,2010,83.285
446,medium_variant,5yearly,2015,84.042
446,medium_variant,5yearly,2020,84.781
446,medium_variant,5yearly,2025,85.512
446,medium_variant,5yearly,2030,86.259
446,medium_variant,5yearly,2035,86.987
446,medium_variant,5yearly,2040,87.716
446,medium_variant,5yearly,2045,88.424
446,medium_variant,5yearly,2050,89.111
446,medium_variant,5yearly,2055,89.751
446,medium_variant,5yearly,2060,90.363
446,medium_variant,5yearly,2065,90.951
446,medium_variant,5yearly,2070,91.543
446,medium_variant,5yearly,2075,92.127
446,medium_variant,5yearly,2080,92.718
446,medium_variant,5yearly,2085,93.305
446,medium_variant,5yearly,2090,93.898
446,medium_variant,5yearly,2095,94.495
446,estimates,5yearly,Regi,"China, Macao SAR"
446,medium_variant,5yearly,Regi,"China, Macao SAR"
