country,variant,freq,year,lifeexpectancyatbirth
756,estimates,5yearly,1950,69.343
756,estimates,5yearly,1955,70.707
756,estimates,5yearly,1960,71.587
756,estimates,5yearly,1965,72.576
756,estimates,5yearly,1970,73.706
756,estimates,5yearly,1975,75.185
756,estimates,5yearly,1980,76.09
756,estimates,5yearly,1985,77.23
756,estimates,5yearly,1990,77.931
756,estimates,5yearly,1995,79.226
756,estimates,5yearly,2000,80.491
756,estimates,5yearly,2005,81.781
756,estimates,5yearly,2010,82.692
756,medium_variant,5yearly,2015,83.555
756,medium_variant,5yearly,2020,84.288
756,medium_variant,5yearly,2025,84.941
756,medium_variant,5yearly,2030,85.566
756,medium_variant,5yearly,2035,86.184
756,medium_variant,5yearly,2040,86.803
756,medium_variant,5yearly,2045,87.422
756,medium_variant,5yearly,2050,88.017
756,medium_variant,5yearly,2055,88.61
756,medium_variant,5yearly,2060,89.21
756,medium_variant,5yearly,2065,89.809
756,medium_variant,5yearly,2070,90.384
756,medium_variant,5yearly,2075,90.969
756,medium_variant,5yearly,2080,91.548
756,medium_variant,5yearly,2085,92.133
756,medium_variant,5yearly,2090,92.707
756,medium_variant,5yearly,2095,93.282
