country,variant,freq,year,lifeexpectancyatbirth
474,estimates,5yearly,1950,55.566
474,estimates,5yearly,1955,58.883
474,estimates,5yearly,1960,61.859
474,estimates,5yearly,1965,64.65
474,estimates,5yearly,1970,67.264
474,estimates,5yearly,1975,69.695
474,estimates,5yearly,1980,71.875
474,estimates,5yearly,1985,73.857
474,estimates,5yearly,1990,75.675
474,estimates,5yearly,1995,77.367
474,estimates,5yearly,2000,78.944
474,estimates,5yearly,2005,80.106
474,estimates,5yearly,2010,81.203
474,medium_variant,5yearly,2015,82.328
474,medium_variant,5yearly,2020,83.296
474,medium_variant,5yearly,2025,84.119
474,medium_variant,5yearly,2030,84.893
474,medium_variant,5yearly,2035,85.644
474,medium_variant,5yearly,2040,86.381
474,medium_variant,5yearly,2045,87.099
474,medium_variant,5yearly,2050,87.804
474,medium_variant,5yearly,2055,88.493
474,medium_variant,5yearly,2060,89.138
474,medium_variant,5yearly,2065,89.741
474,medium_variant,5yearly,2070,90.311
474,medium_variant,5yearly,2075,90.856
474,medium_variant,5yearly,2080,91.408
474,medium_variant,5yearly,2085,91.945
474,medium_variant,5yearly,2090,92.504
474,medium_variant,5yearly,2095,93.071
