country,variant,freq,year,lifeexpectancyatbirth
830,estimates,5yearly,1950,69.227
830,estimates,5yearly,1955,70.463
830,estimates,5yearly,1960,70.924
830,estimates,5yearly,1965,71.603
830,estimates,5yearly,1970,72.065
830,estimates,5yearly,1975,72.859
830,estimates,5yearly,1980,74.038
830,estimates,5yearly,1985,74.938
830,estimates,5yearly,1990,76.079
830,estimates,5yearly,1995,76.999
830,estimates,5yearly,2000,78.269
830,estimates,5yearly,2005,79.631
830,estimates,5yearly,2010,80.567
830,medium_variant,5yearly,2015,81.321
830,medium_variant,5yearly,2020,82.097
830,medium_variant,5yearly,2025,82.873
830,medium_variant,5yearly,2030,83.645
830,medium_variant,5yearly,2035,84.381
830,medium_variant,5yearly,2040,85.043
830,medium_variant,5yearly,2045,85.652
830,medium_variant,5yearly,2050,86.229
830,medium_variant,5yearly,2055,86.795
830,medium_variant,5yearly,2060,87.357
830,medium_variant,5yearly,2065,87.914
830,medium_variant,5yearly,2070,88.474
830,medium_variant,5yearly,2075,89.041
830,medium_variant,5yearly,2080,89.613
830,medium_variant,5yearly,2085,90.18
830,medium_variant,5yearly,2090,90.742
830,medium_variant,5yearly,2095,91.305
830,estimates,5yearly,Regi,Channel Islands
830,medium_variant,5yearly,Regi,Channel Islands
