country,variant,freq,year,lifeexpectancyatbirth
96,estimates,5yearly,1950,58.288
96,estimates,5yearly,1955,61.012
96,estimates,5yearly,1960,63.827
96,estimates,5yearly,1965,65.945
96,estimates,5yearly,1970,67.835
96,estimates,5yearly,1975,69.501
96,estimates,5yearly,1980,70.909
96,estimates,5yearly,1985,72.259
96,estimates,5yearly,1990,73.536
96,estimates,5yearly,1995,74.651
96,estimates,5yearly,2000,75.725
96,estimates,5yearly,2005,76.699
96,estimates,5yearly,2010,76.709
96,medium_variant,5yearly,2015,77.493
96,medium_variant,5yearly,2020,78.265
96,medium_variant,5yearly,2025,79.014
96,medium_variant,5yearly,2030,79.757
96,medium_variant,5yearly,2035,80.495
96,medium_variant,5yearly,2040,81.235
96,medium_variant,5yearly,2045,81.977
96,medium_variant,5yearly,2050,82.725
96,medium_variant,5yearly,2055,83.453
96,medium_variant,5yearly,2060,84.158
96,medium_variant,5yearly,2065,84.805
96,medium_variant,5yearly,2070,85.417
96,medium_variant,5yearly,2075,85.992
96,medium_variant,5yearly,2080,86.546
96,medium_variant,5yearly,2085,87.088
96,medium_variant,5yearly,2090,87.625
96,medium_variant,5yearly,2095,88.168
96,estimates,5yearly,Regi,Brunei Darussalam
96,medium_variant,5yearly,Regi,Brunei Darussalam
