country,variant,freq,year,lifeexpectancyatbirth
466,estimates,5yearly,1950,26.962
466,estimates,5yearly,1955,27.978
466,estimates,5yearly,1960,28.607
466,estimates,5yearly,1965,30.795
466,estimates,5yearly,1970,34.197
466,estimates,5yearly,1975,37.713
466,estimates,5yearly,1980,41.55
466,estimates,5yearly,1985,44.508
466,estimates,5yearly,1990,46.571
466,estimates,5yearly,1995,46.751
466,estimates,5yearly,2000,49.959
466,estimates,5yearly,2005,54.024
466,estimates,5yearly,2010,56.234
466,medium_variant,5yearly,2015,58.709
466,medium_variant,5yearly,2020,60.924
466,medium_variant,5yearly,2025,62.831
466,medium_variant,5yearly,2030,64.468
466,medium_variant,5yearly,2035,65.842
466,medium_variant,5yearly,2040,67.023
466,medium_variant,5yearly,2045,68.051
466,medium_variant,5yearly,2050,68.951
466,medium_variant,5yearly,2055,69.769
466,medium_variant,5yearly,2060,70.499
466,medium_variant,5yearly,2065,71.2
466,medium_variant,5yearly,2070,71.871
466,medium_variant,5yearly,2075,72.49
466,medium_variant,5yearly,2080,73.134
466,medium_variant,5yearly,2085,73.737
466,medium_variant,5yearly,2090,74.356
466,medium_variant,5yearly,2095,74.977
466,estimates,5yearly,Regi,Mali
466,medium_variant,5yearly,Regi,Mali
