country,variant,freq,year,lifeexpectancyatbirth
404,estimates,5yearly,1950,42.302
404,estimates,5yearly,1955,44.728
404,estimates,5yearly,1960,48.02
404,estimates,5yearly,1965,50.746
404,estimates,5yearly,1970,53.679
404,estimates,5yearly,1975,56.314
404,estimates,5yearly,1980,58.755
404,estimates,5yearly,1985,58.617
404,estimates,5yearly,1990,55.938
404,estimates,5yearly,1995,52.376
404,estimates,5yearly,2000,52.732
404,estimates,5yearly,2005,59.724
404,estimates,5yearly,2010,65.403
404,medium_variant,5yearly,2015,67.287
404,medium_variant,5yearly,2020,68.453
404,medium_variant,5yearly,2025,69.834
404,medium_variant,5yearly,2030,71.152
404,medium_variant,5yearly,2035,72.269
404,medium_variant,5yearly,2040,73.227
404,medium_variant,5yearly,2045,74.201
404,medium_variant,5yearly,2050,75.184
404,medium_variant,5yearly,2055,76.082
404,medium_variant,5yearly,2060,76.912
404,medium_variant,5yearly,2065,77.634
404,medium_variant,5yearly,2070,78.271
404,medium_variant,5yearly,2075,78.878
404,medium_variant,5yearly,2080,79.478
404,medium_variant,5yearly,2085,80.056
404,medium_variant,5yearly,2090,80.64
404,medium_variant,5yearly,2095,81.215
