country,variant,freq,year,lifeexpectancyatbirth
214,estimates,5yearly,1950,45.951
214,estimates,5yearly,1955,49.897
214,estimates,5yearly,1960,53.58
214,estimates,5yearly,1965,56.919
214,estimates,5yearly,1970,59.835
214,estimates,5yearly,1975,62.014
214,estimates,5yearly,1980,63.986
214,estimates,5yearly,1985,66.5
214,estimates,5yearly,1990,69.008
214,estimates,5yearly,1995,70.043
214,estimates,5yearly,2000,71.092
214,estimates,5yearly,2005,72.189
214,estimates,5yearly,2010,73.192
214,medium_variant,5yearly,2015,74.139
214,medium_variant,5yearly,2020,75.044
214,medium_variant,5yearly,2025,75.934
214,medium_variant,5yearly,2030,76.798
214,medium_variant,5yearly,2035,77.66
214,medium_variant,5yearly,2040,78.503
214,medium_variant,5yearly,2045,79.332
214,medium_variant,5yearly,2050,80.165
214,medium_variant,5yearly,2055,80.983
214,medium_variant,5yearly,2060,81.815
214,medium_variant,5yearly,2065,82.592
214,medium_variant,5yearly,2070,83.344
214,medium_variant,5yearly,2075,84.054
214,medium_variant,5yearly,2080,84.706
214,medium_variant,5yearly,2085,85.317
214,medium_variant,5yearly,2090,85.909
214,medium_variant,5yearly,2095,86.486
214,estimates,5yearly,Regi,Dominican Republic
214,medium_variant,5yearly,Regi,Dominican Republic
