country,variant,freq,year,lifeexpectancyatbirth
50,estimates,5yearly,1950,40.67
50,estimates,5yearly,1955,44.223
50,estimates,5yearly,1960,47.19
50,estimates,5yearly,1965,49.322
50,estimates,5yearly,1970,46.277
50,estimates,5yearly,1975,52.212
50,estimates,5yearly,1980,54.303
50,estimates,5yearly,1985,56.974
50,estimates,5yearly,1990,59.991
50,estimates,5yearly,1995,63.736
50,estimates,5yearly,2000,66.701
50,estimates,5yearly,2005,69.047
50,estimates,5yearly,2010,71.245
50,medium_variant,5yearly,2015,72.948
50,medium_variant,5yearly,2020,74.397
50,medium_variant,5yearly,2025,75.683
50,medium_variant,5yearly,2030,76.855
50,medium_variant,5yearly,2035,77.928
50,medium_variant,5yearly,2040,78.947
50,medium_variant,5yearly,2045,79.925
50,medium_variant,5yearly,2050,80.86
50,medium_variant,5yearly,2055,81.791
50,medium_variant,5yearly,2060,82.7
50,medium_variant,5yearly,2065,83.542
50,medium_variant,5yearly,2070,84.336
50,medium_variant,5yearly,2075,85.053
50,medium_variant,5yearly,2080,85.713
50,medium_variant,5yearly,2085,86.326
50,medium_variant,5yearly,2090,86.906
50,medium_variant,5yearly,2095,87.507
50,estimates,5yearly,Regi,Bangladesh
50,medium_variant,5yearly,Regi,Bangladesh
