country,variant,freq,year,lifeexpectancyatbirth
430,estimates,5yearly,1950,33.121
430,estimates,5yearly,1955,34.182
430,estimates,5yearly,1960,35.389
430,estimates,5yearly,1965,37.913
430,estimates,5yearly,1970,40.781
430,estimates,5yearly,1975,44.516
430,estimates,5yearly,1980,46.965
430,estimates,5yearly,1985,47.331
430,estimates,5yearly,1990,47.685
430,estimates,5yearly,1995,52.594
430,estimates,5yearly,2000,52.386
430,estimates,5yearly,2005,58.114
430,estimates,5yearly,2010,60.698
430,medium_variant,5yearly,2015,63.252
430,medium_variant,5yearly,2020,65.57
430,medium_variant,5yearly,2025,67.6
430,medium_variant,5yearly,2030,69.3
430,medium_variant,5yearly,2035,70.721
430,medium_variant,5yearly,2040,71.959
430,medium_variant,5yearly,2045,73.03
430,medium_variant,5yearly,2050,73.999
430,medium_variant,5yearly,2055,74.924
430,medium_variant,5yearly,2060,75.749
430,medium_variant,5yearly,2065,76.583
430,medium_variant,5yearly,2070,77.394
430,medium_variant,5yearly,2075,78.18
430,medium_variant,5yearly,2080,78.969
430,medium_variant,5yearly,2085,79.743
430,medium_variant,5yearly,2090,80.508
430,medium_variant,5yearly,2095,81.287
