country,variant,freq,year,lifeexpectancyatbirth
296,estimates,5yearly,1950,46.377
296,estimates,5yearly,1955,47.987
296,estimates,5yearly,1960,50.629
296,estimates,5yearly,1965,53.025
296,estimates,5yearly,1970,55.539
296,estimates,5yearly,1975,56.637
296,estimates,5yearly,1980,57.322
296,estimates,5yearly,1985,59.143
296,estimates,5yearly,1990,61.585
296,estimates,5yearly,1995,63.284
296,estimates,5yearly,2000,64.537
296,estimates,5yearly,2005,65.081
296,estimates,5yearly,2010,65.682
296,medium_variant,5yearly,2015,66.616
296,medium_variant,5yearly,2020,67.468
296,medium_variant,5yearly,2025,68.263
296,medium_variant,5yearly,2030,69.008
296,medium_variant,5yearly,2035,69.734
296,medium_variant,5yearly,2040,70.401
296,medium_variant,5yearly,2045,71.026
296,medium_variant,5yearly,2050,71.654
296,medium_variant,5yearly,2055,72.295
296,medium_variant,5yearly,2060,72.921
296,medium_variant,5yearly,2065,73.577
296,medium_variant,5yearly,2070,74.23
296,medium_variant,5yearly,2075,74.895
296,medium_variant,5yearly,2080,75.568
296,medium_variant,5yearly,2085,76.246
296,medium_variant,5yearly,2090,76.966
296,medium_variant,5yearly,2095,77.658
