country,variant,freq,year,lifeexpectancyatbirth
646,estimates,5yearly,1950,40.018
646,estimates,5yearly,1955,41.505
646,estimates,5yearly,1960,43.017
646,estimates,5yearly,1965,44.126
646,estimates,5yearly,1970,44.581
646,estimates,5yearly,1975,45.786
646,estimates,5yearly,1980,49.792
646,estimates,5yearly,1985,48.066
646,estimates,5yearly,1990,23.723
646,estimates,5yearly,1995,44.741
646,estimates,5yearly,2000,50.583
646,estimates,5yearly,2005,60.05
646,estimates,5yearly,2010,65.166
646,medium_variant,5yearly,2015,67.601
646,medium_variant,5yearly,2020,68.836
646,medium_variant,5yearly,2025,70.029
646,medium_variant,5yearly,2030,71.184
646,medium_variant,5yearly,2035,72.224
646,medium_variant,5yearly,2040,73.073
646,medium_variant,5yearly,2045,73.861
646,medium_variant,5yearly,2050,74.74
646,medium_variant,5yearly,2055,75.66
646,medium_variant,5yearly,2060,76.531
646,medium_variant,5yearly,2065,77.329
646,medium_variant,5yearly,2070,77.992
646,medium_variant,5yearly,2075,78.596
646,medium_variant,5yearly,2080,79.182
646,medium_variant,5yearly,2085,79.758
646,medium_variant,5yearly,2090,80.327
646,medium_variant,5yearly,2095,80.888
